profile_name,nmax,bg_kmax,x_mode,x_cut,target_t,box_center_t,sigma_center,sigma_radius,t_radius,certify_precision,certify_samples,boundary_min_sample,boundary_min_sigma,boundary_min_t,derivative_upper,step_size,interpolation_error_bound,certified_boundary_margin,raw_winding,rounded_winding,total_arg_variation,status,sample_schedule
dyn_200k_k5,200000,5,nmax/x_factor,66666.66666666667,21.022,21.021609999999257,0.5,0.002,0.002,80,2000,0.0006133626552231973,0.498,21.021605999999256,356.54196236140103,2e-06,0.000356541962361401,0.0002568206928617963,1.0,1,6.283185307179586,certified_finite_zero_box,2000
dyn_200k_k5,200000,5,nmax/x_factor,66666.66666666667,32.935,32.93514000000639,0.5,0.002,0.002,80,2000,0.000747656091592143,0.502,32.93514400000639,356.54196236140103,2e-06,0.000356541962361401,0.000391114129230742,1.0,1,6.283185307179586,certified_finite_zero_box,2000
dyn_200k_k5,200000,5,nmax/x_factor,66666.66666666667,37.586,37.586290000006436,0.5,0.002,0.002,80,2000,0.0008416635331911243,0.502,37.586288000006434,356.54196236140103,2e-06,0.000356541962361401,0.00048512157082972326,1.0,1,6.283185307179586,certified_finite_zero_box,2000
dyn_200k_k5,200000,5,nmax/x_factor,66666.66666666667,40.919,40.9188700000063,0.5,0.002,0.002,80,2000,0.0008494111105725801,0.498,40.918866000006304,356.54196236140103,2e-06,0.000356541962361401,0.0004928691482111791,1.0,1,6.283185307179586,certified_finite_zero_box,2000
dyn_200k_k5,200000,5,nmax/x_factor,66666.66666666667,43.327,43.327230000006416,0.5,0.002,0.002,80,2000,0.0009486140874128842,0.502,43.327230000006416,356.54196236140103,2e-06,0.000356541962361401,0.0005920721250514832,1.0,1,6.283185307179586,certified_finite_zero_box,2000
dyn_200k_k5,200000,5,nmax/x_factor,66666.66666666667,48.005,48.005340000006456,0.5,0.002,0.002,80,2000,0.0009227112018364461,0.502,48.005346000006455,356.54196236140103,2e-06,0.000356541962361401,0.0005661692394750451,1.0,1,6.283185307179586,certified_finite_zero_box,2000
dyn_200k_k5,200000,5,nmax/x_factor,66666.66666666667,49.774,49.7738500000063,0.5,0.002,0.002,80,2000,0.0007914182766071198,0.502,49.7738520000063,356.54196236140103,2e-06,0.000356541962361401,0.0004348763142457188,1.0,1,6.283185307179586,certified_finite_zero_box,2000
dyn_400k_k6,400000,6,nmax/x_factor,133333.33333333334,21.022,21.02258999999922,0.5,0.002,0.002,80,2000,0.0005455170337648928,0.498,21.02258999999922,545.1770973659346,2e-06,0.0005451770973659346,3.399363989581815e-07,1.0,1,6.283185307179586,certified_finite_zero_box,2000
dyn_400k_k6,400000,6,nmax/x_factor,133333.33333333334,32.935,32.935280000006436,0.5,0.002,0.002,80,2000,0.0007023082393217406,0.498,32.935280000006436,545.1770973659346,2e-06,0.0005451770973659346,0.00015713114195580597,1.0,1,6.283185307179586,certified_finite_zero_box,2000
dyn_400k_k6,400000,6,nmax/x_factor,133333.33333333334,37.586,37.58603000000635,0.5,0.002,0.002,80,2000,0.0007861076391558317,0.502,37.58603400000635,545.1770973659346,2e-06,0.0005451770973659346,0.0002409305417898971,1.0,1,6.283185307179586,certified_finite_zero_box,2000
dyn_400k_k6,400000,6,nmax/x_factor,133333.33333333334,40.919,40.91850000000618,0.5,0.002,0.002,80,2000,0.0008380408298010334,0.502,40.91849800000618,545.1770973659346,2e-06,0.0005451770973659346,0.00029286373243509877,1.0,1,6.283185307179586,certified_finite_zero_box,2000
dyn_400k_k6,400000,6,nmax/x_factor,133333.33333333334,43.327,43.32727000000643,0.5,0.002,0.002,80,2000,0.0009239270601938632,0.498,43.327274000006426,545.1770973659346,2e-06,0.0005451770973659346,0.00037874996282792855,1.0,1,6.283185307179586,certified_finite_zero_box,2000
dyn_400k_k6,400000,6,nmax/x_factor,133333.33333333334,48.005,48.00506000000637,0.5,0.002,0.002,80,2000,0.0008211255620369556,0.502,48.00506200000637,545.1770973659346,2e-06,0.0005451770973659346,0.000275948464671021,1.0,1,6.283185307179586,certified_finite_zero_box,2000
dyn_400k_k6,400000,6,nmax/x_factor,133333.33333333334,49.774,49.77379000000628,0.5,0.002,0.002,80,2000,0.0007777897526236547,0.498,49.77378800000628,545.1770973659346,2e-06,0.0005451770973659346,0.00023261265525772003,1.0,1,6.283185307179586,certified_finite_zero_box,2000
fixedX_400k_k6,400000,6,fixed,66666.66666666667,21.022,21.02203999999924,0.5,0.002,0.002,80,2000,0.0006898979243652796,0.502,21.02203599999924,357.5926731465267,2e-06,0.0003575926731465267,0.0003323052512187529,1.0,1,6.283185307179586,certified_finite_zero_box,2000
fixedX_400k_k6,400000,6,fixed,66666.66666666667,32.935,32.93506000000637,0.5,0.002,0.002,80,2000,0.0008485555303099453,0.502,32.93506000000637,357.5926731465267,2e-06,0.0003575926731465267,0.0004909628571634186,1.0,1,6.283185307179586,certified_finite_zero_box,2000
fixedX_400k_k6,400000,6,fixed,66666.66666666667,37.586,37.5861800000064,0.5,0.002,0.002,80,2000,0.0009265306557192447,0.502,37.5861780000064,357.5926731465267,2e-06,0.0003575926731465267,0.000568937982572718,1.0,1,6.283185307179586,certified_finite_zero_box,2000
fixedX_400k_k6,400000,6,fixed,66666.66666666667,40.919,40.91872000000625,0.5,0.002,0.002,80,2000,0.0009401833063025236,0.502,40.91872000000625,357.5926731465267,2e-06,0.0003575926731465267,0.0005825906331559969,1.0,1,6.283185307179586,certified_finite_zero_box,2000
fixedX_400k_k6,400000,6,fixed,66666.66666666667,43.327,43.327070000006366,0.5,0.002,0.002,80,2000,0.001013252408408163,0.502,43.32707400000636,357.5926731465267,2e-06,0.0003575926731465267,0.0006556597352616364,1.0,1,6.283185307179586,certified_finite_zero_box,2000
fixedX_400k_k6,400000,6,fixed,66666.66666666667,48.005,48.005150000006395,0.5,0.002,0.002,80,2000,0.0009397301380013394,0.502,48.0051520000064,357.5926731465267,2e-06,0.0003575926731465267,0.0005821374648548127,1.0,1,6.283185307179586,certified_finite_zero_box,2000
fixedX_400k_k6,400000,6,fixed,66666.66666666667,49.774,49.77383000000629,0.5,0.002,0.002,80,2000,0.0008952601177824624,0.502,49.77383000000629,357.5926731465267,2e-06,0.0003575926731465267,0.0005376674446359357,1.0,1,6.283185307179586,certified_finite_zero_box,2000
xfactor4_200k_k5,200000,5,nmax/x_factor,50000.0,21.022,21.02203999999924,0.5,0.002,0.002,80,2000,0.0006888588974081415,0.502,21.02203599999924,298.8068794004255,2e-06,0.00029880687940042546,0.00039005201800771603,1.0,1,6.283185307179586,certified_finite_zero_box,2000
xfactor4_200k_k5,200000,5,nmax/x_factor,50000.0,32.935,32.93506000000637,0.5,0.002,0.002,80,2000,0.0008641702488610744,0.502,32.93506000000637,298.8068794004255,2e-06,0.00029880687940042546,0.0005653633694606489,1.0000000000000002,1,6.283185307179587,certified_finite_zero_box,2000
xfactor4_200k_k5,200000,5,nmax/x_factor,50000.0,37.586,37.5861800000064,0.5,0.002,0.002,80,2000,0.0009387056562140017,0.502,37.5861780000064,298.8068794004255,2e-06,0.00029880687940042546,0.0006398987768135762,1.0,1,6.283185307179586,certified_finite_zero_box,2000
xfactor4_200k_k5,200000,5,nmax/x_factor,50000.0,40.919,40.91872000000625,0.5,0.002,0.002,80,2000,0.0009214635002495974,0.502,40.91872000000625,298.8068794004255,2e-06,0.00029880687940042546,0.0006226566208491718,1.0,1,6.283185307179586,certified_finite_zero_box,2000
xfactor4_200k_k5,200000,5,nmax/x_factor,50000.0,43.327,43.327070000006366,0.5,0.002,0.002,80,2000,0.0010058909033694562,0.502,43.32707200000637,298.8068794004255,2e-06,0.00029880687940042546,0.0007070840239690307,1.0,1,6.283185307179586,certified_finite_zero_box,2000
xfactor4_200k_k5,200000,5,nmax/x_factor,50000.0,48.005,48.005150000006395,0.5,0.002,0.002,80,2000,0.0009286149740205487,0.502,48.0051520000064,298.8068794004255,2e-06,0.00029880687940042546,0.0006298080946201233,1.0,1,6.283185307179586,certified_finite_zero_box,2000
xfactor4_200k_k5,200000,5,nmax/x_factor,50000.0,49.774,49.77383000000629,0.5,0.002,0.002,80,2000,0.0008763782114198313,0.502,49.773832000006294,298.8068794004255,2e-06,0.00029880687940042546,0.0005775713320194059,1.0,1,6.283185307179586,certified_finite_zero_box,2000
xfactor6_200k_k5,200000,5,nmax/x_factor,33333.333333333336,21.022,21.02203999999924,0.5,0.002,0.002,80,2000,0.0006882758872951512,0.502,21.02203999999924,232.52972618212124,2e-06,0.00023252972618212123,0.00045574616111302996,1.0,1,6.283185307179586,certified_finite_zero_box,2000
xfactor6_200k_k5,200000,5,nmax/x_factor,33333.333333333336,32.935,32.93506000000637,0.5,0.002,0.002,80,2000,0.0008646103710873933,0.502,32.93506000000637,232.52972618212124,2e-06,0.00023252972618212123,0.000632080644905272,1.0,1,6.283185307179586,certified_finite_zero_box,2000
xfactor6_200k_k5,200000,5,nmax/x_factor,33333.333333333336,37.586,37.5861800000064,0.5,0.002,0.002,80,2000,0.0009393957737519154,0.502,37.5861780000064,232.52972618212124,2e-06,0.00023252972618212123,0.0007068660475697941,1.0000000000000002,1,6.283185307179587,certified_finite_zero_box,2000
xfactor6_200k_k5,200000,5,nmax/x_factor,33333.333333333336,40.919,40.91872000000625,0.5,0.002,0.002,80,2000,0.0009211004681783506,0.502,40.91871800000625,232.52972618212124,2e-06,0.00023252972618212123,0.0006885707419962293,1.0,1,6.283185307179586,certified_finite_zero_box,2000
xfactor6_200k_k5,200000,5,nmax/x_factor,33333.333333333336,43.327,43.327070000006366,0.5,0.002,0.002,80,2000,0.0010054348619863813,0.502,43.32707200000637,232.52972618212124,2e-06,0.00023252972618212123,0.00077290513580426,1.0,1,6.283185307179586,certified_finite_zero_box,2000
xfactor6_200k_k5,200000,5,nmax/x_factor,33333.333333333336,48.005,48.005150000006395,0.5,0.002,0.002,80,2000,0.0009288766868750377,0.502,48.005150000006395,232.52972618212124,2e-06,0.00023252972618212123,0.0006963469606929164,1.0,1,6.283185307179586,certified_finite_zero_box,2000
xfactor6_200k_k5,200000,5,nmax/x_factor,33333.333333333336,49.774,49.77383000000629,0.5,0.002,0.002,80,2000,0.0008760869175616111,0.502,49.773832000006294,232.52972618212124,2e-06,0.00023252972618212123,0.0006435571913794898,1.0,1,6.283185307179586,certified_finite_zero_box,2000
