box_id,subbox_id,object,stored_re_lower,stored_re_upper,stored_im_lower,stored_im_upper,recomputed_re_lower,recomputed_re_upper,recomputed_im_lower,recomputed_im_upper,contains_recomputed,overlaps_recomputed,status,width_ratio_re,width_ratio_im,elapsed_sec,d0_neg_re_upper_strict,d0_neg_re_upper_stored,d0_neg_re_upper_rat,strict_sector_nondestructive
s0.86_t3,s0.86_t3__s00_t015,M,0.004660781196338347,0.008937570751850461,-0.0670592125528548,-0.06282739271459559,0.004660781337558209,0.00893757061069684,-0.06705921241383786,-0.06282739285357486,True,True,contains,0.9999999339753616,0.9999999343081181,16.924047708511353,-0.000290970920301338,-0.0002909709157098555,-0.000280860557,True
s0.86_t3,s0.86_t3__s00_t015,D0,0.007644208942605169,0.008949130608421878,-0.005367974773441261,-0.004064197469899733,0.007644208985601688,0.008949130565377963,-0.005367974731170019,-0.004064197512171086,True,True,contains,0.9999999340646741,0.9999999351556474,16.924047708511353,-0.000290970920301338,-0.0002909709157098555,-0.000280860557,True
s0.86_t3,s0.86_t3__s00_t016,M,0.0046667283517737345,0.0089434430267807,-0.06704472212955044,-0.06281300463945039,0.004666728492872693,0.008943442885749468,-0.06704472199065634,-0.06281300477830803,True,True,contains,0.9999999340310934,0.999999934364297,16.90116238594055,-0.00029163825318726346,-0.0002916382485998499,-0.000280860557,True
s0.86_t3,s0.86_t3__s00_t016,D0,0.007637904372447272,0.008942620770380116,-0.005379050634915598,-0.004075497188647622,0.007637904415400641,0.008942620727379391,-0.005379050592688517,-0.00407549723087478,True,True,contains,0.9999999341204772,0.9999999352122924,16.90116238594055,-0.00029163825318726346,-0.0002916382485998499,-0.000280860557,True
s0.86_t3,s0.86_t3__s00_t017,M,0.004672693499789574,0.00894933335691395,-0.06703024231093242,-0.06279862659086756,0.00467269364088537,0.00894933321588459,-0.06703024217204151,-0.06279862672972164,True,True,contains,0.9999999340311165,0.9999999343643157,17.66988968849182,-0.00029230475624172583,-0.00029230475165447213,-0.000280860557,True
s0.86_t3,s0.86_t3__s00_t017,D0,0.0076315846374249265,0.008936095907504455,-0.005390117635322176,-0.004086788354463495,0.007631584680371362,0.00893609586451027,-0.005390117593102194,-0.004086788396684063,True,True,contains,0.9999999341204464,0.9999999352116528,17.66988968849182,-0.00029230475624172583,-0.00029230475165447213,-0.000280860557,True
s0.86_t3,s0.86_t3__s00_t018,M,0.004678676021903737,0.00895524240844366,-0.06701577389607351,-0.06278425783896244,0.004678676163118676,0.008955242267295348,-0.06701577375706425,-0.0627842579779338,True,True,contains,0.999999933974309,0.999999934307085,15.871936321258545,-0.00029297043068611615,-0.0002929704260951652,-0.000280860557,True
s0.86_t3,s0.86_t3__s00_t018,D0,0.00762524960303113,0.008929556202733776,-0.005401175589616173,-0.004098071118052431,0.007625249646008216,0.00892955615970905,-0.005401175547366766,-0.004098071160302331,True,True,contains,0.9999999340631931,0.999999935155385,15.871936321258545,-0.00029297043068611615,-0.0002929704260951652,-0.000280860557,True
s0.86_t3,s0.86_t3__s00_t019,M,0.004684677605753209,0.008961168391867646,-0.06700131466693751,-0.06276990061022744,0.004684677746845279,0.008961168250842495,-0.06700131452805291,-0.06276990074907494,True,True,contains,0.9999999340306723,0.9999999343642344,15.614900588989258,-0.0002936353055295675,-0.0002936353009427396,-0.000280860557,True
s0.86_t3,s0.86_t3__s00_t019,D0,0.007618899627565686,0.008923001315157686,-0.005412224369494286,-0.004109345563257901,0.00761889967049946,0.008923001272176346,-0.005412224327289562,-0.004109345605463253,True,True,contains,0.9999999341193135,0.9999999352126416,15.614900588989258,-0.0002936353055295675,-0.0002936353009427396,-0.000280860557,True
s0.86_t3,s0.86_t3__s00_t020,M,0.004690697374925165,0.008967112183465076,-0.06698686541209282,-0.06275555416306362,0.004690697516133413,0.008967112042322865,-0.06698686527309246,-0.06275555430202659,True,True,contains,0.9999999339749601,0.9999999343079918,25.462148904800415,-0.0002942993321505992,-0.00029429932756011275,-0.000280860557,True
s0.86_t3,s0.86_t3__s00_t020,D0,0.007612534712041824,0.00891643125268977,-0.005423264564577681,-0.004120611068140139,0.00761253475500489,0.00891643120967921,-0.0054232645223433835,-0.004120611110374838,True,True,contains,0.9999999340640734,0.9999999351562046,25.462148904800415,-0.0002942993321505992,-0.00029429932756011275,-0.000280860557,True
s0.86_t3,s0.86_t3__s00_t021,M,0.004696734669951564,0.008973074471784739,-0.0669724259649422,-0.06274121871630356,0.00469673481104074,0.008973074330762464,-0.06697242582606236,-0.06274121885514732,True,True,contains,0.9999999340296926,0.9999999343630369,25.345768690109253,-0.0002949625266670218,-0.00029496252208058266,-0.000280860557,True
s0.86_t3,s0.86_t3__s00_t021,D0,0.007606154953386096,0.008909845959782673,-0.005434295807458017,-0.004131867946014295,0.007606154996306562,0.008909845916814782,-0.00543429576526756,-0.004131867988204905,True,True,contains,0.9999999341190844,0.999999935212483,25.345768690109253,-0.0002949625266670218,-0.00029496252208058266,-0.000280860557,True
s0.86_t3,s0.86_t3__s00_t022,M,0.004702790536352468,0.008979054126214917,-0.06695799607773611,-0.06272689445973141,0.0047027906774385,0.008979053985195712,-0.06695799593885912,-0.06272689459857067,True,True,contains,0.9999999340299699,0.9999999343631333,15.483460426330566,-0.00029562489671761566,-0.00029562489213135596,-0.000280860557,True
s0.86_t3,s0.86_t3__s00_t022,D0,0.007599760045171294,0.008903245758589097,-0.005445318065148995,-0.004143116200037429,0.007599760088085138,0.008903245715627513,-0.005445318022965751,-0.004143116242221329,True,True,contains,0.9999999341186279,0.9999999352119316,15.483460426330566,-0.00029562489671761566,-0.00029562489213135596,-0.000280860557,True
s0.86_t3,s0.86_t3__s00_t023,M,0.004708864099777841,0.008985052069014106,-0.06694357836113679,-0.06271257909739254,0.004708864240982271,0.008985051927876705,-0.0669435782221441,-0.06271257923634775,True,True,contains,0.9999999339734753,0.9999999343067952,15.691225528717041,-0.00029628642188361,-0.0002962864172936335,-0.000280860557,True
s0.86_t3,s0.86_t3__s00_t023,D0,0.007593350053691544,0.008896630610664152,-0.0054563313640433545,-0.004154355755739729,0.007593350096636465,0.00889663056767155,-0.0054563313218300375,-0.004154355797953558,True,True,contains,0.999999934060611,0.9999999351545872,15.691225528717041,-0.00029628642188361,-0.0002962864172936335,-0.000280860557,True
