profile_name,nmax,sigma,bg_kmax,x_mode,x_cut,x_factor,x_fixed,refine_window,refine_dt,centers_count,target_t,refined_t,abs_min,re_c,im_c,arg_c,drift_from_target
fixedX_800k_k7,800000,0.5,7,fixed,66666.66666666667,,66666.66666666667,0.02,1e-05,196875,14.134,14.13410999999924,0.0001988200531729471,0.00015781400143386842,-0.0001209303704415251,-0.6538417766475993,0.00010999999923910764
fixedX_800k_k7,800000,0.5,7,fixed,66666.66666666667,,66666.66666666667,0.02,1e-05,196875,21.022,21.02203999999924,1.095739363924165e-06,-6.578431383044987e-07,-8.762917088724634e-07,-2.214753278787635,3.999999924175768e-05
fixedX_800k_k7,800000,0.5,7,fixed,66666.66666666667,,66666.66666666667,0.02,1e-05,196875,25.01,25.010859999999212,1.0027139581865113e-06,-2.5861167561854046e-07,-9.68790629174246e-07,-1.831656494372684,0.0008599999992107143
fixedX_800k_k7,800000,0.5,7,fixed,66666.66666666667,,66666.66666666667,0.02,1e-05,196875,30.425,30.42487999999925,1.7656965197439383e-06,-1.7524643309788973e-06,2.1576136930076632e-07,3.019090308463898,-0.00012000000075218509
fixedX_800k_k7,800000,0.5,7,fixed,66666.66666666667,,66666.66666666667,0.02,1e-05,196875,32.935,32.93506000000637,9.416122665627387e-07,-8.623333105776123e-07,-3.781731376098431e-07,-2.7283042902217303,6.000000636419145e-05
fixedX_800k_k7,800000,0.5,7,fixed,66666.66666666667,,66666.66666666667,0.02,1e-05,196875,37.586,37.5861800000064,6.398886568363513e-07,5.636178544165694e-07,3.029726181203387e-07,0.4932342290938743,0.0001800000064022811
fixedX_800k_k7,800000,0.5,7,fixed,66666.66666666667,,66666.66666666667,0.02,1e-05,196875,40.919,40.91872000000625,7.627885437123552e-07,1.4526251877559781e-08,7.62650214990598e-07,1.551751559861764,-0.0002799999937437292
fixedX_800k_k7,800000,0.5,7,fixed,66666.66666666667,,66666.66666666667,0.02,1e-05,196875,43.327,43.327070000006366,2.0628085323315177e-06,-4.5054441139388405e-07,2.0130049116734536e-06,1.7909843417033189,7.000000636736559e-05
fixedX_800k_k7,800000,0.5,7,fixed,66666.66666666667,,66666.66666666667,0.02,1e-05,196875,48.005,48.005150000006395,9.831464696791149e-07,9.829221899287838e-07,-2.099879492043912e-08,-0.021360389823244064,0.00015000000639275868
fixedX_800k_k7,800000,0.5,7,fixed,66666.66666666667,,66666.66666666667,0.02,1e-05,196875,49.774,49.77383000000629,1.5372263437232995e-06,5.55345261729489e-07,-1.4334072945647756e-06,-1.201172734770633,-0.0001699999937088137
