profile_name,nmax,sigma,bg_kmax,x_mode,x_cut,x_factor,x_fixed,refine_window,refine_dt,centers_count,target_t,refined_t,abs_min,re_c,im_c,arg_c,drift_from_target
xfactor6_200k_k5,200000,0.5,5,nmax/x_factor,33333.333333333336,6.0,,0.02,1e-05,46875,14.134,14.135319999999194,9.545081610069144e-05,-7.674406298885744e-05,5.675567892511108e-05,2.504816468874817,0.0013199999991932998
xfactor6_200k_k5,200000,0.5,5,nmax/x_factor,33333.333333333336,6.0,,0.02,1e-05,46875,21.022,21.02203999999924,4.817093413556851e-07,3.46934585883857e-07,-3.341860001061155e-07,-0.7666832726424716,3.999999924175768e-05
xfactor6_200k_k5,200000,0.5,5,nmax/x_factor,33333.333333333336,6.0,,0.02,1e-05,46875,25.01,25.010859999999212,9.898158431018977e-07,1.9396463230706053e-07,-9.706251205638084e-07,-1.3735596622657642,0.0008599999992107143
xfactor6_200k_k5,200000,0.5,5,nmax/x_factor,33333.333333333336,6.0,,0.02,1e-05,46875,30.425,30.42487999999925,1.717458218408105e-06,-1.5092803369341576e-06,8.195947758017112e-07,2.644111177712071,-0.00012000000075218509
xfactor6_200k_k5,200000,0.5,5,nmax/x_factor,33333.333333333336,6.0,,0.02,1e-05,46875,32.935,32.93506000000637,8.210564011880195e-07,-2.3779128579397003e-07,-7.858682576184589e-07,-1.8646222198954554,6.000000636419145e-05
xfactor6_200k_k5,200000,0.5,5,nmax/x_factor,33333.333333333336,6.0,,0.02,1e-05,46875,37.586,37.5861800000064,1.1557385983254185e-06,4.3388939651351215e-09,-1.1557304537210925e-06,-1.5670421005679145,0.0001800000064022811
xfactor6_200k_k5,200000,0.5,5,nmax/x_factor,33333.333333333336,6.0,,0.02,1e-05,46875,40.919,40.91872000000625,9.741299359380667e-07,-1.8281660345627844e-07,9.568214157257412e-07,1.7595874975993868,-0.0002799999937437292
xfactor6_200k_k5,200000,0.5,5,nmax/x_factor,33333.333333333336,6.0,,0.02,1e-05,46875,43.327,43.327070000006366,1.5032972937696123e-06,9.273036898312479e-07,1.1832204444989926e-06,0.9060664948285773,7.000000636736559e-05
xfactor6_200k_k5,200000,0.5,5,nmax/x_factor,33333.333333333336,6.0,,0.02,1e-05,46875,48.005,48.005150000006395,8.080490448547502e-07,-7.742923070501001e-07,2.3111616588570244e-07,2.851524535930585,0.00015000000639275868
xfactor6_200k_k5,200000,0.5,5,nmax/x_factor,33333.333333333336,6.0,,0.02,1e-05,46875,49.774,49.77383000000629,1.8311481927828645e-06,4.187035103552269e-07,-1.7826359904220945e-06,-1.3400991690492894,-0.0001699999937088137
