profile_name,nmax,sigma,bg_kmax,x_mode,x_cut,x_factor,x_fixed,refine_window,refine_dt,centers_count,target_t,refined_t,abs_min,re_c,im_c,arg_c,drift_from_target
dyn_400k_k6,400000,0.5,6,nmax/x_factor,133333.33333333334,3.0,,0.02,1e-05,96875,14.134,14.135009999999205,0.0006206607171036776,-0.000495309209859334,0.0003740167274122558,2.494824285299951,0.0010099999992050357
dyn_400k_k6,400000,0.5,6,nmax/x_factor,133333.33333333334,3.0,,0.02,1e-05,96875,21.022,21.02258999999922,0.00014659281995452116,-9.096074780682006e-05,0.00011495911108147425,2.240175612943178,0.0005899999992209359
dyn_400k_k6,400000,0.5,6,nmax/x_factor,133333.33333333334,3.0,,0.02,1e-05,96875,25.01,25.01091999999921,0.00021407030514376696,0.00021352640735931966,-1.5250209984369663e-05,-0.07129965428718298,0.0009199999992084429
dyn_400k_k6,400000,0.5,6,nmax/x_factor,133333.33333333334,3.0,,0.02,1e-05,96875,30.425,30.425259999999234,0.00010904733879988158,-1.8921136481007313e-05,-0.00010739326186313204,-1.745192042648794,0.000259999999233429
dyn_400k_k6,400000,0.5,6,nmax/x_factor,133333.33333333334,3.0,,0.02,1e-05,96875,32.935,32.935280000006436,0.0001504692979167807,5.041804555116986e-05,-0.00014177104887235992,-1.2291147016743589,0.00028000000643402245
dyn_400k_k6,400000,0.5,6,nmax/x_factor,133333.33333333334,3.0,,0.02,1e-05,96875,37.586,37.58603000000635,0.00014398399033743148,1.7680518072238138e-05,0.00014289432722885406,1.4476905896591925,3.000000635466904e-05
dyn_400k_k6,400000,0.5,6,nmax/x_factor,133333.33333333334,3.0,,0.02,1e-05,96875,40.919,40.91850000000618,0.0001045651172395142,-9.599222195529911e-05,4.146513074135834e-05,2.7338387225016114,-0.0004999999938135602
dyn_400k_k6,400000,0.5,6,nmax/x_factor,133333.33333333334,3.0,,0.02,1e-05,96875,43.327,43.32727000000643,9.716830282969277e-05,-9.693621341669611e-05,6.711900121100436e-06,3.072462609174892,0.0002700000064308483
dyn_400k_k6,400000,0.5,6,nmax/x_factor,133333.33333333334,3.0,,0.02,1e-05,96875,48.005,48.00506000000637,0.00012130798834776601,4.3327067445068675e-05,-0.00011330663380222803,-1.2055645184251529,6.000000636419145e-05
dyn_400k_k6,400000,0.5,6,nmax/x_factor,133333.33333333334,3.0,,0.02,1e-05,96875,49.774,49.77379000000628,0.00012301543930968864,0.00010114222444615078,7.002177334686796e-05,0.6055462232059649,-0.00020999999372151024
