profile_name,nmax,sigma,bg_kmax,x_mode,x_cut,x_factor,x_fixed,refine_window,refine_dt,centers_count,target_t,refined_t,abs_min,re_c,im_c,arg_c,drift_from_target
dyn_200k_k5,200000,0.5,5,nmax/x_factor,66666.66666666667,3.0,,0.02,1e-05,46875,14.134,14.133889999999248,0.0003908204853260181,0.0003140610440872221,-0.0002326076360253642,-0.6374867572149769,-0.00011000000075256366
dyn_200k_k5,200000,0.5,5,nmax/x_factor,66666.66666666667,3.0,,0.02,1e-05,46875,21.022,21.021609999999257,7.928358808790298e-05,-5.086978401830873e-05,6.081243634342316e-05,2.2674022985437214,-0.0003900000007419635
dyn_200k_k5,200000,0.5,5,nmax/x_factor,66666.66666666667,3.0,,0.02,1e-05,46875,25.01,25.010469999999227,2.5768628294141135e-05,2.5710581912418794e-05,-1.7286358455194321e-06,-0.06713337515622379,0.00046999999922547886
dyn_200k_k5,200000,0.5,5,nmax/x_factor,66666.66666666667,3.0,,0.02,1e-05,46875,30.425,30.42485999999925,0.00013255898554602184,2.1146619913215684e-05,0.00013086139658140754,1.4105857253693745,-0.00014000000075142793
dyn_200k_k5,200000,0.5,5,nmax/x_factor,66666.66666666667,3.0,,0.02,1e-05,46875,32.935,32.93514000000639,0.00011922668923156093,-4.087579751142733e-05,0.00011200077054611721,1.920735854969956,0.00014000000638958454
dyn_200k_k5,200000,0.5,5,nmax/x_factor,66666.66666666667,3.0,,0.02,1e-05,46875,37.586,37.586290000006436,9.904121677664013e-05,1.4184542344352308e-05,9.802020903404918e-05,1.4270835664067183,0.0002900000064371966
dyn_200k_k5,200000,0.5,5,nmax/x_factor,66666.66666666667,3.0,,0.02,1e-05,46875,40.919,40.9188700000063,7.910353657978073e-05,7.394547616539522e-05,-2.8096904706776403e-05,-0.3631189294511478,-0.00012999999369611714
dyn_200k_k5,200000,0.5,5,nmax/x_factor,66666.66666666667,3.0,,0.02,1e-05,46875,43.327,43.327230000006416,5.918071395159166e-05,5.915860747201834e-05,-1.6174256680823647e-06,-0.027333686640160604,0.00023000000641815177
dyn_200k_k5,200000,0.5,5,nmax/x_factor,66666.66666666667,3.0,,0.02,1e-05,46875,48.005,48.005340000006456,6.0295959905520485e-06,3.929760203594583e-06,-4.573074737146289e-06,-0.8609131224955147,0.00034000000645306727
dyn_200k_k5,200000,0.5,5,nmax/x_factor,66666.66666666667,3.0,,0.02,1e-05,46875,49.774,49.7738500000063,8.744815997798234e-05,-7.142674704769679e-05,-5.045196219889897e-05,-2.5266206400012647,-0.00014999999370246542
