profile_name,nmax,sigma,bg_kmax,x_mode,x_cut,x_factor,x_fixed,refine_window,refine_dt,centers_count,target_t,refined_t,abs_min,re_c,im_c,arg_c,drift_from_target
xfactor4_200k_k5,200000,0.5,5,nmax/x_factor,50000.0,4.0,,0.02,1e-05,46875,14.134,14.135589999999183,5.2751582473908445e-06,-4.0955986530628e-06,3.324660314685671e-06,2.459719476918442,0.0015899999991830782
xfactor4_200k_k5,200000,0.5,5,nmax/x_factor,50000.0,4.0,,0.02,1e-05,46875,21.022,21.02203999999924,1.2081070168071472e-06,-1.0084257838619992e-06,-6.652818970188329e-07,-2.5584124742604204,3.999999924175768e-05
xfactor4_200k_k5,200000,0.5,5,nmax/x_factor,50000.0,4.0,,0.02,1e-05,46875,25.01,25.010859999999212,1.058085655804243e-06,1.3801222454749195e-07,-1.0490461767215722e-06,-1.4399878278526443,0.0008599999992107143
xfactor4_200k_k5,200000,0.5,5,nmax/x_factor,50000.0,4.0,,0.02,1e-05,46875,30.425,30.42487999999925,1.6633431298808652e-06,-1.5548117509073523e-06,5.909913594649981e-07,2.778354098642217,-0.00012000000075218509
xfactor4_200k_k5,200000,0.5,5,nmax/x_factor,50000.0,4.0,,0.02,1e-05,46875,32.935,32.93506000000637,6.830132044692186e-07,-5.399553856895414e-07,-4.1827648624345243e-07,-2.4825012328252347,6.000000636419145e-05
xfactor4_200k_k5,200000,0.5,5,nmax/x_factor,50000.0,4.0,,0.02,1e-05,46875,37.586,37.5861800000064,6.671497992106146e-07,4.300935902047366e-07,-5.10008194298448e-07,-0.8702006241656112,0.0001800000064022811
xfactor4_200k_k5,200000,0.5,5,nmax/x_factor,50000.0,4.0,,0.02,1e-05,46875,40.919,40.91872000000625,6.041538189350904e-07,6.985480859110801e-08,6.001017769100119e-07,1.4549129243123033,-0.0002799999937437292
xfactor4_200k_k5,200000,0.5,5,nmax/x_factor,50000.0,4.0,,0.02,1e-05,46875,43.327,43.327070000006366,1.5918887190481085e-06,4.767823611068246e-07,1.5188114675528459e-06,1.2666200753952246,7.000000636736559e-05
xfactor4_200k_k5,200000,0.5,5,nmax/x_factor,50000.0,4.0,,0.02,1e-05,46875,48.005,48.005150000006395,2.3494358547609813e-07,-6.912024916468485e-08,2.2454594075996233e-07,1.8694140087518596,0.00015000000639275868
xfactor4_200k_k5,200000,0.5,5,nmax/x_factor,50000.0,4.0,,0.02,1e-05,46875,49.774,49.77383000000629,1.4359456044505323e-06,4.838694605990716e-07,-1.3519652821135488e-06,-1.2271003421101796,-0.0001699999937088137
