profile,schedule,sigma,t,N,K,M,q_abs,Q,U,slack,U_over_Q,V_exact,H_up,Cut_exact,horizontal_share,vertical_share,cutoff_share,dominant_u_component,actual_residual_norm,vertical_residual_norm,horizontal_actual_norm,quartet_norm,cos_residual_against_minus_quartet,cos_horizontal_against_minus_quartet,channel_mode,variable_tail_terms,variable_tail_bound,status
half,constant,0.15,5.0,9,6,9,0.450625231305415121728003,0.118969623105610230280545,23.0100938352563323411409,-22.8911242121507221108604,193.411504841282877528714,0.38238002800150952708632,5.98813984314290607879313,0.200582884056382730459133,0.260239696805052087179083,0.0166179256259973359341888,0.00871716932110234647545637,horizontal,0.75564174800047684095602,0.38238002800150952708632,0.206129311118409780007213,0.140102742436528766640013,0.906365488052532311801594,0.751180937764940413058093,zeta_diagnostic,0,0.0,fail
half,constant,0.15,5.0,9,6,25,0.450625231305415121728003,0.118969623105610230280545,24.0431370980490574489206,-23.9241674749434472186401,202.094757219712998505979,0.678516084378670445134748,5.98813984314290607879313,0.451678267624950719561878,0.24905817484311580412644,0.0282207800758964838165593,0.0187861619630992929914773,horizontal,1.17875412289462506978752,0.678516084378670445134748,0.206129311118409780007213,0.140102742436528766640013,0.872268953814921624542587,0.751180937764940413058093,zeta_diagnostic,0,0.0,fail
half,constant,0.15,5.0,9,6,50,0.450625231305415121728003,0.118969623105610230280545,24.015224892565071713507,-23.8962552694594614832264,201.860140981085362773918,0.546017032656134990458574,5.98813984314290607879313,0.773630086674652514121409,0.249347647999614942605679,0.0227362864640579589083926,0.0322141512367915579411124,horizontal,1.29769140414621191051927,0.546017032656134990458574,0.206129311118409780007213,0.140102742436528766640013,-0.671804481591709645609103,0.751180937764940413058093,zeta_diagnostic,0,0.0,fail
half,constant,0.15,5.0,9,10,9,0.450625231305415121728003,0.118969623105610230280545,23.0271057386674236757879,-22.9081361155618134455074,193.554498514516504064524,0.38673533463782658106922,5.98813984314290607879313,0.206094591141155755808983,0.260047437619897737844732,0.0167947869361808435639972,0.00895008662747741520330582,horizontal,0.765977965594376960083891,0.38673533463782658106922,0.206129311118409780007213,0.140102742436528766640013,0.904163321175161723416251,0.751180937764940413058093,zeta_diagnostic,0,0.0,fail
half,constant,0.15,5.0,9,10,25,0.450625231305415121728003,0.118969623105610230280545,24.0284928159944386835914,-23.9095231928888284533109,201.971664604368500643051,0.674402831254151805160391,5.98813984314290607879313,0.447895039090046296197939,0.249209964561611312602697,0.0280667970487620072749283,0.0186401636806744425166477,horizontal,1.17015767230241147051145,0.674402831254151805160391,0.206129311118409780007213,0.140102742436528766640013,0.871108502454237159045919,0.751180937764940413058093,zeta_diagnostic,0,0.0,fail
half,constant,0.15,5.0,9,10,50,0.450625231305415121728003,0.118969623105610230280545,24.0329321250638220510282,-23.9139625019582118207477,202.008979247833770423284,0.551604892712414707204463,5.98813984314290607879313,0.77658256295133583543421,0.249163931058495590274161,0.0229520430483448494631751,0.0323132674327924327889819,horizontal,1.31204896338087692229324,0.551604892712414707204463,0.206129311118409780007213,0.140102742436528766640013,-0.649402826570909538734191,0.751180937764940413058093,zeta_diagnostic,0,0.0,fail
half,constant,0.15,5.0,25,6,9,0.450625231305415121728003,0.118969623105610230280545,48.5855384856096479242783,-48.4665688625040376939977,408.386083920597945897953,0.38238002800150952708632,13.0133918376674115666605,0.200582884056382730459133,0.26784496463946354962252,0.00787024369637819502193912,0.00412844830598702852925471,horizontal,0.858530608841572506164127,0.38238002800150952708632,0.447959059921424113829231,0.140102742436528766640013,0.988101437695021227151297,0.710484874365112890858076,zeta_diagnostic,0,0.0,fail
half,constant,0.15,5.0,25,6,25,0.450625231305415121728003,0.118969623105610230280545,49.618581748402373032058,-49.4996121252967628017774,417.069336299028066875218,0.678516084378670445134748,13.0133918376674115666605,0.451678267624950719561878,0.262268516735394574671395,0.0136746368088305428777667,0.00910300640826949730559518,horizontal,1.57359682154255850900123,0.678516084378670445134748,0.447959059921424113829231,0.140102742436528766640013,0.757257727297914013863328,0.710484874365112890858076,zeta_diagnostic,0,0.0,fail
half,constant,0.15,5.0,25,6,50,0.450625231305415121728003,0.118969623105610230280545,49.5906695429183872966443,-49.4716999198127770663637,416.834720060400431143157,0.546017032656134990458574,13.0133918376674115666605,0.773630086674652514121409,0.262416135083736553470974,0.011010479142322992479598,0.0156003154183089247272335,horizontal,0.872823151020548864885791,0.546017032656134990458574,0.447959059921424113829231,0.140102742436528766640013,-0.811581559240249471605388,0.710484874365112890858076,zeta_diagnostic,0,0.0,fail
half,constant,0.15,5.0,25,10,9,0.450625231305415121728003,0.118969623105610230280545,48.6025503890207392589252,-48.4835807659151290286447,408.529077593831572433763,0.38673533463782658106922,13.0133918376674115666605,0.206094591141155755808983,0.267751213331535827213844,0.00795709960778497855136827,0.00424040692291967231958215,horizontal,0.864943637213079480393186,0.38673533463782658106922,0.447959059921424113829231,0.140102742436528766640013,0.989656287037520638099493,0.710484874365112890858076,zeta_diagnostic,0,0.0,fail
half,constant,0.15,5.0,25,10,25,0.450625231305415121728003,0.118969623105610230280545,49.6039374663477542667288,-49.4849678432421440364482,416.94624368368356901229,0.674402831254151805160391,13.0133918376674115666605,0.447895039090046296197939,0.262345944744728012092533,0.013595751984641932747298,0.0090294251216227891025982,horizontal,1.56572845695882188501057,0.674402831254151805160391,0.447959059921424113829231,0.140102742436528766640013,0.755406864760084478933755,0.710484874365112890858076,zeta_diagnostic,0,0.0,fail
half,constant,0.15,5.0,25,10,50,0.450625231305415121728003,0.118969623105610230280545,49.6083767754171376341655,-49.489407152311527403885,416.983558327148838792523,0.551604892712414707204463,13.0133918376674115666605,0.77658256295133583543421,0.262322468170658804888891,0.0111191885033770382868635,0.0156542627158920148586196,horizontal,0.879088169060150722057047,0.551604892712414707204463,0.447959059921424113829231,0.140102742436528766640013,-0.783335053835352225281343,0.710484874365112890858076,zeta_diagnostic,0,0.0,fail
half,constant,0.15,5.0,50,6,9,0.450625231305415121728003,0.118969623105610230280545,83.4312852239972940297355,-83.3123156008916837994549,701.282252108462291192614,0.38238002800150952708632,22.5850788648633108315762,0.200582884056382730459133,0.270702756217006917160338,0.00458317317029087037160558,0.00240416869424767278313706,horizontal,0.660777375262301179338356,0.38238002800150952708632,0.777444560400545915761067,0.140102742436528766640013,-0.133087553937064278167721,-0.794897113621546321182697,zeta_diagnostic,0,0.0,fail
half,constant,0.15,5.0,50,6,25,0.450625231305415121728003,0.118969623105610230280545,84.4643284867900191375152,-84.3453588636844089072346,709.965504486892412169879,0.678516084378670445134748,22.5850788648633108315762,0.451678267624950719561878,0.267391918807423573630913,0.00803316733270173848436948,0.00534756240553776398755098,horizontal,0.350988464451823363428715,0.678516084378670445134748,0.777444560400545915761067,0.140102742436528766640013,0.727550347534105346667846,-0.794897113621546321182697,zeta_diagnostic,0,0.0,fail
half,constant,0.15,5.0,50,6,50,0.450625231305415121728003,0.118969623105610230280545,84.4364162813060334021015,-84.317446658200423171821,709.730888248264776437818,0.546017032656134990458574,22.5850788648633108315762,0.773630086674652514121409,0.26748031074198466220531,0.00646660595870198610326763,0.00916227998233899311133895,horizontal,2.09444259177024779348852,0.546017032656134990458574,0.777444560400545915761067,0.140102742436528766640013,-0.785232191983043183663757,-0.794897113621546321182697,zeta_diagnostic,0,0.0,fail
half,constant,0.15,5.0,50,10,9,0.450625231305415121728003,0.118969623105610230280545,83.4482971274083853643825,-83.3293275043027751341019,701.425245781695917728424,0.38673533463782658106922,22.5850788648633108315762,0.206094591141155755808983,0.270647570319865735478448,0.00463443051506924427781701,0.00246972794215910369518017,horizontal,0.667701866433534291450968,0.38673533463782658106922,0.777444560400545915761067,0.140102742436528766640013,-0.120202846518653293362784,-0.794897113621546321182697,zeta_diagnostic,0,0.0,fail
half,constant,0.15,5.0,50,10,25,0.450625231305415121728003,0.118969623105610230280545,84.449684204735400372186,-84.3307145816297901419054,709.842411871547914306951,0.674402831254151805160391,22.5850788648633108315762,0.447895039090046296197939,0.267438286804119078857458,0.0079858537969089953105862,0.0053036911068156628507175,horizontal,0.343351221557013885832585,0.674402831254151805160391,0.777444560400545915761067,0.140102742436528766640013,0.717939636698869352637196,-0.794897113621546321182697,zeta_diagnostic,0,0.0,fail
half,constant,0.15,5.0,50,10,50,0.450625231305415121728003,0.118969623105610230280545,84.4541235138047837396228,-84.3351538906991735093422,709.879726515013184087184,0.551604892712414707204463,22.5850788648633108315762,0.77658256295133583543421,0.267424228980028159119686,0.00653141456878952679638552,0.00919531848346512591955345,horizontal,2.10193772856526560260482,0.551604892712414707204463,0.777444560400545915761067,0.140102742436528766640013,-0.773037721159328140798961,-0.794897113621546321182697,zeta_diagnostic,0,0.0,fail
half,constant,0.15,15.0,9,6,9,0.450625231305415121728003,0.118969623105610230280545,12.1299270028114529816441,-12.0109573797058427513636,101.958186351852400524445,0.563378785199183521836829,2.89403482958994240112624,0.106584257261875570857471,0.238586335179030190182316,0.0464453566017837193525748,0.00878688365042688720378273,horizontal,0.778126651182166025160089,0.563378785199183521836829,0.109249101529100408022699,0.160004589450667788778357,-0.0272095548665044992234106,0.0255881120624610667404436,zeta_diagnostic,0,0.0,fail
half,constant,0.15,15.0,9,6,25,0.450625231305415121728003,0.118969623105610230280545,11.8880398834674468079547,-11.7690702603618365776742,99.925002476593073558094,0.442654597544253427146263,2.89403482958994240112624,0.183469609134961717743526,0.243440874858995183373385,0.0372352887341712083894597,0.0154331253035339057655501,horizontal,0.589166500098344911795604,0.442654597544253427146263,0.109249101529100408022699,0.160004589450667788778357,0.544646036252431534126898,0.0255881120624610667404436,zeta_diagnostic,0,0.0,fail
half,constant,0.15,15.0,9,6,50,0.450625231305415121728003,0.118969623105610230280545,12.5941563277953866877401,-12.4751867046897764574595,105.860269193384426213289,0.672045333168124694951966,2.89403482958994240112624,0.283879333959935894553111,0.229791877618891255542645,0.0533616794707332780803819,0.0225405598097438506843962,horizontal,1.01533781114645965419486,0.672045333168124694951966,0.109249101529100408022699,0.160004589450667788778357,-0.507165925828531719254537,0.0255881120624610667404436,zeta_diagnostic,0,0.0,fail
half,constant,0.15,15.0,9,10,9,0.450625231305415121728003,0.118969623105610230280545,12.1425159554580037888677,-12.0235463323523935585871,102.064002881466649189951,0.56703850760035515834549,2.89403482958994240112624,0.109509705216851081317862,0.238338976881400543869388,0.0466986009884939881191154,0.00901869971746893065347436,horizontal,0.785096974865480979371391,0.56703850760035515834549,0.109249101529100408022699,0.160004589450667788778357,-0.0428847805355923149600975,0.0255881120624610667404436,zeta_diagnostic,0,0.0,fail
half,constant,0.15,15.0,9,10,25,0.450625231305415121728003,0.118969623105610230280545,11.872450359192642712765,-11.7534807360870324824845,99.7939646211485357780529,0.440335987696327783062903,2.89403482958994240112624,0.174002379036401439184715,0.243760533169897729850036,0.0370888885086289606921372,0.0146559786541178724585273,horizontal,0.580004452901042749520799,0.440335987696327783062903,0.109249101529100408022699,0.160004589450667788778357,0.520356484474766533456647,0.0255881120624610667404436,zeta_diagnostic,0,0.0,fail
half,constant,0.15,15.0,9,10,50,0.450625231305415121728003,0.118969623105610230280545,12.6254766098359541863849,-12.5065069867303439561044,106.123532043370630241467,0.680899295329062317676013,2.89403482958994240112624,0.291820710307038968005102,0.229221828135606936300924,0.0539305815036403131713148,0.0231136391381608732585602,horizontal,1.03311767084979286769729,0.680899295329062317676013,0.109249101529100408022699,0.160004589450667788778357,-0.506999522073949646309222,0.0255881120624610667404436,zeta_diagnostic,0,0.0,fail
half,constant,0.15,15.0,25,6,9,0.450625231305415121728003,0.118969623105610230280545,18.4054510273457369823243,-18.2864814042401267520438,154.707147479210550335178,0.563378785199183521836829,4.6178421092978587369232,0.106584257261875570857471,0.250895351732317802935853,0.0306093441753830670498301,0.00579090711243744845326995,horizontal,0.650069326741067237345975,0.563378785199183521836829,0.174322401474179624101539,0.160004589450667788778357,0.225723691898715099928542,0.979243086600494114135425,zeta_diagnostic,0,0.0,fail
half,constant,0.15,15.0,25,6,25,0.450625231305415121728003,0.118969623105610230280545,18.1635639080017308086349,-18.0445942848961205783544,152.673963603951223368826,0.442654597544253427146263,4.6178421092978587369232,0.183469609134961717743526,0.254236565725051688577456,0.0243704704531717744500676,0.0101009697251174631591416,horizontal,0.600931409387347903505582,0.442654597544253427146263,0.174322401474179624101539,0.160004589450667788778357,0.813396869536486767764073,0.979243086600494114135425,zeta_diagnostic,0,0.0,fail
half,constant,0.15,15.0,25,6,50,0.450625231305415121728003,0.118969623105610230280545,18.8696803523296706884203,-18.7507107292240604581397,158.609230320742576024021,0.672045333168124694951966,4.6178421092978587369232,0.283879333959935894553111,0.244722858208233244786738,0.0356150883650317514531959,0.0150442047061431992841689,horizontal,0.808761146178567057575322,0.672045333168124694951966,0.174322401474179624101539,0.160004589450667788778357,-0.429096049467799621235184,0.979243086600494114135425,zeta_diagnostic,0,0.0,fail
half,constant,0.15,15.0,25,10,9,0.450625231305415121728003,0.118969623105610230280545,18.4180399799922877895479,-18.2990703568866775592673,154.812964008824799000684,0.56703850760035515834549,4.6178421092978587369232,0.109509705216851081317862,0.250723861730904570015503,0.0307871254604906441915682,0.00594578496603398818677246,horizontal,0.653758593425006577912926,0.56703850760035515834549,0.174322401474179624101539,0.160004589450667788778357,0.205335452741045450127588,0.979243086600494114135425,zeta_diagnostic,0,0.0,fail
half,constant,0.15,15.0,25,10,25,0.450625231305415121728003,0.118969623105610230280545,18.1479743837269267134452,-18.0290047606213164831647,152.542925748506685588785,0.440335987696327783062903,4.6178421092978587369232,0.174002379036401439184715,0.25445496073868293318461,0.0242636438858527284574664,0.00958797799452633720706132,horizontal,0.586223985959121765283266,0.440335987696327783062903,0.174322401474179624101539,0.160004589450667788778357,0.801259616754383980118043,0.979243086600494114135425,zeta_diagnostic,0,0.0,fail
half,constant,0.15,15.0,25,10,50,0.450625231305415121728003,0.118969623105610230280545,18.9010006343702381870651,-18.7820310112646279567846,158.8724931707287800522,0.680899295329062317676013,4.6178421092978587369232,0.291820710307038968005102,0.244317335289678459128132,0.0360245104743762249337889,0.0154394318032232653045559,horizontal,0.826490305596571546694753,0.680899295329062317676013,0.174322401474179624101539,0.160004589450667788778357,-0.430593843299324117822934,0.979243086600494114135425,zeta_diagnostic,0,0.0,fail
half,constant,0.15,15.0,50,6,9,0.450625231305415121728003,0.118969623105610230280545,29.7236861274137880074177,-29.6047165043081777771372,249.842651859356131696316,0.563378785199183521836829,7.72681850436326736960193,0.106584257261875570857471,0.259954921850588317527181,0.0189538667170753844602764,0.00358583578110032015595045,horizontal,0.872479310223775223919768,0.563378785199183521836829,0.291685494123691045651395,0.160004589450667788778357,-0.30534298942341647615816,-0.831160574032250016005844,zeta_diagnostic,0,0.0,fail
half,constant,0.15,15.0,50,6,25,0.450625231305415121728003,0.118969623105610230280545,29.4817990080697818337283,-29.3628293849641716034478,247.809467984096804729965,0.442654597544253427146263,7.72681850436326736960193,0.183469609134961717743526,0.262087754626109362202677,0.0150145042852740992238134,0.00622314835959441512245147,horizontal,0.552293369561558529934581,0.442654597544253427146263,0.291685494123691045651395,0.160004589450667788778357,0.13698197761447435663748,-0.831160574032250016005844,zeta_diagnostic,0,0.0,fail
half,constant,0.15,15.0,50,6,50,0.450625231305415121728003,0.118969623105610230280545,30.1879154523977217135137,-30.0689458292921114832331,253.744734700888157385159,0.672045333168124694951966,7.72681850436326736960193,0.283879333959935894553111,0.255957338841345963175104,0.0222620649056689490144969,0.00940374085807863692388341,horizontal,1.1996372160448552897519,0.672045333168124694951966,0.291685494123691045651395,0.160004589450667788778357,-0.633672990331572761058009,-0.831160574032250016005844,zeta_diagnostic,0,0.0,fail
half,constant,0.15,15.0,50,10,9,0.450625231305415121728003,0.118969623105610230280545,29.7362750800603388146413,-29.6173054569547285843607,249.948468388970380361822,0.56703850760035515834549,7.72681850436326736960193,0.109509705216851081317862,0.259844869055051418303349,0.019068915191081981429073,0.00368269747713905233746609,horizontal,0.882574518192087423946239,0.56703850760035515834549,0.291685494123691045651395,0.160004589450667788778357,-0.316009205684929529820951,-0.831160574032250016005844,zeta_diagnostic,0,0.0,fail
half,constant,0.15,15.0,50,10,25,0.450625231305415121728003,0.118969623105610230280545,29.4662094837949777385386,-29.3472398606893675082581,247.678430128652266949923,0.440335987696327783062903,7.72681850436326736960193,0.174002379036401439184715,0.262226415943070393139729,0.0149437608504918747799943,0.00590514973200385757282761,horizontal,0.551178910786339176025128,0.440335987696327783062903,0.291685494123691045651395,0.160004589450667788778357,0.102645649168988100613951,-0.831160574032250016005844,zeta_diagnostic,0,0.0,fail
half,constant,0.15,15.0,50,10,50,0.450625231305415121728003,0.118969623105610230280545,30.2192357344382892121585,-30.100266111332678981878,254.007997550874361413338,0.680899295329062317676013,7.72681850436326736960193,0.291820710307038968005102,0.255692055625274149760426,0.02253198265213237615333,0.00965678658691145384146669,horizontal,1.21717840630317032320876,0.680899295329062317676013,0.291685494123691045651395,0.160004589450667788778357,-0.631808059007603604248921,-0.831160574032250016005844,zeta_diagnostic,0,0.0,fail
half,constant,0.15,30.0,9,6,9,0.450625231305415121728003,0.118969623105610230280545,24.3127679595815575150789,-24.1937983364759472847983,204.361141314190180467263,0.843509426132008667599692,6.00236636917720762940667,0.233852165580971912815836,0.246881242775638008026879,0.0346940927307943652983413,0.00961849206021035453236417,horizontal,1.31644567571259707992143,0.843509426132008667599692,0.23941108365981276066742,0.163674515725160716086614,-0.589547419500632634733005,-0.564869798817810294575502,zeta_diagnostic,0,0.0,fail
