scope,pass_column,N,K,M,component_id,size,sigma_min,sigma_max,t_min,t_max,sigma_count,t_count,best_slack,best_sigma,best_t,best_N,best_K,best_M,mean_slack,touches_sigma_boundary,touches_t_boundary,likely_grid_accident
per_parameter,phase_pass_Q,25,2,100,1,15,0.84,0.92,32.5,33.0,5,3,0.03733623365395584,0.88,32.75,25,2,100,0.017935994718258717,yes,no,no
per_parameter,phase_pass_Q,25,2,25,1,15,0.84,0.92,32.5,33.0,5,3,0.0383662527103479,0.88,32.75,25,2,25,0.019380745773100908,yes,no,no
per_parameter,phase_pass_Q,25,2,50,1,15,0.84,0.92,32.5,33.0,5,3,0.02599213298724071,0.86,32.75,25,2,50,0.014759098088011157,yes,no,no
per_parameter,phase_pass_Q,25,3,100,1,16,0.84,0.92,32.5,33.25,5,4,0.03974539433251534,0.86,33.0,25,3,100,0.021307683752992565,yes,no,no
per_parameter,phase_pass_Q,25,3,25,1,15,0.84,0.92,32.75,33.25,5,3,0.04042505937066286,0.84,33.0,25,3,25,0.022448808228007277,yes,no,no
per_parameter,phase_pass_Q,25,3,50,1,20,0.84,0.92,32.5,33.25,5,4,0.040952221834183566,0.84,33.0,25,3,50,0.02041119180697056,yes,no,no
per_parameter,phase_pass_Q,25,4,100,1,16,0.84,0.92,32.5,33.25,5,4,0.03853929836527054,0.84,33.0,25,4,100,0.02613109131305831,yes,no,no
per_parameter,phase_pass_Q,25,4,25,1,19,0.84,0.92,32.5,33.25,5,4,0.040412717690582585,0.84,33.0,25,4,25,0.022502616520159335,yes,no,no
per_parameter,phase_pass_Q,25,4,50,1,15,0.84,0.92,32.5,33.0,5,3,0.043285522435058774,0.84,32.75,25,4,50,0.028625199876406292,yes,no,no
per_parameter,phase_pass_Q,25,5,100,1,17,0.84,0.92,32.5,33.25,5,4,0.0374646649091811,0.86,33.0,25,5,100,0.02400712553858149,yes,no,no
per_parameter,phase_pass_Q,25,5,25,1,18,0.84,0.92,32.5,33.25,5,4,0.039179011986516916,0.84,33.0,25,5,25,0.0228588392639191,yes,no,no
per_parameter,phase_pass_Q,25,5,50,1,17,0.84,0.92,32.5,33.25,5,4,0.04340983180269783,0.84,32.75,25,5,50,0.025962040155855376,yes,no,no
per_parameter,phase_pass_Q,50,2,100,1,12,0.84,0.92,32.25,33.0,5,4,0.0331094561042162,0.84,32.75,50,2,100,0.022048838440071095,yes,no,no
per_parameter,phase_pass_Q,50,2,25,1,17,0.84,0.92,32.25,33.0,5,4,0.03444141492425252,0.84,32.75,50,2,25,0.016598732623850476,yes,no,no
per_parameter,phase_pass_Q,50,2,50,1,12,0.84,0.92,32.25,32.75,5,3,0.021560359574367232,0.88,32.5,50,2,50,0.016867995038130745,yes,no,no
per_parameter,phase_pass_Q,50,3,100,1,19,0.84,0.92,32.5,33.25,5,4,0.03383474100469014,0.84,33.0,50,3,100,0.018277087672138804,yes,no,no
per_parameter,phase_pass_Q,50,3,25,1,19,0.84,0.92,32.5,33.25,5,4,0.03431551197158649,0.84,33.0,50,3,25,0.017784804892167858,yes,no,no
per_parameter,phase_pass_Q,50,3,50,1,17,0.84,0.92,32.5,33.25,5,4,0.04617258360015623,0.84,32.75,50,3,50,0.024781377257762704,yes,no,no
per_parameter,phase_pass_Q,50,4,100,1,15,0.84,0.92,32.5,33.0,5,3,0.04539398862181923,0.84,32.75,50,4,100,0.029632016742703084,yes,no,no
per_parameter,phase_pass_Q,50,4,25,1,17,0.84,0.92,32.5,33.25,5,4,0.0445926538997396,0.84,32.75,50,4,25,0.026245937867078906,yes,no,no
per_parameter,phase_pass_Q,50,4,50,1,17,0.84,0.92,32.25,33.0,5,4,0.05020693366111889,0.84,32.75,50,4,50,0.026435368989868258,yes,no,no
per_parameter,phase_pass_Q,50,5,100,1,15,0.84,0.92,32.5,33.0,5,3,0.04366271534650549,0.84,32.75,50,5,100,0.029048553262987345,yes,no,no
per_parameter,phase_pass_Q,50,5,25,1,16,0.84,0.92,32.5,33.25,5,4,0.04311707302110702,0.84,32.75,50,5,25,0.027137112190216486,yes,no,no
per_parameter,phase_pass_Q,50,5,50,1,15,0.84,0.92,32.5,33.0,5,3,0.05106749503051643,0.84,32.75,50,5,50,0.03065869794967048,yes,no,no
aggregate_any_parameter,phase_pass_Q,*,*,*,1,22,0.84,0.92,32.25,33.25,5,5,0.05106749503051643,0.84,32.75,50,5,50,0.022952394432600616,yes,no,no
