box_id,N,K,M,sigma_box,t_box,point_count,sampled_min_P4,guarded_Lsector,sector_min_at_sigma,sector_min_at_t,theta_width,Q_worst_min,Q_sector_min,Q_phase_min,sector_gain_min_pct,phase_gain_min_pct,anchor_min,anchor_median,anchor_max,anchor_rel_range,cut_min,cut_median,cut_max,cut_rel_range,vSplit_max,anchor_cut_cancellation_median,raw_cancellation_median,cos_anchor_min,cos_anchor_max,cos_cut_min,cos_cut_max,H_max,resolvent_seed_tax_max,current_pass_Qworst,current_pass_Qsector,current_pass_Qphase,direct_pass_Qworst,direct_pass_Qsector,phase_pass_Qsector,worst_slack_current_Qsector,best_slack_current_Qsector,dominant_issue
early_vexact_fail,50,2,25,"[0.84,0.92]","[32.0,32.25]",25,0.7806064815746763486572,0.779045268611526995959886,0.84,32.0,0.173286795139986327354308,0.0545023306803492491434609,0.0539382642853689500976606,0.0547401595030892656752835,-1.03493995199671803628379,0.436364499960302491313744,0.0528385810347222745679842,0.064518589799419987518697,0.0769677354891982448073462,0.456657881077839124955746,0.0252029330493711759977343,0.0304865212033659929815202,0.0369846671424323259814937,0.467474720897816665378652,0.0414477271502310449831578,0.628667215489612965889239,0.921133777966230806577918,0.856414404240196427111455,0.971926115140255153317062,-0.907327634885947193754209,-0.727310972159081369944743,0.00677954311335029017883516,0.0373840277201928299846086,0,0,0,0,0,1,-0.0692528858466595263299743,-0.0325324772947523966827102,anchor_large
early_vexact_fail,50,2,50,"[0.84,0.92]","[32.0,32.25]",25,0.7806064815746763486572,0.779045268611526995959886,0.84,32.0,0.173286795139986327354308,0.0545023306803492491434609,0.0539382642853689500976606,0.0547401595030892656752835,-1.03493995199671803628379,0.436364499960302491313744,0.0528385810347222745679842,0.064518589799419987518697,0.0769677354891982448073462,0.456657881077839124955746,0.0282071771128796359228525,0.031555955354191009375678,0.0349704506186814106372286,0.239771370199026642814575,0.0420334792637614993646069,0.65501027227226855711235,0.926655784725984079523211,0.856414404240196427111455,0.971926115140255153317062,-0.971514813164282634646328,-0.880291082693628186396335,0.00677954311335029017883516,0.0378380814771171582483875,0,0,0,0,0,2,-0.0682784751933633936309372,-0.0283580173124362014102441,anchor_large
early_vexact_fail,50,2,100,"[0.84,0.92]","[32.0,32.25]",25,0.7806064815746763486572,0.779045268611526995959886,0.84,32.0,0.173286795139986327354308,0.0545023306803492491434609,0.0539382642853689500976606,0.0547401595030892656752835,-1.03493995199671803628379,0.436364499960302491313744,0.0528385810347222745679842,0.064518589799419987518697,0.0769677354891982448073462,0.456657881077839124955746,0.027057421435031212174051,0.0332950843367863157588998,0.0413154619932135708155076,0.526954890820545451347708,0.036928454280101968871629,0.666521931561133900682564,0.92784322620359337744824,0.856414404240196427111455,0.971926115140255153317062,-0.920843357137132689451482,-0.702818753828281777629232,0.00677954311335029017883516,0.0338808515850176697561265,0,0,0,0,0,1,-0.0655612316921365348239773,-0.0319434205870867586484801,anchor_large
early_vexact_fail,50,3,25,"[0.84,0.92]","[32.0,32.25]",25,0.7806064815746763486572,0.779045268611526995959886,0.84,32.0,0.173286795139986327354308,0.0545023306803492491434609,0.0539382642853689500976606,0.0547401595030892656752835,-1.03493995199671803628379,0.436364499960302491313744,0.0528385810347222745679842,0.064518589799419987518697,0.0769677354891982448073462,0.456657881077839124955746,0.00893600810152788541878909,0.0101462090682912518043076,0.0115371383171939135416888,0.291084138030412585767716,0.0884335341999699404970416,0.00033159841161034548577125,0.818093451302250112222935,0.856414404240196427111455,0.971926115140255153317062,0.783558366304448499376422,0.981357377659366242618516,0.00677954311335029017883516,0.0738057182617265460607841,0,0,0,0,0,0,-0.127181483851035474984168,-0.072592538335305328313937,anchor_large
early_vexact_fail,50,3,50,"[0.84,0.92]","[32.0,32.25]",25,0.7806064815746763486572,0.779045268611526995959886,0.84,32.0,0.173286795139986327354308,0.0545023306803492491434609,0.0539382642853689500976606,0.0547401595030892656752835,-1.03493995199671803628379,0.436364499960302491313744,0.0528385810347222745679842,0.064518589799419987518697,0.0769677354891982448073462,0.456657881077839124955746,0.00879170345835919880224382,0.0111623381808134620887782,0.0138546141738728947153407,0.575873690405225536811958,0.089951397709574740171721,0.0195429590498595588280931,0.820029322548518117394937,0.856414404240196427111455,0.971926115140255153317062,0.295343941050583995167289,0.80757833925066896719293,0.00677954311335029017883516,0.0749823109075140257659802,0,0,0,0,0,0,-0.132224786624764986033756,-0.0690133087930421543295975,anchor_large
early_vexact_fail,50,3,100,"[0.84,0.92]","[32.0,32.25]",25,0.7806064815746763486572,0.779045268611526995959886,0.84,32.0,0.173286795139986327354308,0.0545023306803492491434609,0.0539382642853689500976606,0.0547401595030892656752835,-1.03493995199671803628379,0.436364499960302491313744,0.0528385810347222745679842,0.064518589799419987518697,0.0769677354891982448073462,0.456657881077839124955746,0.00677508671078050962671202,0.0079382852291443819838649,0.00943456101614804918636349,0.392537308952192054110352,0.0851868307289968236328641,0.0000869708509911271060114123,0.824403659538526362572306,0.856414404240196427111455,0.971926115140255153317062,0.814136562352463026334663,0.973370859324487959428769,0.00677954311335029017883516,0.0712889916899188711090231,0,0,0,0,0,0,-0.118141233723755203319055,-0.0688090743333111565617572,anchor_large
early_vexact_fail,50,4,25,"[0.84,0.92]","[32.0,32.25]",25,0.7806064815746763486572,0.779045268611526995959886,0.84,32.0,0.173286795139986327354308,0.0545023306803492491434609,0.0539382642853689500976606,0.0547401595030892656752835,-1.03493995199671803628379,0.436364499960302491313744,0.0528385810347222745679842,0.064518589799419987518697,0.0769677354891982448073462,0.456657881077839124955746,0.00333487388333082634315585,0.00430988052598462817133993,0.0054706225968573800596761,0.640428630360497220243985,0.0758799233234258778967907,0.0570507584095891641251783,0.845476710577241420064458,0.856414404240196427111455,0.971926115140255153317062,0.00968823104670835426245963,0.76678018899450963224672,0.00677954311335029017883516,0.0640746152067060087009036,0,0,0,0,0,0,-0.0988616249607925920380846,-0.0541649284990334368194651,anchor_large
early_vexact_fail,50,4,50,"[0.84,0.92]","[32.0,32.25]",25,0.7806064815746763486572,0.779045268611526995959886,0.84,32.0,0.173286795139986327354308,0.0545023306803492491434609,0.0539382642853689500976606,0.0547401595030892656752835,-1.03493995199671803628379,0.436364499960302491313744,0.0528385810347222745679842,0.064518589799419987518697,0.0769677354891982448073462,0.456657881077839124955746,0.00104389579239304027047767,0.00173433092304406512524948,0.00261789886695660968604919,1.50781628399450133570391,0.0769216625375268778992183,0.0388007315698867349493878,0.848774799606183527711248,0.856414404240196427111455,0.971926115140255153317062,-0.983697869637761180394286,-0.316436639464276935404526,0.00677954311335029017883516,0.0648821335971170127244509,0,0,0,0,0,1,-0.0968403118293518007108627,-0.0478979491583185774638032,anchor_large
early_vexact_fail,50,4,100,"[0.84,0.92]","[32.0,32.25]",25,0.7806064815746763486572,0.779045268611526995959886,0.84,32.0,0.173286795139986327354308,0.0545023306803492491434609,0.0539382642853689500976606,0.0547401595030892656752835,-1.03493995199671803628379,0.436364499960302491313744,0.0528385810347222745679842,0.064518589799419987518697,0.0769677354891982448073462,0.456657881077839124955746,0.00381376142195969441394915,0.00519130698470727474066224,0.0068359028951436055105177,0.792430658032874317182502,0.072270614817228039952921,0.102511352927606586712928,0.851557500317486240305574,0.856414404240196427111455,0.971926115140255153317062,-0.520959159941053708991928,0.460595424394878552994704,0.00677954311335029017883516,0.0612768103857203170338588,0,0,0,0,0,0,-0.0938197919318952878780117,-0.0523320434882848934564173,anchor_large
early_vexact_fail,50,5,25,"[0.84,0.92]","[32.0,32.25]",25,0.7806064815746763486572,0.779045268611526995959886,0.84,32.0,0.173286795139986327354308,0.0545023306803492491434609,0.0539382642853689500976606,0.0547401595030892656752835,-1.03493995199671803628379,0.436364499960302491313744,0.0528385810347222745679842,0.064518589799419987518697,0.0769677354891982448073462,0.456657881077839124955746,0.00281277844551392485735867,0.00337284559822070951711534,0.00405513500577765447730545,0.441683049102268601158583,0.0790368221524093999233229,0.0127476947166197964204335,0.839349279700996400182501,0.856414404240196427111455,0.971926115140255153317062,0.719438647616320808769811,0.999784609276730817479791,0.00677954311335029017883516,0.0665217284828162029334603,0,0,0,0,0,0,-0.102998426855448790331954,-0.0559476742041302907593242,anchor_large
