box_id,sigma_box,t_box,sigma,t,N,K,M,q_abs,P4_norm,Lsector_guarded,Q_worst,Q_sector,Q_phase,tau_norm,odd_norm,central_norm,factor_norm,anchor_norm,tau_factor_product,factorization_abs_error,cos_tau_minus_K4,cos_C_minus_K4,cos_anchor_minus_K4,cut_norm,H_up_qratio,anchorUpper_direct,anchorUpper_factored,cutUpper_observed,ledger_direct_anchor_Qworst,ledger_direct_anchor_Qsector,ledger_direct_anchor_Qphase,ledger_factored_anchor_Qworst,ledger_factored_anchor_Qsector,ledger_direct_balanced_Qsector,seed_tax_direct_upper,pass_direct_anchor_Qworst,pass_direct_anchor_Qsector,pass_direct_anchor_Qphase,pass_factored_anchor_Qsector,pass_direct_balanced_Qsector,diagnostic_issue,channel_mode
positive_pocket,"[0.84,0.92]","[32.75,33.0]",0.84,32.75,50,3,25,0.279321784518054991652748,0.820724783612405168937278,0.819083334045180358599403,0.0599557156356183783758925,0.0632464186553817022906435,0.0633744856328347060925239,0.063663607960574597197627,0.572642081128824031383406,0.0729129219094260118497596,0.200832988533501235076392,0.0127857526475473960284816,0.0127857526475473960284816,0.0,-0.999998359996958254219883,-0.991370486464110487789517,0.674204761223581861850553,0.00995124696010002302354841,0.00664638354030033231427107,0.0216104827485191226003528,0.0238667462045716619369158,0.00995124696010002302354841,-0.0244675693310923964749181,-0.0211768663113290725601671,-0.0210487993338760687582867,-0.0284728062439491349435205,-0.0251821032241858110287695,0.00844067490606186901465174,0.0296175412173909415748188,no,no,no,no,yes,resolvent_seed_factor,zeta_diagnostic
positive_pocket,"[0.84,0.92]","[32.75,33.0]",0.84,32.8125,50,3,25,0.279321784518054991652748,0.82536065531297858457275,0.819083334045180358599403,0.0599557156356183783758925,0.0632464186553817022906435,0.0637361793993730974085247,0.0640088455174466234891727,0.540694082176063802498593,0.0692184079564105156136491,0.0900119164361714925129853,0.00576155885389221569136884,0.00576155885389221569136884,4.84766949187402473682389e-93,-0.99999968945357512149386,-0.999287125318273855560097,0.895632310109011117141666,0.00973467916174136312242347,0.00663558945988876530297867,0.0216104827485191226003528,0.0238667462045716619369158,0.00995124696010002302354841,-0.0244376139913036154360737,-0.0211469109715402915213227,-0.0206571502275488964034415,-0.0284428509041603539046761,-0.0251521478843970299899251,0.00846226306688500303723654,0.0296091740384252945585592,no,no,no,no,yes,resolvent_seed_factor,zeta_diagnostic
positive_pocket,"[0.84,0.92]","[32.75,33.0]",0.84,32.875,50,3,25,0.279321784518054991652748,0.83013961677260521566391,0.819083334045180358599403,0.0599557156356183783758925,0.0632464186553817022906435,0.0641090371232528074647674,0.0643765204550715246294168,0.52152029792706863914854,0.0671473242544738597847551,0.0871774405130774687053589,0.00561218028241091269323636,0.00561218028241091269323636,4.79403658720481108700759e-94,-0.999999966698138399394055,-0.997225698240533636079314,0.460519597265573203210244,0.00952851473990652671559938,0.00662484070824223337103028,0.0216104827485191226003528,0.0238667462045716619369158,0.00995124696010002302354841,-0.0244077844462566798025883,-0.0211170814264933558878373,-0.0202544629586222507137134,-0.0284130213591134182711907,-0.0251223183393500943564397,0.00848376057017806690113332,0.0296008419966714227889706,no,no,no,no,yes,resolvent_seed_factor,zeta_diagnostic
positive_pocket,"[0.84,0.92]","[32.75,33.0]",0.84,32.9375,50,3,25,0.279321784518054991652748,0.835062298621674287430741,0.819083334045180358599403,0.0599557156356183783758925,0.0632464186553817022906435,0.0644931080066725822335041,0.0647669628700314164627604,0.517704450574807915587734,0.0670602898560571977376904,0.202516453501131680636161,0.0131163756244782394133627,0.0131163756244782394133627,5.49879340246907209529723e-93,-0.999999159341182279545984,-0.980546587414006282225347,0.0753889622063442543623443,0.00933928063414564077488218,0.00661413703194247113231384,0.0216104827485191226003528,0.0238667462045716619369158,0.00995124696010002302354841,-0.0243780799926744266408173,-0.0210873769729111027260663,-0.0198406876216202227832057,-0.0283833169055311651094197,-0.0250926138857678411946687,0.0085051679227775913785662,0.0295925448956886941046325,no,no,no,no,yes,resolvent_seed_factor,zeta_diagnostic
positive_pocket,"[0.84,0.92]","[32.75,33.0]",0.84,33.0,50,3,25,0.279321784518054991652748,0.840133617833433420855187,0.819083334045180358599403,0.0599557156356183783758925,0.0632464186553817022906435,0.064888775675126992792347,0.0651805167804920920799541,0.530429478980647687324391,0.0691473351111315680489924,0.331548195932483528232183,0.0216104827485191226003528,0.0216104827485191226003528,2.51686920828252582067898e-93,-0.999997361721550838124919,-0.949216398814016379542814,0.0210749389976558777666153,0.00917377449666769353803691,0.00660347817950372758280745,0.0216104827485191226003528,0.0238667462045716619369158,0.00995124696010002302354841,-0.0243484999326427367183824,-0.0210577969128794128036314,-0.0194154398931341223019278,-0.0283537368454994751869848,-0.0250630338257361512722338,0.00852648562765507847757897,0.0295842825405344912812103,no,no,no,no,yes,resolvent_seed_factor,zeta_diagnostic
positive_pocket,"[0.84,0.92]","[32.75,33.0]",0.86,32.75,50,3,25,0.275476278969152675823228,0.822654374715628430532946,0.819083334045180358599403,0.0585513079738606092458115,0.0615547367049741718532622,0.0618257329121007160619003,0.0620876597454239926214291,0.587508452187512900565346,0.072954049753958002313708,0.21167509814658320705143,0.0131424114703042869734945,0.0131424114703042869734945,5.75284390464577330440911e-93,-0.999998531240881753224261,-0.993778562428392600449441,0.792290072315710106148246,0.00943777811060501390559078,0.00594639794742596520929937,0.0216104827485191226003528,0.0238667462045716619369158,0.00995124696010002302354841,-0.0233769246220366165998316,-0.0203734958909230539923808,-0.0201024996837965097837427,-0.0273489277928996000380242,-0.0243454990617860374305734,0.00814896414140307278721383,0.0285224600323261267795946,no,no,no,no,yes,resolvent_seed_factor,zeta_diagnostic
positive_pocket,"[0.84,0.92]","[32.75,33.0]",0.86,32.8125,50,3,25,0.275476278969152675823228,0.827252978911839944460751,0.819083334045180358599403,0.0585513079738606092458115,0.0615547367049741718532622,0.0621747080177505670961271,0.0624214639937983324964702,0.558185776005832784125926,0.0696855466375969446726967,0.118768400976861138286473,0.00741369746517814024376368,0.00741369746517814024376368,1.05264741780901136957277e-93,-0.999999721873171029057419,-0.999730542596129438945249,0.977288694666756309441115,0.00924545188094557592962591,0.00593674059306324164468743,0.0216104827485191226003528,0.0238667462045716619369158,0.00995124696010002302354841,-0.0233502661315485946263926,-0.0203468374004350320189419,-0.019726866087658636776077,-0.0273222693024115780645852,-0.0243188405712980154571345,0.00816827885012851991643772,0.0285151162505635519353796,no,no,no,no,yes,resolvent_seed_factor,zeta_diagnostic
positive_pocket,"[0.84,0.92]","[32.75,33.0]",0.86,32.875,50,3,25,0.275476278969152675823228,0.831999658214157442238994,0.819083334045180358599403,0.0585513079738606092458115,0.0615547367049741718532622,0.0625349201256716768402858,0.0627769114910715502928375,0.54086331454083709874216,0.0679074568513954455626525,0.117333517699037519666521,0.00736583585552855559554439,0.00736583585552855559554439,3.83522926976384886960607e-93,-0.999999970174551176582908,-0.996704013175975483042527,0.666146415135685646495073,0.00906283369704519966875287,0.00592712379409570614176995,0.0216104827485191226003528,0.0238667462045716619369158,0.00995124696010002302354841,-0.0233237195915571840261728,-0.0203202908604436214187221,-0.0193401074397461164316986,-0.0272957227624201674643655,-0.0242922940313066048569147,0.00818751244806359092227269,0.0285078033085072123409948,no,no,no,no,yes,resolvent_seed_factor,zeta_diagnostic
positive_pocket,"[0.84,0.92]","[32.75,33.0]",0.86,32.9375,50,3,25,0.275476278969152675823228,0.83689508813434268386664,0.819083334045180358599403,0.0585513079738606092458115,0.0615547367049741718532622,0.06290642049854688764915,0.0631543113217424280477455,0.537770567491922638114479,0.0679250596781099607857749,0.214203693842667183456285,0.013527886767207004927228,0.013527886767207004927228,2.87642195232288665220455e-93,-0.999999247109161506287745,-0.981085740919862952372447,0.257693148078007735955425,0.00889584800521904312082676,0.00591754732378860358728199,0.0216104827485191226003528,0.0238667462045716619369158,0.00995124696010002302354841,-0.0232972843761760306832068,-0.020293855645062468075756,-0.0189421718514897522798682,-0.0272692875470390141213994,-0.0242658588159254515139486,0.0082066653886777960312486,0.0285005210337402641070046,no,no,no,no,yes,resolvent_seed_factor,zeta_diagnostic
positive_pocket,"[0.84,0.92]","[32.75,33.0]",0.86,33.0,50,3,25,0.275476278969152675823228,0.841944014023337735261315,0.819083334045180358599403,0.0585513079738606092458115,0.0615547367049741718532622,0.0632895692476786067510678,0.0635539851038865001082237,0.549932070555699993823836,0.0699007492404928343585612,0.33462125268447734818234,0.0212665141085531139224401,0.0212665141085531139224401,2.87642195232288665220455e-93,-0.99999763724632835459883,-0.952974777885528608195688,0.143879529310599388319769,0.0087506305400885792311422,0.00590801095713623302962853,0.0216104827485191226003528,0.0238667462045716619369158,0.00995124696010002302354841,-0.0232709598642917205840554,-0.0202675311331781579766047,-0.0185326985904737230787991,-0.027242963035154704022248,-0.0242395343040411414147973,0.00822573812198253714655551,0.0284932692551606951231602,no,no,no,no,yes,resolvent_seed_factor,zeta_diagnostic
