box_id,sigma_box,t_box,sigma,t,N,K,M,q_abs,P4_norm,Lsector_guarded,K4_norm,Q_worst,Q_sector,Q_phase,vertical_tail_upper,anchor_norm,cut_norm,vSplit_norm,anchor_cut_triangle,anchor_cut_cancellation,tau_norm,rect_norm,C_norm,raw_tau_rect_C_triangle,raw_tau_rect_C_cancellation,cos_anchor_minus_K4,cos_cutVec_minus_K4,cos_vSplit_minus_K4,H_up_qratio,U_current,U_direct_balanced,U_phase_aware,resolvent_seed_tax,slack_current_Qworst,slack_current_Qsector,slack_current_Qphase,slack_direct_Qworst,slack_direct_Qsector,slack_phase_Qsector,current_pass_Qworst,current_pass_Qsector,current_pass_Qphase,direct_pass_Qworst,direct_pass_Qsector,phase_pass_Qsector,diagnostic_issue,channel_mode
positive_pocket,"[0.84,0.92]","[32.75,33.0]",0.84,32.75,50,3,25,0.279321784518054991652748,0.820724783612405168937278,0.819083334045180358599403,0.0640334887265019009401756,0.0599557156356183783758925,0.0632464186553817022906435,0.0633744856328347060925239,0.000659003093667194847651752,0.0127857526475473960284816,0.00995124696010002302354841,0.0215455172408173795962289,0.0227369996076474190520301,0.0524027966482126916312213,0.063663607960574597197627,0.0714472288172585661543712,0.0729129219094260118497596,0.280936680596685187051517,0.923308280018627093073639,0.674204761223581861850553,0.084148850094516596269653,0.438959120535072674944176,0.00664638354030033231427107,0.0666428685018520947841491,0.0447895312815180672483194,0.0277065485386849224142203,0.0218533372203340275358297,-0.00668715286623371640825661,-0.0033964498464703924935056,-0.00326838286901738869162525,0.0151661843541003111275731,0.0184568873738636350423241,0.0355398701166967798764232,no,no,no,yes,yes,yes,resolvent_seed_factor,zeta_diagnostic
positive_pocket,"[0.84,0.92]","[32.75,33.0]",0.84,32.75,50,3,50,0.279321784518054991652748,0.820724783612405168937278,0.819083334045180358599403,0.0640334887265019009401756,0.0599557156356183783758925,0.0632464186553817022906435,0.0633744856328347060925239,0.000659003093667194847651752,0.0127857526475473960284816,0.00383142049271144380243929,0.0137303895984648409729226,0.0166171731402588398309209,0.173722902050055455545707,0.063663607960574597197627,0.0751226205574624090776211,0.0729129219094260118497596,0.284612072336889029974767,0.951757529166884805327694,0.674204761223581861850553,-0.663048732718252625634952,0.442798564818595685567006,0.00664638354030033231427107,0.0466499113821588063302326,0.030854577171776949403904,0.0137831320354621467102283,0.0157953342103818569263286,0.0133058042534595720456599,0.0165965072732228959604109,0.0167245742506758997622912,0.0291011384638414289719885,0.0323918414836047528867395,0.0494632866199195555804152,yes,yes,yes,yes,yes,yes,current_passes,zeta_diagnostic
positive_pocket,"[0.84,0.92]","[32.75,33.0]",0.84,32.75,50,3,100,0.279321784518054991652748,0.820724783612405168937278,0.819083334045180358599403,0.0640334887265019009401756,0.0599557156356183783758925,0.0632464186553817022906435,0.0633744856328347060925239,0.000659003093667194847651752,0.0127857526475473960284816,0.00978632287652271386149522,0.021198294250701742729994,0.0225720755240701098899769,0.0608619828470542084059743,0.063663607960574597197627,0.0719712515644015191510313,0.0729129219094260118497596,0.281460703343828140048177,0.924684710871321077629478,0.674204761223581861850553,0.0319643368898221109836924,0.421403181147251985010247,0.00664638354030033231427107,0.0658615667814908412094723,0.0442773842078251212200313,0.0272161936173726195981367,0.0215841825736657199894409,-0.00590585114587246283357974,-0.00261514812610913891882874,-0.00248708114865613511694838,0.0156783314277932571558612,0.0189690344475565810706122,0.0360302250380090826925068,no,no,no,yes,yes,yes,resolvent_seed_factor,zeta_diagnostic
positive_pocket,"[0.84,0.92]","[32.75,33.0]",0.84,32.75,50,4,25,0.279321784518054991652748,0.820724783612405168937278,0.819083334045180358599403,0.0640334887265019009401756,0.0599557156356183783758925,0.0632464186553817022906435,0.0633744856328347060925239,0.000659003093667194847651752,0.0127857526475473960284816,0.00331443766257577540317163,0.0159570322639966208039529,0.0161001903101231714316533,0.00889169900287069491195002,0.063663607960574597197627,0.0712633303630081039225235,0.0729129219094260118497596,0.28075278214243472481967,0.943163404678564802290517,0.674204761223581861850553,0.397970148512976882398273,0.622876634901680354049517,0.00664638354030033231427107,0.0500855837137268850113918,0.0325642370071730608356667,0.0153630617358787825555409,0.0175213467065538241757252,0.00987013192189149336450068,0.0131608349416548172792517,0.013288901919107821081132,0.0273914786284453175402259,0.0306821816482086414549769,0.0478833569195029197351026,yes,yes,yes,yes,yes,yes,current_passes,zeta_diagnostic
positive_pocket,"[0.84,0.92]","[32.75,33.0]",0.84,32.75,50,4,50,0.279321784518054991652748,0.820724783612405168937278,0.819083334045180358599403,0.0640334887265019009401756,0.0599557156356183783758925,0.0632464186553817022906435,0.0633744856328347060925239,0.000659003093667194847651752,0.0127857526475473960284816,0.00449093175415937488901442,0.00891098553638891638462191,0.0172766844017067709174961,0.484219001215962689224082,0.063663607960574597197627,0.0749292619901889889113967,0.0729129219094260118497596,0.284418713769615609808543,0.968669482333687161697953,0.674204761223581861850553,-0.302030484902277454197824,0.81515304741199996271159,0.00664638354030033231427107,0.0387541916506935076938696,0.0266946843711489559021785,0.00974878197449948585680964,0.0120595072795445517916911,0.0212015239849248706820229,0.0244922270046881945967739,0.0246202939821411983986543,0.0332610312644694224737141,0.0365517342842327463884651,0.0534976366808822164338339,yes,yes,yes,yes,yes,yes,current_passes,zeta_diagnostic
positive_pocket,"[0.84,0.92]","[32.75,33.0]",0.84,32.75,50,4,100,0.279321784518054991652748,0.820724783612405168937278,0.819083334045180358599403,0.0640334887265019009401756,0.0599557156356183783758925,0.0632464186553817022906435,0.0633744856328347060925239,0.000659003093667194847651752,0.0127857526475473960284816,0.00296949481931955886166151,0.0154992524841189186920789,0.0157552474668669548901431,0.0162482362328100362829318,0.063663607960574597197627,0.0717860043248337404303564,0.0729129219094260118497596,0.281275456104260361327503,0.944896534170497224491933,0.674204761223581861850553,0.273182596187038627379401,0.608508676439262203334048,0.00664638354030033231427107,0.0489280068372388198400499,0.0317615143840391421822825,0.0145617270137991451274527,0.0171664924531996776577674,0.0110277087983795585358426,0.0143184118181428824505936,0.014446478795595886252474,0.02819420125157923619361,0.031484904271342560108361,0.0486846916415825571631908,yes,yes,yes,yes,yes,yes,current_passes,zeta_diagnostic
positive_pocket,"[0.84,0.92]","[32.75,33.0]",0.84,32.75,50,5,25,0.279321784518054991652748,0.820724783612405168937278,0.819083334045180358599403,0.0640334887265019009401756,0.0599557156356183783758925,0.0632464186553817022906435,0.0633744856328347060925239,0.000659003093667194847651752,0.0127857526475473960284816,0.00441024919592130429421577,0.0162980986795959755291738,0.0171960018434687003226974,0.0522158099333864572764981,0.063663607960574597197627,0.0725007054171997553469085,0.0729129219094260118497596,0.281990157196626376244055,0.942203306520973279462714,0.674204761223581861850553,-0.00770559550801581737541047,0.526824133489845824552805,0.00664638354030033231427107,0.0517868439564550751947682,0.0340011149561179444519317,0.0168386426145113607491845,0.0177857290003371307428364,0.00816887167916330318112435,0.0114595746989266270958754,0.0115876416763796308977557,0.0259546006795004339239608,0.0292453036992637578387118,0.046407776040870341541459,yes,yes,yes,yes,yes,yes,current_passes,zeta_diagnostic
positive_pocket,"[0.84,0.92]","[32.75,33.0]",0.84,32.75,50,5,50,0.279321784518054991652748,0.820724783612405168937278,0.819083334045180358599403,0.0640334887265019009401756,0.0599557156356183783758925,0.0632464186553817022906435,0.0633744856328347060925239,0.000659003093667194847651752,0.0127857526475473960284816,0.00416489739433929312235704,0.00862423036436585021909755,0.0169506500418866891508387,0.491215360882647792523155,0.063663607960574597197627,0.0762302901507221380318215,0.0729129219094260118497596,0.285719741930148758928968,0.969815770145577633430726,0.674204761223581861850553,-0.698249731768819385462693,0.662328878175950865847225,0.00664638354030033231427107,0.0379191199278569750579301,0.0260818948393058079699967,0.00888822060510195411542199,0.0118372250885511670879334,0.0220365957077614033179624,0.0253272987275247272327134,0.0254553657049777310345938,0.0338738207963125704058958,0.0371645238160758943206468,0.0543581980502797481752215,yes,yes,yes,yes,yes,yes,current_passes,zeta_diagnostic
positive_pocket,"[0.84,0.92]","[32.75,33.0]",0.84,32.75,50,5,100,0.279321784518054991652748,0.820724783612405168937278,0.819083334045180358599403,0.0640334887265019009401756,0.0599557156356183783758925,0.0632464186553817022906435,0.0633744856328347060925239,0.000659003093667194847651752,0.0127857526475473960284816,0.00426958566303404842958825,0.0158776189400612388824961,0.0170553383105814444580699,0.069052829622824127402229,0.063663607960574597197627,0.073032454785949880450233,0.0729129219094260118497596,0.282521906565376501347379,0.943800397168893147504347,0.674204761223581861850553,-0.12984130151389949748763,0.508001028481600274521683,0.00664638354030033231427107,0.0508997600667716413304129,0.0334399716836959519406265,0.0162930002891128866529052,0.0174597883830756893897864,0.0090559555688467370454796,0.0123466585886100609602306,0.012474725566063064762111,0.026515743951922426435266,0.029806446971685750350017,0.0469534183662688156377384,yes,yes,yes,yes,yes,yes,current_passes,zeta_diagnostic
positive_pocket,"[0.84,0.92]","[32.75,33.0]",0.84,32.8125,50,3,25,0.279321784518054991652748,0.82536065531297858457275,0.819083334045180358599403,0.0643951824930402922561765,0.0599557156356183783758925,0.0632464186553817022906435,0.0637361793993730974085247,0.000659003093667194847651752,0.00576155885389221569136884,0.00973467916174136312242347,0.0133373483428529239805621,0.0154962380156335788137923,0.139317018143541113009535,0.0640088455174466234891727,0.0695317252854427242888709,0.0692184079564105156136491,0.271977386715710379005342,0.950961554179524325097541,0.895632310109011117141666,0.000307895964385590238269346,0.387126091471984374529142,0.00663558945988876530297867,0.0518255021543714300771836,0.0363432064243718177089429,0.019152505767186143507114,0.0154822957299996123682407,0.00813021348124694829870889,0.0114209165010102722134599,0.0119106772450016673313411,0.0236125092112465606669496,0.0269032122310098845817006,0.0440939128881955587835296,yes,yes,yes,yes,yes,yes,current_passes,zeta_diagnostic
positive_pocket,"[0.84,0.92]","[32.75,33.0]",0.84,32.8125,50,3,50,0.279321784518054991652748,0.82536065531297858457275,0.819083334045180358599403,0.0643951824930402922561765,0.0599557156356183783758925,0.0632464186553817022906435,0.0637361793993730974085247,0.000659003093667194847651752,0.00576155885389221569136884,0.00266106695835717161272688,0.005672636541763211876992,0.00842262581224938730409573,0.32650023066283529381515,0.0640088455174466234891727,0.070942861320429435056442,0.0692184079564105156136491,0.273388522750697089772913,0.979250641231431330409792,0.895632310109011117141666,-0.665532456768892933526384,0.597466770657066874786163,0.00663558945988876530297867,0.031145772035199697760496,0.0216048824198979140956762,0.00466129439104969425728702,0.00954088961530178366481975,0.0288099436004186806153966,0.0321006466201820045301476,0.0325904073641733996480288,0.0383508332157204642802163,0.0416415362354837881949673,0.0585851242643320080333565,yes,yes,yes,yes,yes,yes,current_passes,zeta_diagnostic
positive_pocket,"[0.84,0.92]","[32.75,33.0]",0.84,32.8125,50,3,100,0.279321784518054991652748,0.82536065531297858457275,0.819083334045180358599403,0.0643951824930402922561765,0.0599557156356183783758925,0.0632464186553817022906435,0.0637361793993730974085247,0.000659003093667194847651752,0.00576155885389221569136884,0.00945872990947519933263791,0.0127431230481268716552664,0.0152202887633674150240068,0.162754186451616472226717,0.0640088455174466234891727,0.0703297300422575588720797,0.0692184079564105156136491,0.272775391472525213588551,0.953283457941951487694253,0.895632310109011117141666,-0.0877788320859172679128786,0.339788133985499843435748,0.00663558945988876530297867,0.050494705748238790509719,0.0354730318773796015938617,0.0183003071704301318995004,0.0150216738708591889158573,0.00946100988737958786617351,0.0127517129071429117809245,0.0132414736511343068988057,0.0244826837582387767820308,0.0277733867780021006967818,0.0449461114849515703911432,yes,yes,yes,yes,yes,yes,current_passes,zeta_diagnostic
positive_pocket,"[0.84,0.92]","[32.75,33.0]",0.84,32.8125,50,4,25,0.279321784518054991652748,0.82536065531297858457275,0.819083334045180358599403,0.0643951824930402922561765,0.0599557156356183783758925,0.0632464186553817022906435,0.0637361793993730974085247,0.000659003093667194847651752,0.00576155885389221569136884,0.0031559596224220715420029,0.00798805204766684230032307,0.00891751847631428723337175,0.10422926861505131179044,0.0640088455174466234891727,0.0687210903553398693671904,0.0692184079564105156136491,0.271166751785607524083661,0.97054191933536736410164,0.895632310109011117141666,0.142546266506113887298449,0.702312465427591762007735,0.00663558945988876530297867,0.0357509061819109091231944,0.0244151905898664444482833,0.00765039175367002248687152,0.0113357155920444646749111,0.0242048094537074692526982,0.0274955124734707931674492,0.0279852732174621882853304,0.0355405250457519339276092,0.0388312280655152578423602,0.055596026901711679803772,yes,yes,yes,yes,yes,yes,current_passes,zeta_diagnostic
positive_pocket,"[0.84,0.92]","[32.75,33.0]",0.84,32.8125,50,4,50,0.279321784518054991652748,0.82536065531297858457275,0.819083334045180358599403,0.0643951824930402922561765,0.0599557156356183783758925,0.0632464186553817022906435,0.0637361793993730974085247,0.000659003093667194847651752,0.00576155885389221569136884,0.00470084984265448428648381,0.00505135396287693703164409,0.0104624086965466999778527,0.517190151007556769038984,0.0640088455174466234891727,0.070115774674848630326453,0.0692184079564105156136491,0.272561436105116285042924,0.981467099546214500481015,0.895632310109011117141666,-0.120785469253822686648812,0.909151080235953364400116,0.00663558945988876530297867,0.0320826766578317237480729,0.0230233827253089519240852,0.0110818558071814319925108,0.00905929393252277182398767,0.0278730389777866546278196,0.0311637419975499785425706,0.0316535027415413736604518,0.0369323329103094264518073,0.0402230359300727503665583,0.0521645628482002702981327,yes,yes,yes,yes,yes,yes,current_passes,zeta_diagnostic
positive_pocket,"[0.84,0.92]","[32.75,33.0]",0.84,32.8125,50,4,100,0.279321784518054991652748,0.82536065531297858457275,0.819083334045180358599403,0.0643951824930402922561765,0.0599557156356183783758925,0.0632464186553817022906435,0.0637361793993730974085247,0.000659003093667194847651752,0.00576155885389221569136884,0.00275915623108322163283923,0.00716427749039619216563709,0.00852071508497543732420807,0.159192929355313065591501,0.0640088455174466234891727,0.0695097915816065014706405,0.0692184079564105156136491,0.271955453011874156187112,0.973656430084219033835916,0.895632310109011117141666,-0.12344914393307114866152,0.672729776016696218845661,0.00663558945988876530297867,0.0338917681257961939822573,0.0231946126412569444044337,0.00637487261053394491901826,0.0106971554845392495778236,0.0260639475098221843936352,0.0293546505295855083083862,0.0298444112735769034262674,0.0367611029943614339714589,0.0400518060141247578862099,0.0568715460448477573716253,yes,yes,yes,yes,yes,yes,current_passes,zeta_diagnostic
positive_pocket,"[0.84,0.92]","[32.75,33.0]",0.84,32.8125,50,5,25,0.279321784518054991652748,0.82536065531297858457275,0.819083334045180358599403,0.0643951824930402922561765,0.0599557156356183783758925,0.0632464186553817022906435,0.0637361793993730974085247,0.000659003093667194847651752,0.00576155885389221569136884,0.00447818015373359063727236,0.00814887825776441867546189,0.0102397390076258063286412,0.204190824424750276548122,0.0640088455174466234891727,0.0700951181435663287688847,0.0692184079564105156136491,0.272540779573833983485356,0.970100334083924467398844,0.895632310109011117141666,-0.201785038829812087906286,0.522355148191924585198646,0.00663558945988876530297867,0.0373586195582666137037439,0.0258982373312755399186916,0.00875364174203615862550322,0.0114603822269910737850524,0.0225970960773517646721486,0.0258877990971150885868996,0.0263775598411064837047808,0.0340574783043428384572009,0.0373481813241061623719519,0.0544927769133455436651403,yes,yes,yes,yes,yes,yes,current_passes,zeta_diagnostic
