box_id,sigma_box,t_box,sigma,t,N,K,M,q_abs,P4_norm,Lsector_guarded,Q_worst,Q_sector,Q_phase,tau_norm,odd_norm,central_norm,factor_norm,anchor_norm,tau_factor_product,factorization_abs_error,cos_tau_minus_K4,cos_C_minus_K4,cos_anchor_minus_K4,cut_norm,H_up_qratio,anchorUpper_direct,anchorUpper_factored,cutUpper_observed,ledger_direct_anchor_Qworst,ledger_direct_anchor_Qsector,ledger_direct_anchor_Qphase,ledger_factored_anchor_Qworst,ledger_factored_anchor_Qsector,ledger_direct_balanced_Qsector,seed_tax_direct_upper,pass_direct_anchor_Qworst,pass_direct_anchor_Qsector,pass_direct_anchor_Qphase,pass_factored_anchor_Qsector,pass_direct_balanced_Qsector,diagnostic_issue,channel_mode
wide_anchor_scan,"[0.75,0.95]","[31.5,34.5]",0.75,31.5,50,3,50,0.297301778750680266679375,0.767635791915263167702758,0.763281522451516847311953,0.0666174753064770477992868,0.0664825033413093244153692,0.0668673700244253912905159,0.0682809858358288902191538,1.22430573213885857937535,0.167193604709795043916041,1.472096856114927488533,0.100516224581351603662255,0.100516224581351603662255,6.58887371451907701521786e-83,-0.999989329931792590842174,-0.985212302183530708971522,0.959456439347205139020551,0.0201859250970228625505765,0.0113541790823750806851759,0.264837739882919543642329,0.264837739882919543642329,0.0374637890445631724036654,-0.56126287779855101371973,-0.561397849763718737103648,-0.561012983080602670228501,-0.56126287779855101371973,-0.561397849763718737103648,-0.295991172795486725404642,0.265406676968232011699006,no,no,no,no,no,anchor_exceeds_margin_scale,zeta_diagnostic
wide_anchor_scan,"[0.75,0.95]","[31.5,34.5]",0.75,31.75,50,3,50,0.297301778750680266679375,0.764839303816133487234092,0.763281522451516847311953,0.0666174753064770477992868,0.0664825033413093244153692,0.0666201930621251318918076,0.0681340431648228785567577,1.2557916537649314584472,0.171124325487288294245963,1.51175191620044377996398,0.103001770312904735615,0.103001770312904735615,1.32034601313983623491365e-82,-0.999999868820854649845113,-0.999891089903765947230356,0.999707614545467641404043,0.0206833253970310137277328,0.0112769857159537075531978,0.264837739882919543642329,0.264837739882919543642329,0.0374637890445631724036654,-0.561043172200651158893033,-0.56117814416581888227695,-0.561040454445003074800512,-0.561043172200651158893033,-0.56117814416581888227695,-0.295836786062643979140686,0.265341358103174903136264,no,no,no,no,no,anchor_exceeds_margin_scale,zeta_diagnostic
wide_anchor_scan,"[0.75,0.95]","[31.5,34.5]",0.75,32.0,50,3,50,0.297301778750680266679375,0.768906482253621071153205,0.763281522451516847311953,0.0666174753064770477992868,0.0664825033413093244153692,0.0669796842438055290494728,0.0683490724626106604491267,1.1814217984094684481885,0.161498168216793125756326,1.39431703772674100587867,0.0953002762474376630343912,0.0953002762474376630343912,6.58887371451907701521786e-83,-0.999985404667899100570738,-0.980592139540834743340928,0.944548777431815464492287,0.0193776566273651217827643,0.0112011127685498323057027,0.264837739882919543642329,0.264837739882919543642329,0.0374637890445631724036654,-0.560827224742383848817854,-0.560962196707551572201771,-0.560465015805055367567668,-0.560827224742383848817854,-0.560962196707551572201771,-0.295685040167836228645696,0.265277156539715343556075,no,no,no,no,no,anchor_exceeds_margin_scale,zeta_diagnostic
wide_anchor_scan,"[0.75,0.95]","[31.5,34.5]",0.75,32.25,50,3,50,0.297301778750680266679375,0.779150271548783005675048,0.763281522451516847311953,0.0666174753064770477992868,0.0664825033413093244153692,0.0678851158532624250403439,0.0689298777487035463918472,1.00859192724879748870706,0.139044236487177824175698,1.12653656095654108540666,0.0776520274261792976907652,0.0776520274261792976907652,3.29443685725953850760893e-83,-0.999969860748294767545101,-0.939257483372334303671738,0.794190975183925649882102,0.0162904878631542555253085,0.011126530013140423859804,0.264837739882919543642329,0.264837739882919543642329,0.0374637890445631724036654,-0.560614949392442565192262,-0.56074992135761028857618,-0.559347308845657187951205,-0.560614949392442565192262,-0.56074992135761028857618,-0.295535874657017411753899,0.265214046700592876822281,no,no,no,no,no,anchor_exceeds_margin_scale,zeta_diagnostic
wide_anchor_scan,"[0.75,0.95]","[31.5,34.5]",0.75,32.5,50,3,50,0.297301778750680266679375,0.794047239153687598008615,0.763281522451516847311953,0.0666174753064770477992868,0.0664825033413093244153692,0.0692018342048304698559539,0.0698866734457421379480417,0.760990117887662587751788,0.106366135728503776218244,0.728900929974692424974354,0.0509404612674390866589949,0.0509404612674390866589949,6.58887371451907701521786e-83,-0.999978655284528927146195,-0.912312240425359098647896,0.533052610472406079420584,0.0115031402004506442461416,0.0110532081579627366640678,0.264837739882919543642329,0.264837739882919543642329,0.0374637890445631724036654,-0.560406262781432424750669,-0.560541234746600148134586,-0.557821903883079002694002,-0.560406262781432424750669,-0.560541234746600148134586,-0.295389230946662037362426,0.26515200379993811077216,no,no,no,no,no,anchor_exceeds_margin_scale,zeta_diagnostic
wide_anchor_scan,"[0.75,0.95]","[31.5,34.5]",0.75,32.75,50,3,50,0.297301778750680266679375,0.81195418298758491309616,0.763281522451516847311953,0.0666174753064770477992868,0.0664825033413093244153692,0.0707845993817398980056908,0.0712360667640356186082371,0.502326913332137579375835,0.0715675870710001729935665,0.25087719385667298774629,0.0178715045311478634984936,0.0178715045311478634984936,2.05902303578721156725558e-83,-0.999997307441800168476891,-0.968108095913090539704158,-0.109152226382494925646777,0.00523313419381920669807427,0.0109811188108677115693245,0.264837739882919543642329,0.264837739882919543642329,0.0374637890445631724036654,-0.560201084100413827016875,-0.560336056065581550400792,-0.55603396002515097681047,-0.560201084100413827016875,-0.560336056065581550400792,-0.295245052252471987172939,0.265091003813109563227853,no,no,no,no,no,anchor_exceeds_margin_scale,zeta_diagnostic
wide_anchor_scan,"[0.75,0.95]","[31.5,34.5]",0.75,33.0,50,3,50,0.297301778750680266679375,0.831884466320169561189415,0.763281522451516847311953,0.0666174753064770477992868,0.0664825033413093244153692,0.0725462041936698764981334,0.0730009166200162002513908,0.432296927242047475634635,0.0631161438813718352915645,0.386033116514185345609373,0.0281807713512170432955884,0.0281807713512170432955884,1.64721842862976925380446e-83,-0.999995668049147568328679,-0.923296501251749258044083,-0.522543736718003090786107,0.00261238815777513625070945,0.0109102344452939459916565,0.264837739882919543642329,0.264837739882919543642329,0.0374637890445631724036654,-0.55999933500405852099649,-0.560134306969226244380407,-0.554070606116865692297643,-0.55999933500405852099649,-0.560134306969226244380407,-0.295103283521324456017603,0.265031023447901788362804,no,no,no,no,no,anchor_exceeds_margin_scale,zeta_diagnostic
wide_anchor_scan,"[0.75,0.95]","[31.5,34.5]",0.75,33.25,50,3,50,0.297301778750680266679375,0.854041955077717412070823,0.763281522451516847311953,0.0666174753064770477992868,0.0664825033413093244153692,0.0745046680129857233687435,0.075209870467559925746125,0.679580992723091732206563,0.102222396869839027346834,0.963881987603721459960926,0.0724934394336900930718948,0.0724934394336900930718948,3.29443685725953850760893e-83,-0.999976375785921660553709,-0.700787894023944121161501,-0.0492717064728607428222641,0.010644958388698950854586,0.0108405283677769676612653,0.264837739882919543642329,0.264837739882919543642329,0.0374637890445631724036654,-0.559800939518175409943118,-0.559935911483343133327035,-0.551913746811666734373661,-0.559800939518175409943118,-0.559935911483343133327035,-0.294963871366290499356821,0.264972040117052633970214,no,no,no,no,no,anchor_exceeds_margin_scale,zeta_diagnostic
wide_anchor_scan,"[0.75,0.95]","[31.5,34.5]",0.75,33.5,50,3,50,0.297301778750680266679375,0.879921159244458441022489,0.763281522451516847311953,0.0666174753064770477992868,0.0664825033413093244153692,0.0767920881077374405829197,0.0778962229228666500501733,1.02792252393751667589549,0.160142564144145058583185,1.53012656166007819292406,0.119191079747272913565398,0.119191079747272913565398,1.31777474290381540304357e-82,-0.999970652014612099286924,-0.696230424480262569126587,0.281918652444710905195507,0.0188415327144241390817476,0.010771974686913635551203,0.264837739882919543642329,0.264837739882919543642329,0.0374637890445631724036654,-0.559605823951377898356641,-0.559740795916545621740559,-0.549431211150117505573008,-0.559605823951377898356641,-0.559740795916545621740559,-0.294826764004563835136696,0.264914031911981786603862,no,no,no,no,no,anchor_exceeds_margin_scale,zeta_diagnostic
wide_anchor_scan,"[0.75,0.95]","[31.5,34.5]",0.75,33.75,50,3,50,0.297301778750680266679375,0.911896260781150031574714,0.763281522451516847311953,0.0666174753064770477992868,0.0664825033413093244153692,0.0796183144984528180853309,0.0810954862327503409767391,1.36131736550019212609084,0.220793387344649589112872,2.0319491681723906556399,0.164781905793172613740502,0.164781905793172613740502,6.17706910736163470176674e-83,-0.999987999209418799693942,-0.783689987007579665855035,0.557943867648205451685536,0.026317250444881493393377,0.0107045482837062416920281,0.264837739882919543642329,0.264837739882919543642329,0.0374637890445631724036654,-0.559413916810678105007928,-0.559548888775845828391846,-0.546413077618702334721884,-0.559413916810678105007928,-0.559548888775845828391846,-0.294691911198149047418347,0.264856977577696780973499,no,no,no,no,no,anchor_exceeds_margin_scale,zeta_diagnostic
wide_anchor_scan,"[0.75,0.95]","[31.5,34.5]",0.75,34.0,50,3,50,0.297301778750680266679375,0.952365217573378056266506,0.763281522451516847311953,0.0666174753064770477992868,0.0664825033413093244153692,0.0831952987203690465931404,0.0848406688775157397367001,1.63367451008587216295847,0.277204076327666455749994,2.43060486526556735950717,0.206214142546074758530721,0.206214142546074758530721,0.0,-0.999999987306192208548578,-0.882706275766137837363847,0.775160753128785662765149,0.0323100599226886189325931,0.0106382247832153234349632,0.264837739882919543642329,0.264837739882919543642329,0.0374637890445631724036654,-0.559225148720805890994875,-0.559360120685973614378793,-0.542647325306913892201022,-0.559225148720805890994875,-0.559360120685973614378793,-0.294559264197167210904217,0.264800856488806403474576,no,no,no,no,no,anchor_exceeds_margin_scale,zeta_diagnostic
wide_anchor_scan,"[0.75,0.95]","[31.5,34.5]",0.75,34.25,50,3,50,0.297301778750680266679375,1.00271363616829815825594,0.763281522451516847311953,0.0666174753064770477992868,0.0664825033413093244153692,0.0876455122466799052326805,0.0891536990878364558219193,1.81940175487564101220689,0.324412793148128966197611,2.69757192354310461842409,0.240498515539358119765235,0.240498515539358119765235,2.63554948580763080608714e-82,-0.999986775792992715610576,-0.958388268667752093359563,0.922088415226617021177569,0.0361720648624406158644817,0.010572980527454340258514,0.264837739882919543642329,0.264837739882919543642329,0.0374637890445631724036654,-0.559039452347062447886716,-0.559174424312230171270634,-0.538011415406859590453323,-0.559039452347062447886716,-0.559174424312230171270634,-0.294428775685645244551318,0.264745648626584926719315,no,no,no,no,no,anchor_exceeds_margin_scale,zeta_diagnostic
wide_anchor_scan,"[0.75,0.95]","[31.5,34.5]",0.75,34.5,50,3,50,0.297301778750680266679375,1.0625093313893856071677,0.763281522451516847311953,0.0666174753064770477992868,0.0664825033413093244153692,0.0929307549437542762617824,0.0940307774468455729163121,1.90519886210407799320859,0.358294660388983971252815,2.81650058708308584101201,0.264837739882919543642329,0.264837739882919543642329,0.0,-0.999970223791307909370652,-0.996196008953779105281304,0.992697389950496282281142,0.0374637890445631724036654,0.0105087925494632435259026,0.264837739882919543642329,0.264837739882919543642329,0.0374637890445631724036654,-0.558856762321529217972966,-0.558991734286696941356883,-0.53254348268425198951047,-0.558856762321529217972966,-0.558991734286696941356883,-0.294300399729663051086096,0.264691334557033890270788,no,no,no,no,no,anchor_exceeds_margin_scale,zeta_diagnostic
wide_anchor_scan,"[0.75,0.95]","[31.5,34.5]",0.775,31.5,50,3,50,0.292194312140311382770029,0.770981368223255238373672,0.763281522451516847311953,0.064710855461474794001295,0.0642878220885481556764435,0.0649452157944853280787575,0.0662144181241058838582676,1.2032368264860365023254,0.159343252662537323940197,1.4283741881257399735384,0.0945789657302380242648606,0.0945789657302380242648606,0.0,-0.999990719056496856604634,-0.986401550279418941228617,0.961763825167078855234387,0.0183615197476878943459554,0.00987385029217285235384055,0.264837739882919543642329,0.264837739882919543642329,0.0374637890445631724036654,-0.552544850848819763748875,-0.552967884221746402073727,-0.552310490515809229671413,-0.552544850848819763748875,-0.552967884221746402073727,-0.295225196467843437480897,0.25774268775390296459283,no,no,no,no,no,anchor_exceeds_margin_scale,zeta_diagnostic
wide_anchor_scan,"[0.75,0.95]","[31.5,34.5]",0.775,31.75,50,3,50,0.292194312140311382770029,0.768266218705479228150454,0.763281522451516847311953,0.064710855461474794001295,0.0642878220885481556764435,0.0647134030729609959421822,0.0660732629668115197329466,1.23357288656584091191357,0.163012371445587127970525,1.46727808345628040752587,0.0969478506536460346491352,0.0969478506536460346491352,1.31777474290381540304357e-82,-0.999999885921999448077079,-0.999915209011536095254064,0.999767332464625759746338,0.0188209812967984853120983,0.00980672008975827749826244,0.264837739882919543642329,0.264837739882919543642329,0.0374637890445631724036654,-0.552355165449094967058794,-0.552778198822021605383646,-0.552352617837608765117907,-0.552355165449094967058794,-0.552778198822021605383646,-0.295090936063014287769741,0.257687262759007317613905,no,no,no,no,no,anchor_exceeds_margin_scale,zeta_diagnostic
