box_id,subbox_id,N,K,M,sigma_box,t_box,sample_count,anchor_sup,cut_sup,P4_lower_sampled,Lsector_guarded,Q_worst_min,Q_sector_min,Q_phase_min,sector_gain_pct,current_pass_Qworst,current_pass_Qsector,current_pass_Qphase,direct_pass_Qworst,direct_pass_Qsector,direct_pass_Qphase,current_worst_slack_Qsector,current_best_slack_Qsector,direct_worst_slack_Qsector,direct_best_slack_Qsector,seed_tax_max,dominant_read
positive_pocket,"0,0",25,3,25,"[0.84,0.86]","[32.75,32.8125]",25,0.0131424114703042869734945,0.00995124696010002302354841,0.820724783612405168937278,0.819083334045180358599403,0.0585513079738606092458115,0.0615547367049741718532622,0.0618257329121007160619003,5.12956727192909207196407,0,0,0,25,25,25,-0.00812225331250829676126682,-0.00745052099866967646879339,0.015168836714491273281066,0.0154949792244859632877614,0.0236057866375106703363608,direct_closes_resolvent_tax
positive_pocket,"0,0",25,3,50,"[0.84,0.86]","[32.75,32.8125]",25,0.0131424114703042869734945,0.00383142049271144380243929,0.820724783612405168937278,0.819083334045180358599403,0.0585513079738606092458115,0.0615547367049741718532622,0.0618257329121007160619003,5.12956727192909207196407,25,25,25,25,25,25,0.00886126675489381795586585,0.00944285678799915081890861,0.0274084896492684317232842,0.0277346321592631217299797,0.0188619195048857140614463,current_closes_subbox
positive_pocket,"0,0",25,3,100,"[0.84,0.86]","[32.75,32.8125]",25,0.0131424114703042869734945,0.00978632287652271386149522,0.820724783612405168937278,0.819083334045180358599403,0.0585513079738606092458115,0.0615547367049741718532622,0.0618257329121007160619003,5.12956727192909207196407,0,0,0,25,25,25,-0.00766456198776909082483584,-0.00699525893121754027085888,0.0154986848816458916051724,0.0158248273916405816118678,0.0234779434799260827240362,direct_closes_resolvent_tax
positive_pocket,"0,0",25,4,25,"[0.84,0.86]","[32.75,32.8125]",25,0.0131424114703042869734945,0.00331443766257577540317163,0.820724783612405168937278,0.819083334045180358599403,0.0585513079738606092458115,0.0615547367049741718532622,0.0618257329121007160619003,5.12956727192909207196407,25,25,25,25,25,25,0.0102959787221202513613969,0.0108699538315579422824126,0.0284424553095397685218196,0.028768597819534458528515,0.0184611731979306174544506,current_closes_subbox
positive_pocket,"0,0",25,4,50,"[0.84,0.86]","[32.75,32.8125]",25,0.0131424114703042869734945,0.00470084984265448428648381,0.820724783612405168937278,0.819083334045180358599403,0.0585513079738606092458115,0.0615547367049741718532622,0.0618257329121007160619003,5.12956727192909207196407,25,25,25,25,25,25,0.00644845801094803372281842,0.00704285434582645718707334,0.0256696309493823507551952,0.0259957734593770407618906,0.0195358695489454173264047,current_closes_subbox
positive_pocket,"0,0",25,4,100,"[0.84,0.86]","[32.75,32.8125]",25,0.0131424114703042869734945,0.00296949481931955886166151,0.820724783612405168937278,0.819083334045180358599403,0.0585513079738606092458115,0.0615547367049741718532622,0.0618257329121007160619003,5.12956727192909207196407,25,25,25,25,25,25,0.0112532515682976263957993,0.0118221458253975208045184,0.0291323409960522016048398,0.0294584835060468916115352,0.0181937860382656755030684,current_closes_subbox
positive_pocket,"0,0",25,5,25,"[0.84,0.86]","[32.75,32.8125]",25,0.0131424114703042869734945,0.00447818015373359063727236,0.820724783612405168937278,0.819083334045180358599403,0.0585513079738606092458115,0.0615547367049741718532622,0.0618257329121007160619003,5.12956727192909207196407,25,25,25,25,25,25,0.00706640284162946603424467,0.00765751935252652978235156,0.0261149703272241380536181,0.0264411128372188280603135,0.0193632640961057723134014,current_closes_subbox
positive_pocket,"0,0",25,5,50,"[0.84,0.86]","[32.75,32.8125]",25,0.0131424114703042869734945,0.00416489739433929312235704,0.820724783612405168937278,0.819083334045180358599403,0.0585513079738606092458115,0.0615547367049741718532622,0.0618257329121007160619003,5.12956727192909207196407,25,25,25,25,25,25,0.00793581377334409649672958,0.00852231577064396830631959,0.0267415358460127330834487,0.0270676783560074230901442,0.0191204186831797368807471,current_closes_subbox
positive_pocket,"0,0",25,5,100,"[0.84,0.86]","[32.75,32.8125]",25,0.0131424114703042869734945,0.00435943012253024755732557,0.820724783612405168937278,0.819083334045180358599403,0.0585513079738606092458115,0.0615547367049741718532622,0.0618257329121007160619003,5.12956727192909207196407,25,25,25,25,25,25,0.00739595361381127925894938,0.0079853209903649330835811,0.0263524703896308242135117,0.0266786128996255142202071,0.0192712133863306452485902,current_closes_subbox
positive_pocket,"0,0",50,3,25,"[0.84,0.86]","[32.75,32.8125]",25,0.0131424114703042869734945,0.00995124696010002302354841,0.820724783612405168937278,0.819083334045180358599403,0.0585513079738606092458115,0.0615547367049741718532622,0.0618257329121007160619003,5.12956727192909207196407,0,0,0,25,25,25,-0.00614465383932145029636626,-0.00543935579498024104967825,0.0166170354196179084140722,0.0169303343450998386640949,0.0230534000235981549378763,direct_closes_resolvent_tax
positive_pocket,"0,0",50,3,50,"[0.84,0.86]","[32.75,32.8125]",25,0.0131424114703042869734945,0.00383142049271144380243929,0.820724783612405168937278,0.819083334045180358599403,0.0585513079738606092458115,0.0615547367049741718532622,0.0618257329121007160619003,5.12956727192909207196407,25,25,25,25,25,25,0.0108388662280806644207664,0.0114540219916885862380238,0.0288566883543950668562904,0.0291699872798769971063131,0.0183095328909731986629619,current_closes_subbox
positive_pocket,"0,0",50,3,100,"[0.84,0.86]","[32.75,32.8125]",25,0.0131424114703042869734945,0.00978632287652271386149522,0.820724783612405168937278,0.819083334045180358599403,0.0585513079738606092458115,0.0615547367049741718532622,0.0618257329121007160619003,5.12956727192909207196407,0,0,0,25,25,25,-0.00568696251458224435993527,-0.00498409372752810485174374,0.0169468835867725267381786,0.0172601825122544569882013,0.0229255568660135673255517,direct_closes_resolvent_tax
positive_pocket,"0,0",50,4,25,"[0.84,0.86]","[32.75,32.8125]",25,0.0131424114703042869734945,0.00331443766257577540317163,0.820724783612405168937278,0.819083334045180358599403,0.0585513079738606092458115,0.0615547367049741718532622,0.0618257329121007160619003,5.12956727192909207196407,25,25,25,25,25,25,0.0122735781953070978262975,0.0128811190352473777015278,0.0298906540146664036548257,0.0302039529401483339048484,0.0179087865840181020559662,current_closes_subbox
positive_pocket,"0,0",50,4,50,"[0.84,0.86]","[32.75,32.8125]",25,0.0131424114703042869734945,0.00470084984265448428648381,0.820724783612405168937278,0.819083334045180358599403,0.0585513079738606092458115,0.0615547367049741718532622,0.0618257329121007160619003,5.12956727192909207196407,25,25,25,25,25,25,0.00842605748413488018771898,0.00905401954951589260618848,0.0271178296545089858882014,0.0274311285799909161382241,0.0189834829350329019279203,current_closes_subbox
positive_pocket,"0,0",50,4,100,"[0.84,0.86]","[32.75,32.8125]",25,0.0131424114703042869734945,0.00296949481931955886166151,0.820724783612405168937278,0.819083334045180358599403,0.0585513079738606092458115,0.0615547367049741718532622,0.0618257329121007160619003,5.12956727192909207196407,25,25,25,25,25,25,0.0132308510414844728606999,0.0138333110290869562236335,0.030580539701178836737846,0.0308938386266607669878687,0.017641399424353160104584,current_closes_subbox
positive_pocket,"0,0",50,5,25,"[0.84,0.86]","[32.75,32.8125]",25,0.0131424114703042869734945,0.00447818015373359063727236,0.820724783612405168937278,0.819083334045180358599403,0.0585513079738606092458115,0.0615547367049741718532622,0.0618257329121007160619003,5.12956727192909207196407,25,25,25,25,25,25,0.00904400231481631249914523,0.0096686845562159652014667,0.0275631690323507731866243,0.027876467957832703436647,0.018810877482193256914917,current_closes_subbox
positive_pocket,"0,0",50,5,50,"[0.84,0.86]","[32.75,32.8125]",25,0.0131424114703042869734945,0.00416489739433929312235704,0.820724783612405168937278,0.819083334045180358599403,0.0585513079738606092458115,0.0615547367049741718532622,0.0618257329121007160619003,5.12956727192909207196407,25,25,25,25,25,25,0.00991341324653094296163014,0.0105334809743334037254347,0.0281897345511393682164549,0.0285030334766212984664776,0.0185680320692672214822627,current_closes_subbox
