box_id,N,K,M,sigma_box,t_box,point_count,sampled_min_P4,guarded_Lsector,Q_worst_min,Q_sector_min,Q_phase_min,sector_gain_min_pct,tau_min,tau_median,tau_max,factor_min,factor_median,factor_max,anchor_min,anchor_median,anchor_max,anchor_rel_range,anchor_sigma_slope_est,anchor_t_slope_est,cos_anchor_min,cos_anchor_median,cos_anchor_max,cutUpper_observed,anchorUpper_direct,anchorUpper_factored,factored_over_direct,ledger_direct_pass_Qworst,ledger_direct_pass_Qsector,ledger_direct_pass_Qphase,ledger_factored_pass_Qsector,direct_balanced_pass_Qsector,worst_slack_direct_anchor_Qsector,best_slack_direct_anchor_Qsector,seed_tax_direct_upper_max,dominant_anchor_growth,formalization_read
positive_pocket,50,3,25,"[0.84,0.92]","[32.75,33.0]",25,0.820724783612405168937278,0.819083334045180358599403,0.0545023306803492491434609,0.0567341402567636277336837,0.0573840656783399378776627,4.09488832597585573164091,0.0575789138938324580147067,0.0612150707166431859492704,0.0651805167804920920799541,0.0871774405130774687053589,0.21455404510929638352219,0.366163807582985469346542,0.00561218028241091269323636,0.0131424114703042869734945,0.0216104827485191226003528,2.85063944154615915040645,0.0911647054316764916208826,0.135905713984654130991841,0.0210749389976558777666153,0.674204761223581861850553,0.999944978756423290474992,0.00995124696010002302354841,0.0216104827485191226003528,0.0238667462045716619369158,1.10440597196780121817678,0,0,0,0,25,-0.0211768663113290725601671,-0.018958800381082332678646,0.0296175412173909415748188,strong_box_variation,resolvent_factor_is_main_tax
positive_pocket,50,3,50,"[0.84,0.92]","[32.75,33.0]",25,0.820724783612405168937278,0.819083334045180358599403,0.0545023306803492491434609,0.0567341402567636277336837,0.0573840656783399378776627,4.09488832597585573164091,0.0575789138938324580147067,0.0612150707166431859492704,0.0651805167804920920799541,0.0871774405130774687053589,0.21455404510929638352219,0.366163807582985469346542,0.00561218028241091269323636,0.0131424114703042869734945,0.0216104827485191226003528,2.85063944154615915040645,0.0911647054316764916208826,0.135905713984654130991841,0.0210749389976558777666153,0.674204761223581861850553,0.999944978756423290474992,0.00383142049271144380243929,0.0216104827485191226003528,0.0238667462045716619369158,1.10440597196780121817678,0,0,0,0,25,-0.00419334624392695784303442,-0.00232308449363340037739733,0.0248736740847659852999044,strong_box_variation,resolvent_factor_is_main_tax
positive_pocket,50,3,100,"[0.84,0.92]","[32.75,33.0]",25,0.820724783612405168937278,0.819083334045180358599403,0.0545023306803492491434609,0.0567341402567636277336837,0.0573840656783399378776627,4.09488832597585573164091,0.0575789138938324580147067,0.0612150707166431859492704,0.0651805167804920920799541,0.0871774405130774687053589,0.21455404510929638352219,0.366163807582985469346542,0.00561218028241091269323636,0.0131424114703042869734945,0.0216104827485191226003528,2.85063944154615915040645,0.0911647054316764916208826,0.135905713984654130991841,0.0210749389976558777666153,0.674204761223581861850553,0.999944978756423290474992,0.00978632287652271386149522,0.0216104827485191226003528,0.0238667462045716619369158,1.10440597196780121817678,0,0,0,0,25,-0.0207191749865898666237361,-0.0185104820812072799645939,0.0294896980598063539624942,strong_box_variation,resolvent_factor_is_main_tax
positive_pocket,50,4,25,"[0.84,0.92]","[32.75,33.0]",25,0.820724783612405168937278,0.819083334045180358599403,0.0545023306803492491434609,0.0567341402567636277336837,0.0573840656783399378776627,4.09488832597585573164091,0.0575789138938324580147067,0.0612150707166431859492704,0.0651805167804920920799541,0.0871774405130774687053589,0.21455404510929638352219,0.366163807582985469346542,0.00561218028241091269323636,0.0131424114703042869734945,0.0216104827485191226003528,2.85063944154615915040645,0.0911647054316764916208826,0.135905713984654130991841,0.0210749389976558777666153,0.674204761223581861850553,0.999944978756423290474992,0.00331443766257577540317163,0.0216104827485191226003528,0.0238667462045716619369158,1.10440597196780121817678,0,0,7,0,25,-0.00275863427670052443750338,-0.000917753880640355656199335,0.0244729277778108886929087,strong_box_variation,resolvent_factor_is_main_tax
positive_pocket,50,4,50,"[0.84,0.92]","[32.75,33.0]",25,0.820724783612405168937278,0.819083334045180358599403,0.0545023306803492491434609,0.0567341402567636277336837,0.0573840656783399378776627,4.09488832597585573164091,0.0575789138938324580147067,0.0612150707166431859492704,0.0651805167804920920799541,0.0871774405130774687053589,0.21455404510929638352219,0.366163807582985469346542,0.00561218028241091269323636,0.0131424114703042869734945,0.0216104827485191226003528,2.85063944154615915040645,0.0911647054316764916208826,0.135905713984654130991841,0.0210749389976558777666153,0.674204761223581861850553,0.999944978756423290474992,0.0052969528067896593868619,0.0216104827485191226003528,0.0238667462045716619369158,1.10440597196780121817678,0,0,0,0,25,-0.00826043827639017926191786,-0.00630688686626573317744656,0.0260097014890727755499426,strong_box_variation,resolvent_factor_is_main_tax
positive_pocket,50,4,100,"[0.84,0.92]","[32.75,33.0]",25,0.820724783612405168937278,0.819083334045180358599403,0.0545023306803492491434609,0.0567341402567636277336837,0.0573840656783399378776627,4.09488832597585573164091,0.0575789138938324580147067,0.0612150707166431859492704,0.0651805167804920920799541,0.0871774405130774687053589,0.21455404510929638352219,0.366163807582985469346542,0.00561218028241091269323636,0.0131424114703042869734945,0.0216104827485191226003528,2.85063944154615915040645,0.0911647054316764916208826,0.135905713984654130991841,0.0210749389976558777666153,0.674204761223581861850553,0.999944978756423290474992,0.00296949481931955886166151,0.0216104827485191226003528,0.0238667462045716619369158,1.10440597196780121817678,0,2,16,0,25,-0.00180136143052314940310098,0.0000199150497448381651644672,0.0242055406181459467415265,strong_box_variation,resolvent_factor_is_main_tax
positive_pocket,50,5,25,"[0.84,0.92]","[32.75,33.0]",25,0.820724783612405168937278,0.819083334045180358599403,0.0545023306803492491434609,0.0567341402567636277336837,0.0573840656783399378776627,4.09488832597585573164091,0.0575789138938324580147067,0.0612150707166431859492704,0.0651805167804920920799541,0.0871774405130774687053589,0.21455404510929638352219,0.366163807582985469346542,0.00561218028241091269323636,0.0131424114703042869734945,0.0216104827485191226003528,2.85063944154615915040645,0.0911647054316764916208826,0.135905713984654130991841,0.0210749389976558777666153,0.674204761223581861850553,0.999944978756423290474992,0.00470949451748064147397958,0.0216104827485191226003528,0.0238667462045716619369158,1.10440597196780121817678,0,0,0,0,25,-0.00663014537537287252957076,-0.00470998060613744644564139,0.0255543251666735046433602,strong_box_variation,resolvent_factor_is_main_tax
positive_pocket,50,5,50,"[0.84,0.92]","[32.75,33.0]",25,0.820724783612405168937278,0.819083334045180358599403,0.0545023306803492491434609,0.0567341402567636277336837,0.0573840656783399378776627,4.09488832597585573164091,0.0575789138938324580147067,0.0612150707166431859492704,0.0651805167804920920799541,0.0871774405130774687053589,0.21455404510929638352219,0.366163807582985469346542,0.00561218028241091269323636,0.0131424114703042869734945,0.0216104827485191226003528,2.85063944154615915040645,0.0911647054316764916208826,0.135905713984654130991841,0.0210749389976558777666153,0.674204761223581861850553,0.999944978756423290474992,0.00416489739433929312235704,0.0216104827485191226003528,0.0238667462045716619369158,1.10440597196780121817678,0,0,0,0,25,-0.00511879922547667930217069,-0.00322958519591146879718163,0.0251321732630600081192052,strong_box_variation,resolvent_factor_is_main_tax
positive_pocket,50,5,100,"[0.84,0.92]","[32.75,33.0]",25,0.820724783612405168937278,0.819083334045180358599403,0.0545023306803492491434609,0.0567341402567636277336837,0.0573840656783399378776627,4.09488832597585573164091,0.0575789138938324580147067,0.0612150707166431859492704,0.0651805167804920920799541,0.0871774405130774687053589,0.21455404510929638352219,0.366163807582985469346542,0.00561218028241091269323636,0.0131424114703042869734945,0.0216104827485191226003528,2.85063944154615915040645,0.0911647054316764916208826,0.135905713984654130991841,0.0210749389976558777666153,0.674204761223581861850553,0.999944978756423290474992,0.00460706125381962424434038,0.0216104827485191226003528,0.0238667462045716619369158,1.10440597196780121817678,0,0,0,0,25,-0.00634587630365543148115962,-0.00443153305851997724930505,0.0254749226222780980542274,strong_box_variation,resolvent_factor_is_main_tax
early_anchor_fail,50,3,25,"[0.84,0.92]","[32.0,32.25]",25,0.7806064815746763486572,0.779045268611526995959886,0.0545023306803492491434609,0.0539382642853689500976606,0.0547401595030892656752835,-1.03493995199671803628379,0.0553987953549108390137811,0.0584159267919998847685826,0.0616751423671609994815056,0.946269240162326910709546,1.10840957318671871455331,1.25819258118558253467696,0.0528385810347222745679842,0.064518589799419987518697,0.0769677354891982448073462,0.456657881077839124955746,0.170403207974836115211584,0.0692417893886206240689776,0.856414404240196427111455,0.928686930634670929103141,0.971926115140255153317062,0.0115371383171939135416888,0.0769677354891982448073462,0.0775992065699265768272356,1.00820436091454130826027,0,0,0,0,0,-0.127339494090111332969387,-0.121415924089064278338295,0.073861018132721935697949,factor_larger+anchor_much_larger+anchor_phase_aligned+sector_unhelpful,anchor_exceeds_margin_scale
