sigma,t,split,main0_abs,rest0_abs,tilt_main_abs,tilt_rest_abs,no_tilt_surplus,tilt_norm_only_surplus,tilt_oriented_surplus,oriented_gain,norm_tax,full0_abs,full_oriented_abs,full_abs_gain,branch_mass,branch_defect,profile_min,profile_max,tilt_factor_min,tilt_factor_max
0.7,10.0,core,0.1787173980238043,0.07439331915282213,0.044731283301380674,0.017854399546953722,0.10432407887098216,0.04173839602264777,0.13120092982267523,0.026876850951693065,0.06258568284833439,0.2282946655894445,0.284839185907815,0.056544520318370484,0.462386191330629,-0.5376138086693709,0.23998512530400262,0.2492214534215833,1.2399851253040026,1.2492214534215833
0.7,10.05,core,0.16892917952926068,0.07317724599860269,0.0423718295381094,0.017562542978160584,0.09575193353065799,0.035817561014388,0.12056073591966786,0.02480880238900987,0.059934372516269985,0.2333554157255099,0.29112207456200184,0.05776665883649193,0.462386191330629,-0.5376138086693709,0.23998512530400262,0.2492214534215833,1.2399851253040026,1.2492214534215833
0.7,10.1,core,0.16686109445237549,0.0719381478268587,0.041841639264799314,0.01726516039890281,0.09492294662551679,0.03581614696181466,0.11949763489342606,0.024574688267909275,0.05910679966370212,0.23809661799115875,0.29700896027789786,0.05891234228673911,0.462386191330629,-0.5376138086693709,0.23998512530400262,0.2492214534215833,1.2399851253040026,1.2492214534215833
0.7,10.15,core,0.17343023169955,0.07068475030793073,0.04336333582671898,0.01696434593913652,0.10274548139161926,0.042417799625763766,0.12914081260241114,0.026395331210791878,0.0603276817658555,0.24254117765651137,0.3025279694874764,0.05998679183096503,0.462386191330629,-0.5376138086693709,0.23998512530400262,0.2492214534215833,1.2399851253040026,1.2492214534215833
0.7,10.2,core,0.18759316365966164,0.06942604869059534,0.04670620718331932,0.01666225842748873,0.1181671149690663,0.05479864935825825,0.14820590491923752,0.030038789950171216,0.06336846561080806,0.24674270252819472,0.30774540402746214,0.061002701499267425,0.462386191330629,-0.5376138086693709,0.23998512530400262,0.2492214534215833,1.2399851253040026,1.2492214534215833
0.7,10.25,core,0.20704705357345513,0.06817099899125806,0.05133737817695861,0.016361047277673634,0.13887605458219707,0.07117762912756483,0.1738466412619981,0.03497058667980105,0.06769842545463224,0.2507665557866158,0.31274224241141035,0.06197568662479458,0.462386191330629,-0.5376138086693709,0.23998512530400262,0.2492214534215833,1.2399851253040026,1.2492214534215833
0.7,10.3,core,0.2292827454337133,0.06692821435890763,0.056662153245683584,0.016062779617182537,0.16235453107480569,0.08962959821193957,0.20294838838083104,0.040593857306025355,0.07272493286286612,0.25467006648316975,0.3175895750335338,0.06291950855036404,0.462386191330629,-0.5376138086693709,0.23998512530400262,0.2492214534215833,1.2399851253040026,1.2492214534215833
0.7,10.35,core,0.2521649564971285,0.06570567861801976,0.062165232170000514,0.01576937153873308,0.18645927787910874,0.10852467417037515,0.23285033045483652,0.04639105257572779,0.07793460370873359,0.2584867257145697,0.3223289699712373,0.06384224425666757,0.462386191330629,-0.5376138086693709,0.23998512530400262,0.2492214534215833,1.2399851253040026,1.2492214534215833
0.7,10.4,core,0.2740524219497565,0.06451048910247884,0.06744563391855178,0.015482526381557298,0.20954193284727765,0.12661377254716857,0.26150113951087306,0.05195920666359541,0.08292816030010908,0.2622179695578285,0.3269622453918394,0.06474427583401088,0.462386191330629,-0.5376138086693709,0.23998512530400262,0.2492214534215833,1.2399851253040026,1.2492214534215833
0.7,10.45,core,0.29373556044614807,0.06334864041719085,0.07220561344491472,0.015203682835262567,0.23038692002895722,0.14297762374877993,0.28738587918849257,0.056998959159535345,0.08740929628017728,0.2658340015413065,0.3314524596267415,0.06561845808543504,0.462386191330629,-0.5376138086693709,0.23998512530400262,0.2492214534215833,1.2399851253040026,1.2492214534215833
0.7,10.5,core,0.31034855712152154,0.06222485951658246,0.07623110061329187,0.014933975359593621,0.24812369760493908,0.1569586216320536,0.30941870474500055,0.061295007140061475,0.09116507597288549,0.26928266088554553,0.3357348932614603,0.06645223237591474,0.462386191330629,-0.5376138086693709,0.23998512530400262,0.2492214534215833,1.2399851253040026,1.2492214534215833
0.7,10.55,core,0.3233013468342683,0.061142500361683075,0.07937574901605338,0.014674208902827337,0.26215884647258525,0.16810888855370454,0.32685899474576807,0.06470014827318282,0.09404995791888071,0.2725033537359647,0.3397343264584103,0.0672309727224456,0.462386191330629,-0.5376138086693709,0.23998512530400262,0.2492214534215833,1.2399851253040026,1.2492214534215833
0.7,10.6,core,0.33223466807094815,0.060103503421760254,0.0815500986586774,0.01442484918256344,0.2721311646491879,0.17615621680794707,0.3392555978045266,0.06712443315533867,0.09597494784124085,0.27544208173983975,0.3433836907420459,0.06794160900220614,0.462386191330629,-0.5376138086693709,0.23998512530400262,0.2492214534215833,1.2399851253040026,1.2492214534215833
0.7,10.65,core,0.33699203282144663,0.05910842158340021,0.08271468974364883,0.014186028903958401,0.2778836112380464,0.18098289259043915,0.3464118732283378,0.06852826199029138,0.09690071864760723,0.2780637616418956,0.34663936824783287,0.06857560660593726,0.462386191330629,-0.5376138086693709,0.23998512530400262,0.2492214534215833,1.2399851253040026,1.2492214534215833
0.7,10.7,core,0.33760280361227024,0.05815650992675975,0.08287583821305582,0.013957569305711815,0.2794462936855105,0.18261288616674287,0.3483644269580686,0.06891813327255808,0.09683340751876764,0.2803590949921684,0.349489731587478,0.0691306365953096,0.462386191330629,-0.5376138086693709,0.23998512530400262,0.2492214534215833,1.2399851253040026,1.2492214534215833
0.7,10.75,core,0.33427255168057796,0.05724587274013039,0.08208317633898926,0.013739015442888547,0.2770266789404476,0.18120448715856977,0.3453708258436322,0.06834414690318463,0.09582219178187781,0.28234480476965407,0.35195545092859143,0.06961064615893736,0.462386191330629,-0.5376138086693709,0.23998512530400262,0.2492214534215833,1.2399851253040026,1.2492214534215833
0.7,10.8,core,0.3273784590353442,0.056373657522164784,0.08042841101389152,0.013529682746456658,0.2710048015131794,0.1770467077528312,0.33790351697713683,0.06689871546395743,0.09395809376034818,0.2840576950222659,0.35408213118990967,0.07002443616764376,0.462386191330629,-0.5376138086693709,0.23998512530400262,0.2492214534215833,1.2399851253040026,1.2492214534215833
0.7,10.85,core,0.3174683212194133,0.05553628297049662,0.07804492692546611,0.013328711739299684,0.2619320382489167,0.17055839958415092,0.3266481513412764,0.0647161130923597,0.09137363866476579,0.28554438087098666,0.3559275710743304,0.07038319020334372,0.462386191330629,-0.5376138086693709,0.23998512530400262,0.2492214534215833,1.2399851253040026,1.2492214534215833
0.7,10.9,core,0.30526148583098844,0.054729686356367664,0.07510779476590512,0.01313512740468895,0.2505317994746208,0.16228887730402672,0.31250422419483603,0.06197242472021525,0.08824292217059407,0.2868494311890626,0.3575470479608705,0.07069761677180791,0.462386191330629,-0.5376138086693709,0.23998512530400262,0.2492214534215833,1.2399851253040026,1.2492214534215833
0.7,10.95,core,0.2916483258248297,0.0539495753452504,0.07183331576649014,0.012947899621698126,0.23769875047957928,0.152917535091391,0.29658377952386694,0.05888502904428766,0.08478121538818827,0.2880048947979916,0.3589803169871629,0.0709754221891713,0.462386191330629,-0.5376138086693709,0.23998512530400262,0.2492214534215833,1.2399851253040026,1.2492214534215833
