sigma,t,full_abs,total_mass,full_efficiency,depth_main_abs,depth_rest_abs,depth_surplus,depth_coverage,core_main_abs,core_rest_abs,core_surplus,core_coverage,center_main_abs,center_rest_abs,center_surplus,center_coverage,layer_sum_abs,layer_efficiency,tilt_factor_min,tilt_factor_max
0.735,13.8,0.06379413110285452,5.273997051843567,0.012095973978702695,0.063355141480806,0.0005196520366936929,0.0628354894441123,0.00820220781688454,0.0757941677256364,0.024695243517332613,0.05109892420830378,0.3258198388921654,0.071066688077015,0.013476163117998903,0.05759052495901609,0.18962700363065718,0.11836084007052429,0.5389800466509306,1.0,1.0
0.735,13.801,0.0636717844498544,5.273997051843567,0.012072775889701612,0.06323440921848085,0.0005186571360940425,0.0627157520823868,0.008202134605259506,0.07580895465910982,0.02469396576384122,0.051114988895268595,0.3257394311118336,0.07106367841512402,0.013475189442033289,0.05758848897309073,0.18962133318397786,0.11813219225558483,0.538987580219432,1.0,1.0
0.735,13.802000000000001,0.06354953628842748,5.273997051843567,0.012049596475639522,0.06311377518968106,0.0005176630391410031,0.06259611215054006,0.008202061080726472,0.0758232959513916,0.024692689663468978,0.051130606287922625,0.32566099051271574,0.07105986493190929,0.013474215895165143,0.057585649036744145,0.189617808985091,0.11790372638096383,0.5389951466257294,1.0,1.0
0.735,13.803,0.06342738748758986,5.273997051843567,0.012026435901290145,0.06299324023602333,0.0005166697526064415,0.06247657048341689,0.00820198723975114,0.07583718791224989,0.024691415214491776,0.05114577269775811,0.32558453041615754,0.07105523717860207,0.013473242477371172,0.0575819947012309,0.18961645914298025,0.11767544405065068,0.5390027460639027,1.0,1.0
0.735,13.804,0.06330533892216039,5.273997051843567,0.012003294332527455,0.06287280520497933,0.0005156772833081804,0.06235712792167115,0.008201913078746173,0.07585062688166574,0.024690142415204227,0.051160484466461514,0.3255100640594997,0.0710497848333421,0.013472269188632799,0.057577515644709296,0.18961731158277287,0.11744734687896217,0.5390103787308285,1.0,1.0
0.735,13.805000000000001,0.06318339147279661,5.273997051843567,0.011980171936332494,0.06275247094991215,0.0005146856381106708,0.062237785311801484,0.00820183859407677,0.07586360922973719,0.02468887126392144,0.051174737965815745,0.32543760459848836,0.07104349770106042,0.013471296028930374,0.05757220167213004,0.18962039405232292,0.1172194364906007,0.539018044826235,1.0,1.0
0.735,13.806000000000001,0.0630615460260364,5.273997051843567,0.011957068880801279,0.06263223833011877,0.0005136948239252098,0.062118543506193565,0.00820176378205827,0.0758761313565675,0.024687601758973655,0.051188529597593846,0.32536716510964825,0.07103636571334916,0.013470322998239831,0.05756604271510933,0.18962573412885741,0.11699171452074345,0.5390257445526636,1.0,1.0
0.735,13.807,0.06293980347432114,5.273997051843567,0.01193398533514918,0.06251210821085396,0.0005127048477101098,0.06199940336314384,0.008201688638955373,0.075888189692161,0.024686333898711797,0.05120185579344921,0.3252987585927592,0.07102837892832105,0.013469350096545707,0.05755902883177534,0.18963335922587263,0.1167641826150936,0.5390334781154472,1.0,1.0
0.735,13.808,0.06281816471604378,5.273997051843567,0.011910921469720047,0.06239208146337834,0.0005117157164716318,0.0618803657469067,0.008201613160990447,0.07589978069631997,0.024685067681505465,0.051214713014814506,0.32523239797321746,0.07101952753045382,0.013468377323825081,0.05755115020662874,0.1896432965996531,0.11653684242996154,0.5390412457227627,1.0,1.0
0.735,13.809000000000001,0.06269663065558484,5.273997051843567,0.011887877455993028,0.062272158964996306,0.0005107274372634224,0.061761431527732884,0.008201537344329213,0.07591090085853686,0.0246838031057357,0.051227097752801154,0.3251680961043395,0.07100980183043169,0.013467404680055679,0.05754239715037601,0.18965557335612981,0.11630969563233912,0.5390490475856122,1.0,1.0
