sigma,t,q_abs,main_base,seed_complex_re,seed_complex_im,seed_abs,prefix_abs,seed_prefix_norm_tax,main_seeded_oriented,oriented_gain,tail_without_tilt,tilt_tail_upper,vertical_tail,horizontal_tail,horizontal_defect,cutoff_budget,defect_total,surplus_no_tilt,surplus_tilt_norm_only,surplus_tilt_oriented,norm_tax,net_oriented_gain,failure_class
0.5,24.5,0.35355339059327384,0.10769651868994817,-0.12129921410429464,-0.2685712061721765,0.2946930473002328,0.8615721495195852,0.25389932221093836,0.3501324937050113,0.24243597501506314,0.01518611209138778,0.007122906667098117,0.003021324532574276,0.012164787112021774,0.7663815880573711,4.4679173024089337e-10,0.7663815880573711,-0.6738711814588106,-0.9348934103368471,-0.4385581131108457,0.2610222288780365,-0.018586253862973356,seed_helps_but_norm_tax_eats
0.5,24.501,0.3535533905932738,0.10771110462676871,-0.12587465285638938,-0.2678770216055528,0.2959772405709235,0.8616888370141493,0.2550402842102162,0.35182698612182167,0.24411588149505298,0.015185910272777475,0.007153946384164547,0.003021324532574273,0.012164585293415964,0.7663688734852058,4.467872367968555e-10,0.7663688734852058,-0.6738436791312146,-0.9360379097255953,-0.43688174402032615,0.26219423059438074,-0.018078349099327762,seed_helps_but_norm_tax_eats
0.5,24.502,0.3535533905932738,0.10772570781339086,-0.130441933985325,-0.26712787240937763,0.29727495414143557,0.8618056625071265,0.25619323880063555,0.3535185473557595,0.24579283954236864,0.015185708595875744,0.007185312894939288,0.003021324532574273,0.012164383616518474,0.7663561678406638,4.4678299598320454e-10,0.7663561678406638,-0.6738161686231487,-0.9371947203187236,-0.4352086419757194,0.26337855169557484,-0.0175857121532062,seed_helps_but_norm_tax_eats
0.5,24.503,0.35355339059327384,0.10774032829086741,-0.13500044891902302,-0.2663238555697409,0.2985858624480904,0.861922626326939,0.2573579107453522,0.3552070529023002,0.2474667246114328,0.015185507060629261,0.007216998330354107,0.003021324532574276,0.01216418208127587,0.7663434711203791,4.4677911499968357e-10,0.7663434711203791,-0.673788649890141,-0.9383635589658472,-0.4335389236090623,0.2645749090757063,-0.017108184464273507,seed_helps_but_norm_tax_eats
0.5,24.504,0.3535533905932738,0.10775496610024661,-0.13954959019646332,-0.265465074661827,0.2999096430413838,0.8620397288019728,0.2585340273524909,0.35689238055284084,0.24913741445259424,0.015185305666983399,0.007248994896612205,0.003021324532574273,0.012163980687634683,0.7663307833209848,4.4677444253661224e-10,0.7663307833209848,-0.6737611228877216,-0.9395441451368247,-0.43187270333173955,0.2657830222491031,-0.016645607796508866,seed_helps_but_norm_tax_eats
0.5,24.505,0.3535533905932738,0.10776962128257248,-0.14408875153868297,-0.2645516398373637,0.3012459766712487,0.8621569702605799,0.25972131855007313,0.35857441034489745,0.25080478906232495,0.015185104414885879,0.007281294877249125,0.003021324532574273,0.012163779435541698,0.7663181044391267,4.4676990694472637e-10,0.7663181044391267,-0.6737335875714401,-0.9407362009987623,-0.43021009338636423,0.26700261342732223,-0.016197824364997282,seed_helps_but_norm_tax_eats
0.5,24.506,0.3535533905932738,0.10778429387888405,-0.14861732791950286,-0.2635836678113743,0.3025945473646708,0.8622743510310722,0.2609195169544125,0.3602530245135479,0.25246873063466385,0.015184903304283567,0.007313890635008699,0.003021324532574273,0.012163578324943499,0.7663054344714404,4.4676579525422867e-10,0.7663054344714404,-0.67370604389684,-0.9419394514862611,-0.42855120389718476,0.2682334075894212,-0.015764676954757362,seed_helps_but_norm_tax_eats
0.5,24.507,0.3535533905932738,0.10779898393021525,-0.15313471563605732,-0.26256128184811023,0.30395504249585814,0.8623918714417218,0.26212835793215117,0.3619281074440469,0.25412912351383166,0.015184702335122344,0.007346774613539133,0.003021324532574273,0.0121633773557867,0.766292773414562,4.4676137035107e-10,0.766292773414562,-0.6736784918194691,-0.9431536243651595,-0.4268961429191766,0.2694751325456903,-0.01534600903185862,seed_helps_but_norm_tax_eats
0.5,24.508,0.3535533905932738,0.10781369147759466,-0.15764031237929743,-0.26148461174634413,0.30532715284949485,0.8625095318207572,0.26334757965638256,0.3635995456258002,0.25578585414820554,0.015184501507349285,0.007379939338921867,0.003021324532574273,0.012163176528017993,0.7662801212651336,4.467570182507191e-10,0.7662801212651336,-0.6736509312948882,-0.9443784502901926,-0.42524501648560453,0.27072751899530445,-0.014941664847098912,seed_helps_but_norm_tax_eats
0.5,24.509,0.35355339059327384,0.10782841656204538,-0.16213351730429423,-0.26035379382376,0.30671057267705465,0.8626273324963629,0.2645769231568395,0.36526722760740943,0.25743881104536404,0.015184300820911207,0.007413377421032722,0.003021324532574276,0.012162975841584059,0.7662674780197949,4.467528725499477e-10,0.7662674780197949,-0.6736233622786607,-0.9456136628565329,-0.4235979286543294,0.2719903005778722,-0.014551489532508177,seed_helps_but_norm_tax_eats
0.5,24.51,0.35355339059327373,0.1078431592245842,-0.16661373110020913,-0.2591689709007088,0.30810499974662087,0.8627452737966735,0.26581613236452245,0.36693104395287185,0.25908788472828764,0.015184100275753875,0.00744708155474604,0.00302132453257427,0.01216277529643146,0.7662548436751825,4.467481446707525e-10,0.7662548436751825,-0.6735957847263522,-0.9468589986456206,-0.4219549815528106,0.2732632139192685,-0.014175329190980857,seed_helps_but_norm_tax_eats
0.5,24.511,0.35355339059327373,0.1078579195062222,-0.17108035606035288,-0.2579302922831452,0.3095101353865586,0.8628633560497776,0.26706495415106696,0.3685908871990153,0.2607329676927931,0.015183899871825364,0.007481044520990346,0.00302132453257427,0.012162574892506911,0.7662422182279361,4.4674418285453196e-10,0.7662422182279361,-0.6735681985935392,-0.9481141972655965,-0.4203162754217366,0.2745459986720573,-0.01381303097926423,seed_helps_but_norm_tax_eats
0.5,24.512,0.35355339059327384,0.10787269744796374,-0.17553279615186632,-0.2566379137448111,0.31092568452313774,0.8629815795837097,0.2683231383629236,0.3702466518139396,0.2623739543659759,0.015183699609071608,0.0075152591876576445,0.003021324532574276,0.012162374629757106,0.7662296016746968,4.4674022530533084e-10,0.7662296016746968,-0.6735406038358046,-0.9493790013863859,-0.41868190865748645,0.27583839755058126,-0.01346444318460538,seed_helps_but_norm_tax_eats
0.5,24.513,0.3535533905932738,0.10788749309080647,-0.17997045708526868,-0.255291997508755,0.31235135571258643,0.8630999447264516,0.2695904378507656,0.37189823415663137,0.2640107410658249,0.015183499487438553,0.007549718510378164,0.003021324532574273,0.012162174508128726,0.7662169940121095,4.4673555229806974e-10,0.7662169940121095,-0.6735130004087416,-0.9506531567698854,-0.4170519778532949,0.27714015636114375,-0.013129415295318858,seed_helps_but_norm_tax_eats
0.5,24.514,0.3535533905932738,0.10790230647574116,-0.1843927463837312,-0.25389271222797694,0.31378686116759785,0.8632184518059292,0.27086660849413585,0.37354553243751504,0.26564322596177387,0.01518329950687389,0.007584415533161125,0.003021324532574273,0.012161974527568346,0.7662043952368056,4.4673126925013455e-10,0.7662043952368056,-0.6734853882679384,-0.9519364122952354,-0.41542657783932563,0.278451024027297,-0.012807798065523124,seed_helps_but_norm_tax_eats
