label,box_id,sigma_min,sigma_max,t_min,t_max,points,lambdaConst,lambdaMin,lambdaMean,mainNormLowerConst,restUpperCombinedConst,restUpperSeparateConst,angularBudgetCombinedConst,angularBudgetSeparateConst,min_pointwise_angular_surplus_combined,max_pointwise_destructive_ratio,min_pointwise_destructive_ratio,max_abs_z0,max_D0_abs,pass_combined_const,pass_separate_const,recommended_mode
angular_positive_box_sigmas084_086_t32p82_32p86,s0_t0,0.84,0.84,32.82,32.824,5,0.0,0.0,0.0,0.0658393752161756,0.003083623118515229,0.003099047773027496,0.06275575209766036,0.0627403274431481,0.06275575209766036,0.0,0.0,0.17998688852289235,0.011851518502055205,True,True,combined
angular_positive_box_sigmas084_086_t32p82_32p86,s0_t1,0.84,0.84,32.825,32.829,5,0.0,0.0,0.0,0.06511303595989947,0.0030870239607465873,0.0030981042471330596,0.06202601199915288,0.062014931712766404,0.06202601199915288,0.0,0.0,0.18196978256512625,0.01184990056448525,True,True,combined
angular_positive_box_sigmas084_086_t32p82_32p86,s0_t2,0.84,0.84,32.83,32.834,5,0.0,0.0,0.0,0.06440651873168132,0.003089767664663176,0.003097236567939818,0.061316751067018144,0.061309282163741506,0.061316751067018144,0.0,0.0,0.18394076013232583,0.011848280934456263,True,True,combined
angular_positive_box_sigmas084_086_t32p82_32p86,s0_t3,0.84,0.84,32.835,32.839,5,0.0,0.0,0.0,0.063721964125263,0.0030918521061914055,0.0030964460485638726,0.06063011201907159,0.06062551807669913,0.06063011201907159,0.0,0.0,0.18589134065900015,0.011846659613630938,True,True,combined
angular_positive_box_sigmas084_086_t32p82_32p86,s0_t4,0.84,0.84,32.84,32.844,5,0.0,0.0,0.0,0.06306154031157019,0.003093275761312023,0.0030957339784479085,0.059968264550258166,0.059965806333122276,0.059968264550258166,0.0,0.0,0.18781236426926218,0.011845036603602092,True,True,combined
angular_positive_box_sigmas084_086_t32p82_32p86,s0_t5,0.84,0.84,32.845,32.849000000000004,5,0.0,0.0,0.0,0.06242743314882505,0.003094037706141644,0.0030951016209074867,0.0593333954426834,0.05933233152791756,0.0593333954426834,0.0,0.0,0.18969402290395268,0.011843411905891619,True,True,combined
angular_positive_box_sigmas084_086_t32p82_32p86,s0_t6,0.84,0.84,32.85,32.854,5,0.0,0.0,0.0,0.061821834886157355,0.003094177092653147,0.003094550210664897,0.05872765779350421,0.05872728467549246,0.05872769726861468,0.0,0.0,0.19152591027804633,0.011841785521947614,True,True,combined
angular_positive_box_sigmas084_086_t32p82_32p86,s0_t7,0.84,0.84,32.855,32.859,5,0.0,0.0,0.0,0.06124693144601708,0.0030940781697309967,0.0030940809513818643,0.05815285327628608,0.05815285049463522,0.05815335567175429,0.0,0.0,0.19329709270927553,0.011840157453144193,True,True,combined
angular_positive_box_sigmas084_086_t32p82_32p86,s0_t8,0.84,0.84,32.86,32.86,1,0.0,0.0,0.0,0.061135825228501944,0.003093384062042058,0.0030936950132090806,0.05804244116645989,0.058042130215292864,0.05804244116645989,0.0,0.0,0.19364305064230938,0.011838527700782179,True,True,combined
angular_positive_box_sigmas084_086_t32p82_32p86,s1_t0,0.85,0.85,32.82,32.824,5,0.0,0.0,0.0,0.06633200445851081,0.002787655990886729,0.0028018857207130063,0.06354434846762408,0.0635301187377978,0.06354434846762408,0.0,0.0,0.16034891354896813,0.010637426841807414,True,True,combined
angular_positive_box_sigmas084_086_t32p82_32p86,s1_t1,0.85,0.85,32.825,32.829,5,0.0,0.0,0.0,0.06567775865546115,0.002790864419433973,0.002801028101925755,0.06288689423602717,0.06287673055353539,0.06288689423602717,0.0,0.0,0.16192408533554137,0.010635974199001398,True,True,combined
angular_positive_box_sigmas084_086_t32p82_32p86,s1_t2,0.85,0.85,32.83,32.834,5,0.0,0.0,0.0,0.06504251830384981,0.0027934451491504844,0.002800240600316115,0.06224907315469933,0.0622422777035337,0.06224907315469933,0.0,0.0,0.1634831478550664,0.01063452004577014,True,True,combined
angular_positive_box_sigmas084_086_t32p82_32p86,s1_t3,0.85,0.85,32.835,32.839,5,0.0,0.0,0.0,0.06442815952132526,0.0027953962063380217,0.0027995243888459358,0.06163276331498724,0.06162863513247932,0.06163276331498724,0.0,0.0,0.16501943944433753,0.010633064383680292,True,True,combined
angular_positive_box_sigmas084_086_t32p82_32p86,s1_t4,0.85,0.85,32.84,32.844,5,0.0,0.0,0.0,0.06383657268953633,0.0027967161640174935,0.0027988806185440594,0.06103985652551883,0.061037692070992265,0.06103985652551883,0.0,0.0,0.16652586356779037,0.010631607214230171,True,True,combined
angular_positive_box_sigmas084_086_t32p82_32p86,s1_t5,0.85,0.85,32.845,32.849000000000004,5,0.0,0.0,0.0,0.06326965364282572,0.0027974041419561784,0.0027983104164122094,0.06047224950086954,0.06047134322641351,0.06047224950086954,0.0,0.0,0.16799492178655137,0.010630148538848814,True,True,combined
angular_positive_box_sigmas084_086_t32p82_32p86,s1_t6,0.85,0.85,32.85,32.854,5,0.0,0.0,0.0,0.06272929384305685,0.0027975134171461195,0.002797814883327759,0.059931780425910734,0.05993147895972909,0.05993183403583888,0.0,0.0,0.1694187592657337,0.010628688358895149,True,True,combined
angular_positive_box_sigmas084_086_t32p82_32p86,s1_t7,0.85,0.85,32.855,32.859,5,0.0,0.0,0.0,0.06221736955862295,0.0027973950720398717,0.002797395091949359,0.05941997448658308,0.05941997446667359,0.05942048618338442,0.0,0.0,0.1707892236990848,0.010627226675654591,True,True,combined
angular_positive_box_sigmas084_086_t32p82_32p86,s1_t8,0.85,0.85,32.86,32.86,1,0.0,0.0,0.0,0.062118560316659605,0.0027966922948277607,0.002797052084639916,0.05932186802183184,0.05932150823201969,0.05932186802183184,0.0,0.0,0.1710561776734324,0.010625763490344352,True,True,combined
angular_positive_box_sigmas084_086_t32p82_32p86,s2_t0,0.86,0.86,32.82,32.824,5,0.0,0.0,0.0,0.06678608248280067,0.0025223740111420664,0.002535508330223049,0.0642637084716586,0.06425057415257762,0.0642637084716586,0.0,0.0,0.14294403110922715,0.00954771513570597,True,True,combined
angular_positive_box_sigmas084_086_t32p82_32p86,s2_t1,0.86,0.86,32.825,32.829,5,0.0,0.0,0.0,0.06619641793547523,0.0025253996326919017,0.002534728930435161,0.06367101830278334,0.06366168900504007,0.06367101830278334,0.0,0.0,0.14419762930020305,0.009546410896350315,True,True,combined
angular_positive_box_sigmas084_086_t32p82_32p86,s2_t2,0.86,0.86,32.83,32.834,5,0.0,0.0,0.0,0.06562486524524407,0.002527826414892128,0.0025340143780493065,0.06309703883035193,0.06309085086719476,0.06309703883035193,0.0,0.0,0.1454335918964847,0.009545105309309592,True,True,combined
angular_positive_box_sigmas084_086_t32p82_32p86,s2_t3,0.86,0.86,32.835,32.839,5,0.0,0.0,0.0,0.06507306868219959,0.0025296525278438943,0.0025333657224590913,0.06254341615435569,0.0625397029597405,0.06254341615435569,0.0,0.0,0.14664671659708606,0.00954379837606051,True,True,combined
angular_positive_box_sigmas084_086_t32p82_32p86,s2_t4,0.86,0.86,32.84,32.844,5,0.0,0.0,0.0,0.0645426774751373,0.002530876637911182,0.0025327839928061613,0.062011800837226114,0.06200989348233114,0.062011800837226114,0.0,0.0,0.14783152607671363,0.009542490098013362,True,True,combined
angular_positive_box_sigmas084_086_t32p82_32p86,s2_t5,0.86,0.86,32.845,32.849000000000004,5,0.0,0.0,0.0,0.064035338102572,0.002531497907706424,0.0025322701961902573,0.06150384019486558,0.06150306790638175,0.06150384019486558,0.0,0.0,0.148982297830661,0.009541180476512626,True,True,combined
angular_positive_box_sigmas084_086_t32p82_32p86,s2_t6,0.86,0.86,32.85,32.854,5,0.0,0.0,0.0,0.06355268585992158,0.0025315811438543705,0.002531825315880152,0.061021104716067205,0.061020860544041426,0.06102116986333427,0.0,0.0,0.15009310223897898,0.009539869512833154,True,True,combined
