label,box_id,sigma_min,sigma_max,t_min,t_max,points,mainNormLowerConst,numeratorUpperConst,parallelUpperConst,restUpperCombinedConst,restUpperSeparateConst,budgetCombinedConst,budgetSeparateConst,min_pointwise_surplus_combined,min_pointwise_surplus_separate,max_D0_abs,max_parallel_exact,max_angle_D0_vs_M,pass_combined_const,pass_separate_const,recommended_mode
seed_hurts_sigma0740_t14p25_14p35_w005,s0.74_t0,0.74,0.74,14.25,14.254,5,0.043796795269547516,0.002887647418726518,0.06593284739110436,0.01837439362440991,0.019004960540235042,-0.04051044574596675,-0.04114101266179189,-0.03786328986817292,-0.038493856783998054,0.07907417767974118,0.06328569151331052,143.16193464060703,False,False,fail_parallel
seed_hurts_sigma0740_t14p25_14p35_w005,s0.74_t1,0.74,0.74,14.255,14.259,5,0.04638204936919157,0.003040571008135968,0.06555490862280898,0.01835515965396581,0.018999877503748482,-0.03752801890758323,-0.03817273675736589,-0.03487529235152535,-0.03552001020130802,0.07903956029582138,0.0629021820667511,142.73387585367448,False,False,fail_parallel
seed_hurts_sigma0740_t14p25_14p35_w005,s0.74_t10,0.74,0.74,14.3,14.304,5,0.07006463132358647,0.004738399112687886,0.06762897375145051,0.01821250977364448,0.018959499689259595,-0.015776852201508523,-0.016523842117123638,-0.013366190434373742,-0.014113180349988857,0.07872842529572345,0.06569982213898845,146.59553374939182,False,False,fail_parallel
seed_hurts_sigma0740_t14p25_14p35_w005,s0.74_t11,0.74,0.74,14.305,14.309,5,0.07263362956101274,0.004952676373098651,0.0681870973959572,0.018200435702857877,0.01895557735536515,-0.013753903537802335,-0.01450904519030961,-0.011390192496094916,-0.01214533414860219,0.07869390166034017,0.06632842972991335,147.4755459283256,False,False,fail_parallel
seed_hurts_sigma0740_t14p25_14p35_w005,s0.74_t12,0.74,0.74,14.31,14.314,5,0.07517485037613016,0.005169857765687006,0.06877110815412493,0.01818918193038578,0.018951761639589084,-0.011785439708380557,-0.01254801941758386,-0.00947141004708954,-0.010233989756292843,0.07865938742715375,0.06697947262213384,148.4092700704714,False,False,fail_parallel
seed_hurts_sigma0740_t14p25_14p35_w005,s0.74_t13,0.74,0.74,14.315,14.319,5,0.0776851452199496,0.0053892942513984275,0.06937354929491016,0.018178762280771348,0.018948050960049784,-0.00986716635573191,-0.010636455035010345,-0.007605361488719747,-0.008374650167998182,0.07862488260106767,0.06764595226410695,149.39135919397543,False,False,fail_parallel
seed_hurts_sigma0740_t14p25_14p35_w005,s0.74_t14,0.74,0.74,14.32,14.324,5,0.08016157222672288,0.005610326781765158,0.06998773384705252,0.01816918917658882,0.018944443777342175,-0.007995350796918464,-0.00877060539767182,-0.005788152797487695,-0.0065634073982410515,0.0785903871869696,0.06832158070031821,150.41717092697522,False,False,fail_parallel
seed_hurts_sigma0740_t14p25_14p35_w005,s0.74_t15,0.74,0.74,14.325,14.329,5,0.08260136758309194,0.005832288056290623,0.07060764521148753,0.018160473609709047,0.01894093859605809,-0.006166751238104635,-0.006947216224453677,-0.004016401364869433,-0.004796866351218475,0.07855590118973393,0.06900068787652876,151.48266058845573,False,False,fail_parallel
seed_hurts_sigma0740_t14p25_14p35_w005,s0.74_t16,0.74,0.74,14.33,14.334,5,0.08500192241811766,0.006054504305914512,0.07122785148473336,0.018152625115413275,0.018937533965996456,-0.004378554182028975,-0.005163463032612156,-0.002287169205530369,-0.0030720780561135502,0.07852142461422372,0.0696781422670465,152.58429263527378,False,False,fail_parallel
seed_hurts_sigma0740_t14p25_14p35_w005,s0.74_t17,0.74,0.74,14.335,14.339,5,0.08736076407791815,0.00627629709806202,0.07184343182328524,0.018145651749442868,0.018934228483088608,-0.002628319494809961,-0.0034168962284557014,-0.000597904725120682,-0.0013864814587664226,0.07848695746528968,0.0703492829823508,153.718967045276,False,False,split_needed
seed_hurts_sigma0740_t14p25_14p35_w005,s0.74_t18,0.74,0.74,14.34,14.344,5,0.08967554090141246,0.006496985158711376,0.07244991324729265,0.01813956006806923,0.018931020790063032,-0.0009139324139494226,-0.001705393135943225,0.0010536078771813118,0.00026214715518750945,0.07845249974777303,0.07100986169794747,154.88395788500844,False,False,split_needed
seed_hurts_sigma0740_t14p25_14p35_w005,s0.74_t19,0.74,0.74,14.345,14.349,5,0.09194400980647825,0.0067158862068769235,0.07304321642064963,0.018134355111249556,0.01892790957687314,0.0007664382745790621,-2.711619104452112e-05,0.0026692924999067724,0.0018757380342831892,0.07841805146650503,0.07165599294723844,156.0768618517539,True,False,combined
seed_hurts_sigma0740_t14p25_14p35_w005,s0.74_t2,0.74,0.74,14.26,14.264,5,0.048997532123422775,0.003201979217282148,0.06534980597015567,0.018336538764113768,0.01899491863694594,-0.034688812610846664,-0.03534719248367884,-0.03203988418433648,-0.032698264057168656,0.07900495226409532,0.06270087754364549,142.52625786105503,False,False,fail_parallel
seed_hurts_sigma0740_t14p25_14p35_w005,s0.74_t20,0.74,0.74,14.35,14.35,1,0.0941640261438013,0.006759391972304479,0.07178316655642959,0.01813004038893363,0.018924893580908434,0.004250819198438081,0.0034559660064632756,0.004250819198438081,0.0034559660064632756,0.0783836126263092,0.07178316655642959,156.31860082868155,True,True,combined
seed_hurts_sigma0740_t14p25_14p35_w005,s0.74_t3,0.74,0.74,14.265,14.269,5,0.05163328682421839,0.0033714109736778567,0.06529530039711727,0.018318556672820716,0.018990082101681866,-0.0319805702457196,-0.032652095674580744,-0.029343277692919834,-0.030014803121780984,0.07897035358965311,0.06272303621463611,142.61173121556115,False,False,fail_parallel
seed_hurts_sigma0740_t14p25_14p35_w005,s0.74_t4,0.74,0.74,14.27,14.274,5,0.05428085730669093,0.0035483799824912628,0.06537074317825617,0.018301238114609385,0.018985366065027095,-0.029391123986174623,-0.030075251936592332,-0.02677211236724406,-0.027456240317661768,0.07893576427756406,0.06291174436039662,142.87101426525206,False,False,fail_parallel
