label,box_id,sigma_min,sigma_max,t_min,t_max,points,mainNormLowerConst,numeratorUpperConst,parallelUpperConst,restUpperCombinedConst,restUpperSeparateConst,budgetCombinedConst,budgetSeparateConst,min_pointwise_surplus_combined,min_pointwise_surplus_separate,max_D0_abs,max_parallel_exact,max_angle_D0_vs_M,pass_combined_const,pass_separate_const,recommended_mode
valley47_sigma05_t47p5_48p5_w005,s0.5_t0,0.5,0.5,47.5,47.504,5,0.5127773273032022,0.13648937890773144,0.26617670407846655,0.09501338036935014,0.09718624655840492,0.15158724285538555,0.14941437666633078,0.15250287059030507,0.15043459804867268,0.2710356103584037,0.2653038260636108,168.19576850307305,True,True,combined
valley47_sigma05_t47p5_48p5_w005,s0.5_t1,0.5,0.5,47.505,47.509,5,0.5081645143414388,0.13591744184439367,0.2674674008289172,0.09495955756854935,0.09700209884082042,0.1457375559439723,0.14369501467170123,0.14685849871800222,0.14491720678992548,0.27105252799995533,0.2663922988623809,169.36007065984762,True,True,combined
valley47_sigma05_t47p5_48p5_w005,s0.5_t10,0.5,0.5,47.55,47.554,5,0.4588040666144725,0.1257073721632178,0.27398922832313993,0.09429982570391442,0.09535967452399939,0.09051501258741813,0.08945516376733316,0.09339462659843704,0.0924054947076536,0.2712061660215588,0.27118351761084947,179.2595261277198,True,True,combined
valley47_sigma05_t47p5_48p5_w005,s0.5_t100,0.5,0.5,48.0,48.004,5,0.23472704548523202,0.061592686095743435,0.26240131795813265,0.08108758032275241,0.08113863278863491,-0.10876185279565305,-0.10881290526153554,-0.10744564533461028,-0.10749669780049277,0.27286074798527854,0.2617148851270726,163.56712744189855,False,False,fail_parallel
valley47_sigma05_t47p5_48p5_w005,s0.5_t101,0.5,0.5,48.005,48.009,5,0.2354808045673358,0.06194035458911282,0.2630378077012258,0.08100790148349629,0.08100966861444593,-0.1085649046173863,-0.10856667174833594,-0.10746931927989745,-0.10748647854591133,0.27288014279425105,0.2624929120826929,164.14052184504092,False,False,fail_parallel
valley47_sigma05_t47p5_48p5_w005,s0.5_t102,0.5,0.5,48.01,48.014,5,0.23607586504697745,0.062243641311743744,0.26365948632384634,0.08093082482279122,0.08095223109105404,-0.10851444609966011,-0.10853585236792293,-0.1076916051115953,-0.10772917055948426,0.27289955582409836,0.2632572088477003,164.72382233621892,False,False,fail_parallel
valley47_sigma05_t47p5_48p5_w005,s0.5_t103,0.5,0.5,48.015,48.019,5,0.23651069030967034,0.06250100350300479,0.26426291099641375,0.0808563003415666,0.0808977005002757,-0.10860852102831,-0.1086499211870191,-0.10806046023569182,-0.10811639210323003,0.2729189869505882,0.2640043248265457,165.31538729601675,False,False,fail_parallel
valley47_sigma05_t47p5_48p5_w005,s0.5_t104,0.5,0.5,48.02,48.024,5,0.23678405435626657,0.06271106419691863,0.26484496334606733,0.08078427456642487,0.08084363984662749,-0.10884518355622563,-0.10890454883642825,-0.10857369183171979,-0.10864600671181161,0.27293843604995516,0.2647311392178748,165.91361105714316,False,False,fail_parallel
valley47_sigma05_t47p5_48p5_w005,s0.5_t105,0.5,0.5,48.025,48.029,5,0.2368664641207788,0.06287261568933183,0.26543485555335067,0.08071469066819895,0.08079004933417092,-0.10928308210077081,-0.10935844076674278,-0.10922913287763061,-0.10931590699692954,0.27295790299890854,0.26543485555335067,166.5169158205602,False,False,fail_parallel
valley47_sigma05_t47p5_48p5_w005,s0.5_t106,0.5,0.5,48.03,48.034,5,0.23668375242092077,0.06298462253792299,0.26611299632393226,0.08064748858543834,0.08073692916778276,-0.11007673248844983,-0.11016617307079425,-0.11002464338299558,-0.11012401570827457,0.2729773876746408,0.26611299632393226,167.12374366625724,False,False,fail_parallel
valley47_sigma05_t47p5_48p5_w005,s0.5_t107,0.5,0.5,48.035,48.039,5,0.23633761084228247,0.06304622408903797,0.2667633977696052,0.08058260515248603,0.08068427952669435,-0.11100839207980878,-0.11111006645401711,-0.11095811041331195,-0.11106828562101706,0.2729968899548297,0.2667633977696052,167.73254861144736,False,False,fail_parallel
valley47_sigma05_t47p5_48p5_w005,s0.5_t108,0.5,0.5,48.04,48.044,5,0.23582820292946602,0.06305874800694238,0.2673927343024475,0.08051997423186,0.08063210056065614,-0.11208450560484146,-0.1121966319336376,-0.112027446987034,-0.11214669829592215,0.27301640971764435,0.267384204870405,168.34178866521685,False,False,fail_parallel
valley47_sigma05_t47p5_48p5_w005,s0.5_t109,0.5,0.5,48.045,48.049,5,0.23515596968620572,0.06305266069006572,0.2681312355123443,0.08045952685056118,0.08058039238883541,-0.11343479267669976,-0.11355565821497399,-0.11323058987538076,-0.11335726173935837,0.2730359468417573,0.26797386654209493,168.94991782563494,False,False,fail_parallel
valley47_sigma05_t47p5_48p5_w005,s0.5_t11,0.5,0.5,47.555,47.559,5,0.45254532646578954,0.12409018382533511,0.2742049836077929,0.09420706249679367,0.09517893601768088,0.08413328036120299,0.08316140684031578,0.08719523362498167,0.08629071598559471,0.2712233880462521,0.2712199992075157,179.91764146738424,True,True,combined
