sigma,t,q_abs,main_base_complex_re,main_base_complex_im,main_seeded_complex_re,main_seeded_complex_im,main_seeded_oriented,seed_complex_re,seed_complex_im,oriented_gain,seed_parallel_to_main,seed_perp_to_main,angle_seed_vs_main,horizontal_defect_total_abs,horizontal_defect_complex_re,horizontal_defect_complex_im,horizontal_defect_complex_abs,horizontal_defect_parallel_to_main,horizontal_defect_perp_to_main,horizontal_defect_parallel_to_seeded_main,horizontal_defect_perp_to_seeded_main,angle_defect_vs_main,angle_defect_vs_seeded_main,defect_j0_abs,defect_j1_abs,defect_j2_abs,defect_j3_abs,defect_j0_parallel,defect_j1_parallel,defect_j2_parallel,defect_j3_parallel,defect_j0_perp,defect_j1_perp,defect_j2_perp,defect_j3_perp,dominant_defect_layer,phase_aware_defect_cost,norm_over_projected_ratio,current_minus_projected_gain,seed_prefix_norm_tax,tilt_tail_upper,vertical_tail,horizontal_tail,cutoff_budget,tail_without_tilt,surplus_current_oriented,surplus_projected_parallel,surplus_projected_phase_aware,failure_class_refined
0.5,47.5,0.35355339059327384,-0.11540133230846458,0.02649885136130442,0.027203792121105713,0.5156121173847961,0.5163292572572282,-0.03573034566415353,0.5366689893138539,0.39792462634256687,0.029524872388713763,0.5086219523616438,93.32222057717506,0.41269824056110516,-0.04607741368331316,-0.2525532533407377,0.25672217244471507,0.011612520406388915,0.25645939872530543,0.25463015361389363,0.03270716580963509,92.59259068349887,172.68045478906677,0.27102209860962323,0.09582078188913691,0.03387776232620292,0.011977597736142114,0.26434562246728216,0.026909084809890942,0.0,0.0,0.05978603362951507,0.09196479433206843,0.011517509038564367,0.010989103931482638,j0,0.2525942016748809,1.6207752094706616,0.15806808694721153,0.5094781727549671,0.013000326847563312,0.003021324532574276,0.006550765723192155,3.449475200236871e-10,0.009572090600713951,0.0810585992478458,0.23912668619505734,0.24116263813407007,pass_current
0.5,47.501,0.3535533905932738,-0.11534002713151276,0.026639945061711568,0.030580022814597773,0.5145450461125857,0.5154529486522937,-0.03195482002937571,0.5368022669894092,0.39707639467478895,0.03237682888809458,0.5082280881247022,93.64511975406285,0.4127033814632583,-0.048754387067637926,-0.2519914128512821,0.2566644938613956,0.009205412985975905,0.2564993621451796,0.2544399906088209,0.03371874238623842,92.05538540266214,172.4510695612206,0.27102547467948096,0.095821975510082,0.033878184334935134,0.011977746938760248,0.2645925374948345,0.026467178487345935,0.0,0.0,0.05869920806350485,0.09209418794676312,0.011342294440783033,0.01101853193780288,j0,0.25227103845572785,1.6220067469572952,0.1582633908544374,0.5092583318982019,0.012997799309771059,0.003021324532574273,0.006550847324813626,3.449433960651484e-10,0.009572172202331296,0.08017959567693309,0.2384429865313705,0.24061193868446354,pass_current
0.5,47.502,0.35355339059327384,-0.11527858505395858,0.02678091437108969,0.03394681342679596,0.5134478531707705,0.5145688331676402,-0.02817604908874082,0.536901420524009,0.3962203243194321,0.03522737393410808,0.507810950057301,93.96831036279444,0.41270852426199245,-0.05142459715976623,-0.25140128017901037,0.25660688390744607,0.0067985762350475,0.2565168069149968,0.2542461578799217,0.03472728137916091,91.51817949872803,172.22214599456134,0.27102885199483795,0.09582316957137754,0.03387860649935476,0.011977896196422196,0.2648345302354108,0.02602537859456838,0.0,0.0,0.057613455100601514,0.09222125295025196,0.011166985270220217,0.011047501740709757,j0,0.25194004696753164,1.623263563561543,0.15846236638207073,0.5090313633484602,0.012995085116847405,0.003021324532574276,0.006550928956539571,3.4493902202318884e-10,0.009572253834052868,0.07929296995474751,0.23775533633681825,0.24006144724920833,pass_current
0.5,47.503,0.3535533905932738,-0.11521700628726697,0.026921759278728807,0.0373038614112119,0.5123206300706928,0.5136769471878396,-0.024394378024174934,0.536966404701983,0.3953564516663032,0.038076296072534495,0.5073705495266823,94.29179280317976,0.4127136689559154,-0.05408774598036516,-0.25078293584111655,0.2565493425723911,0.004392220121737122,0.25651174159622464,0.2540486860382211,0.03573276222991252,90.98097297169079,171.9936863901331,0.27103223055478,0.09582436407270035,0.0338790288193475,0.011978045509087543,0.265071619938783,0.02558370204040601,0.0,0.0,0.05652880949152223,0.09234599579757181,0.01099158957640231,0.011076013652539372,j0,0.2516012629205769,1.6245455758579417,0.15866498291769426,0.5087972865981212,0.012992184636568907,0.003021324532574273,0.006551010618347865,3.4493503495258126e-10,0.009572335495857173,0.07839875809949816,0.23706374101719244,0.23951116413483667,pass_current
0.5,47.504,0.3535533905932738,-0.11515529104237467,0.027062479774141966,0.040650865211864826,0.5111634714587322,0.5127773273032022,-0.020610152541513712,0.5369971779444297,0.39448481331106555,0.0409233839925505,0.5069068998537329,94.61556748852352,0.4127188155436516,-0.05674353649927377,-0.25013646348024043,0.2564918698455101,0.0019865544778053107,0.25648417670131773,0.25384760583979454,0.03673516443750266,90.44376582153154,171.7656930895628,0.2710356103584037,0.09582555901373106,0.033879451294800474,0.011978194876716386,0.2653038260636108,0.025142165728204404,0.0,0.0,0.0554453060083695,0.09246842305776365,0.010816115404093204,0.011104068015984707,j0,0.251254722231732,1.6258527007897883,0.15887120970385704,0.5085561212656122,0.012989098240593216,0.003021324532574273,0.006551092310216691,3.449308309743203e-10,0.009572417187721794,0.07749699633123565,0.2363682060350927,0.23896108964315524,pass_current
0.5,47.505,0.3535533905932738,-0.11509343952969374,0.02720307584705411,0.04398752429582282,0.509976475105107,0.5118700103095565,-0.016823718831746933,0.5369937023149229,0.39360544605501807,0.04376842654474076,0.5064200163111924,94.93963484560122,0.4127239640238173,-0.0593916726680312,-0.24946194985338893,0.2564344657158263,0.0,0.2564341246919072,0.2536429481872087,0.037734467557688424,89.90655804823425,171.53816847545568,0.27103899140480037,0.09582675439414837,0.033879873925600046,0.011978344299268546,0.2655311682788308,0.024700786555886325,0.0,0.0,0.05436297944567324,0.09258854141435091,0.010640570793161481,0.011131665204150737,j0,0.250900461024202,1.6271848556152015,0.15908101583660855,0.50830788709485,0.012985826304447983,0.003021324532574273,0.006551174032124085,3.4492697558512015e-10,0.009572498909625334,0.07658772107166588,0.23566873690827445,0.23841122407128115,pass_current
0.5,47.506,0.35355339059327384,-0.11503145195911076,0.02734354748740423,0.047313539185608613,0.5087597418923033,0.5109550332080028,-0.013035423532190801,0.5369559435247583,0.39271838690484884,0.04661121275902809,0.5059099161216424,95.2639953146306,0.41272911439503296,-0.0620318594523474,-0.2487594848205242,0.25637713017211267,0.0,0.256361599976842,0.25343474413098094,0.03873065120227934,89.36934965179303,171.31111497177938,0.271042373693064,0.09582795021363194,0.033880296711633,0.011978493776703993,0.2657536664650914,0.024259581416006894,0.0,0.0,0.05328186462138356,0.09270635766583891,0.010464963778436804,0.011158805620612822,j0,0.2505385156272904,1.6285419578529652,0.15929437026405202,0.5080526039546246,0.01298236920751873,0.003021324532574276,0.006551255784048149,3.449228858390002e-10,0.00957258066154531,0.07567096894390583,0.23496533920795787,0.2378615677116484,pass_current
0.5,47.507,0.3535533905932738,-0.11496932853998552,0.027483894685345733,0.0506286114917769,0.5075133758031765,0.5100324332047144,-0.009245613687307202,0.5368838709379039,0.39182367307243693,0.049451531862880344,0.5053766184554163,95.58864934927796,0.41273426665591256,-0.06466380286456082,-0.24802916133277259,0.2563198632028843,0.0,0.2562666189100525,0.25322302487104464,0.039723695038398,88.83214063219083,171.0845350442656,0.27104575722228447,0.09582914647186001,0.033880719652785565,0.011978643308982502,0.2659713407161801,0.02381856719582311,0.0,0.0,0.052201996377909086,0.09282187872621013,0.010289302389570761,0.011185489699473795,j0,0.2501689225761669,1.6299239252279685,0.15951124178486792,0.5077902918380942,0.012978727333039368,0.003021324532574273,0.006551337565966869,3.449187949765331e-10,0.009572662443459936,0.0747467767723025,0.2342580185571704,0.23731212085204814,pass_current
0.5,47.508,0.35355339059327373,-0.11490706948115297,0.027624117431241293,0.05393244394496067,0.5062374839086274,0.5091022477106285,-0.005454636709832975,0.5367774575753014,0.39092134197454304,0.052289173299156576,0.5048201444281659,95.91359741663018,0.4127394208050693,-0.06728720999580864,-0.24727107542034393,0.25626266479640275,0.0,0.2561491997882566,0.2530078217582342,0.0407135787877588,88.29493098941042,170.85843120080955,0.27104914199155106,0.09583034316851058,0.03388114274894388,0.01197879289606382,0.26618421134047354,0.02337776077736123,0.0,0.0,0.0511234095831461,0.09293511162542913,0.010113594650897374,0.011211717905421602,j0,0.24979171861164767,1.6313306756163026,0.1597315990468351,0.5075209708620753,0.012974901068077482,0.00302132453257427,0.006551419377858239,3.4491450015521635e-10,0.009572744255347009,0.0738151815821347,0.2335467806289698,0.23676288377555635,pass_current
0.5,47.509,0.35355339059327373,-0.11484467499092474,0.027764215715657594,0.057224740427982576,0.5049321763552215,0.5081645143414388,-0.001662840341758989,0.5366366801190947,0.3900114312328009,0.055123926744061386,0.5042405170985769,96.23883999718052,0.41274457684112004,-0.06990178904805171,-0.24648532618012414,0.25620553494068105,0.0,0.2560093628485056,0.25278916629580134,0.04170028222583448,87.75772072344729,170.63280599190114,0.27105252799995533,0.09583154030326248,0.03388156599999441,0.011978942537907808,0.2663922988623809,0.022937179037525214,0.0,0.0,0.0500461391316303,0.09304606350994295,0.009937848581307297,0.011237490733785466,j0,0.24940694068001962,1.6327621269898362,0.15995541054531867,0.5072446612666563,0.01297089080352769,0.00302132453257427,0.006551501219700312,3.4491036591728966e-10,0.009572826097184949,0.07287622059960616,0.23283163114492483,0.23621385676070655,pass_current
