t,sigma,r,main,defect,tail_upper,surplus,coverage_ratio,vertical_tail_upper,tilt_tail_upper,horizontal_tail_upper,cutoff_budget,defect_j0,defect_j1,defect_j2,defect_j3,seed_abs,horizontal_delta_abs,vertical_rectangular_residual_abs,target_rect_abs,central_ref_abs
10.0,0.5,0.3535533905932738,3.758762792859247,2.2763549097890863,1.9302616727413366,-0.44785378967117584,1.1191492558460967,0.003021324532574273,0.06607996825861209,0.03613261761569979,1.8250277623344504,1.4948997213861677,0.5285268650930198,0.18686246517327096,0.06606585813662749,2.733898971550968,5.97959888554467,1.653689432512585,1.9780738026692197,0.3182861893907812
10.25,0.5,0.3535533905932738,3.4009998637556853,2.2336261943861064,1.7687584145813233,-0.6013847452117445,1.1768258657169253,0.003021324532574273,0.06750680459738041,0.03545438403787471,1.662775901413494,1.4668394463928358,0.5186060597281478,0.1833549307991045,0.06482575746601847,2.7929308764069734,5.8673577855713415,1.6737492452202873,1.8349881574952334,0.35288010704110484
10.5,0.5,0.3535533905932738,3.594855511344816,2.191461421928447,1.6224343022729966,-0.21904021285662756,1.0609315762943379,0.003021324532574273,0.07112927479307013,0.03478510193537218,1.51349860101198,1.4391495170552764,0.5088161913255654,0.17989368963190955,0.06360202391569568,2.9428018252505277,5.756598068221104,1.7483468052954363,1.1508750649162574,0.3833318770877983
10.75,0.5,0.35355339059327384,2.6015948773884747,2.14981599129299,1.477041909562573,-1.0252630234670885,1.394090191512164,0.003021324532574276,0.0590103057134703,0.03412406335385703,1.3808862159626716,1.4118006434739947,0.4991469043419965,0.17647508043424937,0.06239336304274957,2.441408771105741,5.647202573895978,1.1189097005918296,1.728055204290789,0.4052668605543355
11.0,0.5,0.3535533905932738,2.691120578852609,2.1086527621953017,1.367089126551753,-0.7846213098944457,1.2915593288759206,0.003021324532574273,0.06507969743040108,0.0334706787650048,1.265517425823773,1.3847684353394596,0.4895895755008085,0.17309605441743248,0.06119869693760108,2.6925151836862984,5.5390737413578375,1.3554056712472011,1.3127823010772488,0.4140505760753897
11.25,0.5,0.3535533905932738,2.7625529264209416,2.067941596147164,1.2700357487608582,-0.5754244184870805,1.2082944413421894,0.003021324532574273,0.06781713573362325,0.032824469780113726,1.166372818714547,1.3580331004753956,0.48013720721097214,0.16975413755942445,0.06001715090137152,2.805770077099295,5.432132401901582,1.3944527153385895,0.8901210699094928,0.4174716219886491
11.5,0.5,0.35355339059327384,1.8672821312646655,2.0276582557969203,1.1700958345859895,-1.3304719591182443,1.7125179086982145,0.003021324532574276,0.053105348385917225,0.032185051679316234,1.0817841099881818,1.3315787220271498,0.4707841720145572,0.16644734025339372,0.058848021501819656,2.1971054339481038,5.326314888108598,0.7880654483972758,1.4882226363776465,0.41404336456092034
11.75,0.5,0.35355339059327384,2.3146601066083243,1.987783838408339,1.1077186646996104,-0.7808423964996252,1.3373464614827597,0.003021324532574276,0.0631957371668418,0.031552124419180025,1.0099494785810144,1.3053928864229165,0.4615260810511625,0.16317411080286462,0.057690760131395326,2.6145708813096626,5.221571545691666,1.1547595424893573,0.9259286806480155,0.401115400441203
12.0,0.5,0.3535533905932738,2.2432350624776953,1.948304676617145,1.0465460853210715,-0.7516156994605212,1.3350588228726896,0.003021324532574273,0.06342231268178075,0.030925471057415003,0.9491769770493015,1.2794666181997933,0.45235976101544667,0.15993332727497417,0.056544970126930855,2.623944895607704,5.117866472799172,1.1306421786667047,0.8264160207801539,0.3829194274928488
12.25,0.5,0.3535533905932738,1.5700407924086524,1.9092113581488728,0.9806128181875121,-1.3197833839277324,1.840604518245038,0.003021324532574273,0.049302725407612304,0.030304942192839267,0.8979838260544862,1.2537937362449774,0.4432830265540206,0.1567242170306222,0.05541037831925257,2.0397810991527567,5.01517494497991,0.6322313767876294,1.2554723739006313,0.35877789617467387
