sigma,t,full_abs,total_mass,full_efficiency,depth_main_abs,depth_rest_abs,depth_surplus,depth_coverage,core_main_abs,core_rest_abs,core_surplus,core_coverage,center_main_abs,center_rest_abs,center_surplus,center_coverage,layer_sum_abs,layer_efficiency,tilt_factor_min,tilt_factor_max
0.735,13.8,0.0837251439161216,6.807032633941834,0.012299800576633614,0.08316376714155943,0.000670510625038031,0.0824932565165214,0.008062533096855791,0.09949303791170502,0.03186242087660532,0.0676306170350997,0.3202477434137812,0.09328119270736673,0.0173872835288157,0.07589390917855103,0.18639645382066997,0.154315638882013,0.542557737651829,1.2902102142492424,1.3016857534324657
0.735,13.801,0.0835682024101035,6.807032633941834,0.012276744787943028,0.08300892507176759,0.0006692270065751524,0.08233969806519244,0.008062109056303937,0.09951203340768756,0.03186077227326978,0.06765126113441779,0.3201700455937869,0.093277094180316,0.017386027267719165,0.07589106691259684,0.18639117588836818,0.1540215541900403,0.5425747250088935,1.2902102142492424,1.3016857534324657
0.735,13.802000000000001,0.08341139361298465,6.807032633941834,0.012253708495104213,0.08285421525407954,0.0006679444251681742,0.08218627082891138,0.008061683079368567,0.09953044931660068,0.031859125802857,0.06767132351374369,0.3200942628271971,0.09327194651474681,0.017384771173188016,0.0758871753415588,0.18638799577790938,0.1537277111969534,0.5425917875412805,1.2902102142492424,1.3016857534324657
0.735,13.803,0.0832547186585374,6.807032633941834,0.012230691864676142,0.08269963878614238,0.0006666628895543753,0.082032975896588,0.008061255155882073,0.0995482809057512,0.03185748146314033,0.06769079944261086,0.32002040791946845,0.09326573632659126,0.017383515245192403,0.07588222108139886,0.18638694047640453,0.15343411199127502,0.5426089256036601,1.2902102142492424,1.3016857534324657
0.735,13.804,0.08309817868787342,6.807032633941834,0.012207695064295985,0.08254519677300512,0.0006653824085310627,0.08187981436447406,0.00806082527564661,0.09956552348119246,0.03185583925192537,0.0677096842292671,0.3199484935962077,0.09325845039535378,0.01738225948370737,0.07587619091164641,0.1863880367947157,0.15314075867472304,0.5426261395529403,1.2902102142492424,1.3016857534324657
0.735,13.805000000000001,0.08294177484949555,6.807032633941834,0.01218471826268672,0.08239089032717414,0.0006641029909549192,0.08172678733621923,0.008060393428421114,0.0995821723875999,0.03185419916703125,0.06772797322056864,0.3198785325052597,0.09325007566398161,0.01738100388870569,0.07586907177527591,0.1863913113736937,0.1528476533622984,0.5426434297482913,1.2902102142492424,1.3016857534324657
0.735,13.806000000000001,0.0827855082993268,6.807032633941834,0.012161761629661403,0.0822367205686425,0.0006628246457436603,0.08157389592289883,0.008059959603938785,0.09959822300813773,0.031852561206310276,0.06774566180182745,0.31981053721920066,0.09324059923869547,0.017379748460162416,0.07586085077853305,0.18639679069061263,0.15255479818236847,0.5426607965510372,1.2902102142492424,1.3016857534324657
0.735,13.807,0.08262938020076135,6.807032633941834,0.01213882533613066,0.08208268862494009,0.0006615473818756944,0.08142114124306439,0.00805952379189842,0.09961367076432179,0.03185092536762974,0.06776274539669205,0.31974452023745376,0.09323000838882688,0.017378493198048284,0.0758515151907786,0.18640450106546386,0.15226219527675106,0.5426782403246885,1.2902102142492424,1.3016857534324657
0.735,13.808,0.08247339172470676,6.807032633941834,0.012115909554108874,0.08192879563117852,0.000660271208390661,0.08126852442278787,0.00805908598196689,0.09962851111589469,0.03184929164888949,0.06777921946700519,0.31968049398871595,0.09321829054663473,0.017377238102341024,0.0758410524442937,0.18641446866747288,0.15196984680081066,0.5426957614348719,1.2902102142492424,1.3016857534324657
0.735,13.809000000000001,0.08231754404962482,6.807032633941834,0.012093014456720208,0.08177504273009178,0.0006589961343900078,0.08111604659570178,0.008058646163782544,0.09964273956068852,0.03184766004800236,0.06779507951268615,0.31961847083304235,0.09320543330709749,0.017375983173011745,0.07582945013408575,0.18642671952138848,0.15167775492353697,0.5427133602493149,1.2902102142492424,1.3016857534324657
0.735,13.81,0.08216183836157556,6.807032633941834,0.012070140218205048,0.08162143107208251,0.0006577221690375067,0.08096370890304501,0.008058204326957353,0.09965635163449214,0.031846030562912096,0.06781032107158005,0.3195584630642834,0.0931914244277093,0.017374728410034835,0.07581669601767446,0.18644127951400513,0.1513859218276431,0.5427310371377796,1.2902102142492424,1.3016857534324657
0.735,13.811,0.08200627585426104,6.807032633941834,0.012047287013926454,0.08146796181526438,0.0006564493215592354,0.08081151249370513,0.008057760461072917,0.09966934291092015,0.031844403191582514,0.06782493971933765,0.3195004829122187,0.0931762518282409,0.01737347381338139,0.0758027780148595,0.18645817440056808,0.15109434970964675,0.5427487924720542,1.2902102142492424,1.3016857534324657
0.735,13.812000000000001,0.0818508577290645,6.807032633941834,0.012024455020375906,0.08131463612550485,0.000655177601244596,0.08065945852426025,0.008057314555689138,0.0996817090012752,0.031842777932004865,0.06783893106927033,0.31944454254488663,0.09315990359051557,0.017372219383028843,0.07578768420748673,0.18647742981131074,0.15080304077995776,0.542766626625892,1.2902102142492424,1.3016857534324657
