sigma,t,full_abs,total_mass,full_efficiency,depth_main_abs,depth_rest_abs,depth_surplus,depth_coverage,core_main_abs,core_rest_abs,core_surplus,core_coverage,center_main_abs,center_rest_abs,center_surplus,center_coverage,layer_sum_abs,layer_efficiency
0.74,13.8,0.0636478835188371,5.0719441726952486,0.012549011059996427,0.06321592665579596,0.0005113224058891455,0.06270460424990681,0.008088506060715393,0.07529825312702919,0.023818796990735126,0.051479456136294066,0.31632602353407174,0.07055923803286693,0.012720558534817818,0.057838679498049106,0.1802819714250954,0.11782140132265906,0.5402064718661306
0.74,13.801,0.06352760652853313,5.0719441726952486,0.012525296881328713,0.06309722612707729,0.0005103577131465571,0.06258686841393073,0.008088433430000567,0.07531028877797084,0.023817562092883108,0.05149272668508774,0.3162590726892821,0.0705515986193709,0.012719639774323922,0.05783195884504697,0.18028847004512202,0.11759709012541744,0.5402141027535704
0.74,13.802000000000001,0.06340743000468292,5.0719441726952486,0.012501602510933789,0.06297862583845833,0.0005093938284622588,0.062469232009996066,0.008088360482314524,0.0753218974508358,0.02381632880202774,0.05150556864880806,0.31619395697742697,0.07054320300648645,0.012718721135558698,0.05782448187092775,0.18029690449963282,0.11737296389179123,0.5402217674518269
0.74,13.803,0.06328735481170536,5.0719441726952486,0.012477928119243127,0.06286012662774768,0.0005084307584950241,0.062351695869252655,0.008088287214340305,0.07533307553994527,0.023815097116535525,0.051517978423409744,0.3161306895522618,0.07053404118698575,0.012717802618507239,0.05781623856847851,0.1803073013325912,0.11714902421548397,0.5402294661481308
0.74,13.804,0.06316738181968055,5.0719441726952486,0.012454273877804374,0.06274172933846604,0.0005074685099485512,0.06223426082851749,0.008088213622722535,0.07534381946871561,0.023813867034786072,0.05152995243392954,0.31606928348879504,0.07052410327311491,0.01271688422314717,0.05780721904996774,0.18031968692886707,0.11692527270025961,0.540237199032338
0.74,13.805000000000001,0.06304751190438843,5.0719441726952486,0.012430639959288977,0.06262343481988684,0.0005065070895717513,0.062116927730315095,0.008088139704066563,0.07535412568957388,0.023812638555176364,0.05154148713439752,0.31600975178551,0.0705133794965756,0.012715965949459306,0.057797413547116296,0.18033408751989885,0.11670171096000372,0.5402449662969913
0.74,13.806000000000001,0.06292774594734005,5.0719441726952486,0.012407026537498346,0.06250524392706855,0.0005055465041576375,0.061999697422910914,0.00808806545491626,0.0753639906838635,0.023811411676121417,0.051552579007742086,0.3159521073665726,0.07050186020847937,0.012715047797426758,0.057786812411052615,0.18035052918926384,0.11647834061879668,0.5402527681372642
0.74,13.807,0.06280808483581168,5.0719441726952486,0.012383433787370583,0.06238715752088817,0.0005045867605461627,0.06188257076034201,0.008087990871794718,0.07537341096175025,0.02381018639605445,0.0515632245656958,0.3158963630840245,0.07048953587929248,0.012714129767029162,0.05777540611226332,0.18036903787820452,0.11625516331097233,0.5402606047509958
0.74,13.808,0.06268852946287701,5.0719441726952486,0.01235986188498682,0.06226917646807528,0.0005036278656218052,0.06176554860245348,0.008087915951161,0.07538238306213345,0.02380896271342163,0.05157342034871182,0.3158425317198747,0.0704763970987721,0.012713211858246087,0.05776318524052601,0.18038963939130748,0.11603218068118842,0.5402684763386534
0.74,13.809000000000001,0.06256908072744795,5.0719441726952486,0.012336311007579273,0.06215130164125342,0.0005026698263154819,0.06164863181493794,0.008087840689435069,0.07539090355255211,0.02380774062669008,0.05158316292586203,0.31579062598838087,0.07046243457589402,0.012712294071059683,0.05775014050483433,0.18041235940219272,0.11580939438449533,0.5402763831033793
