sigma,t,full_abs,total_mass,full_efficiency,depth_main_abs,depth_rest_abs,depth_surplus,depth_coverage,core_main_abs,core_rest_abs,core_surplus,core_coverage,center_main_abs,center_rest_abs,center_surplus,center_coverage,layer_sum_abs,layer_efficiency,tilt_factor_min,tilt_factor_max
0.5,10.0,0.32250200694045694,38.83969220849127,0.00830341304481168,0.3267097161169029,0.004904451839374308,0.3218052642775286,0.015011649783991738,0.17727204152800255,0.34219252862742006,-0.1649204870994175,1.9303242952350501,0.543072102567969,0.27698161440171937,0.26609048816624964,0.510027329873851,0.37227500921204837,0.8663004471427179,1.0,1.0
0.5,10.05,0.3307966335478915,38.83969220849127,0.008516973609681993,0.33541220034914226,0.005042174684766391,0.3303700256643759,0.01503277066104875,0.08317164022372318,0.3352986954995305,-0.2521270552758073,4.03140655393607,0.5948693310252052,0.2757622438299534,0.3191070871952518,0.4635677609311297,0.38659254873648036,0.8556725540340873,1.0,1.0
0.5,10.1,0.3371371190312657,38.83969220849127,0.00868022118253449,0.34210348529879825,0.005176781188041227,0.33692670411075704,0.015132208265927923,0.015150298839500493,0.3281994018292468,-0.3130491029897463,21.662899544499517,0.6110901120131211,0.27454925679790854,0.3365408552152126,0.4492778583725693,0.3995124712634024,0.8438713263821693,1.0,1.0
0.5,10.15,0.3420605607054114,38.83969220849127,0.00880698433111241,0.34730526020436975,0.005306856378785003,0.3419984038255847,0.015280092146206523,0.10936998593777258,0.32097423215431004,-0.21160424621653745,2.934756088721931,0.5904089401047973,0.2733426926401338,0.3170662474646635,0.46297180491815654,0.41160012041836475,0.8310506818067233,1.0,1.0
0.5,10.2,0.3463234338524826,38.83969220849127,0.008916739916305726,0.35175382412219197,0.005431008142720448,0.3463228159794715,0.015439798433673399,0.20255782537832714,0.31370559349426297,-0.11114776811593582,1.5487211758338129,0.5339384159926331,0.272142588557861,0.26179582743477214,0.5096890959829641,0.4235686854865928,0.8176322889748768,1.0,1.0
0.5,10.25,0.35071048603027616,38.83969220849127,0.00902969272124156,0.3562133735896116,0.005548022203685073,0.3506653513859265,0.015574996940111718,0.2912399194461528,0.3064757595014053,-0.015235840055252525,1.0523137078331375,0.445334588068881,0.2709489796301175,0.1743856084387635,0.6084166532068449,0.43608576318374853,0.804223654241382,1.0,1.0
0.5,10.3,0.355836772029057,38.83969220849127,0.009161678473632773,0.36128370548404765,0.005656985085411015,0.35562672039863663,0.015658013354994216,0.3734762244734705,0.2993638773916518,0.07411234708181869,0.8015607360647848,0.3311554917570848,0.2697618988258304,0.061393592931254404,0.814607957713445,0.4495985666697855,0.791454418248639,1.0,1.0
0.5,10.35,0.36199622612836724,38.83969220849127,0.00932026505733293,0.36725342479320255,0.005757362856728749,0.3614960619364738,0.015676811890782703,0.44757123351023426,0.29244304157030127,0.155128191939933,0.6533999946259151,0.20342226977312133,0.26858137701692375,-0.06515910724380242,1.3203145226748032,0.4642288576444408,0.7797796715292203,1.0,1.0
0.5,10.4,0.3691042640580967,38.83969220849127,0.009503274693237704,0.37404378162150304,0.005849030117709233,0.3681947515037938,0.01563728741152526,0.5120724814010161,0.28577756028023665,0.22629492112077948,0.5580802926538,0.10582868685273694,0.2674074429924239,-0.16157875613968697,2.5267954365202274,0.47976633168522415,0.7693417392620767,1.0,1.0
0.5,10.45,0.3767500338996669,38.83969220849127,0.009700129235764141,0.3812581627846893,0.0059322497361770435,0.37532591304851226,0.015559666166484692,0.5657891194934153,0.2794205597460046,0.28636855974741066,0.4938599031317295,0.1670927388627512,0.2662401234735109,-0.0991473846107597,1.5933674035482694,0.4957521499658204,0.7599564296910097,1.0,1.0
0.5,10.5,0.3843325271015566,38.83969220849127,0.009895354603699264,0.3883131745640519,0.006007609067081466,0.3823055654969704,0.015471041058099657,0.6078073412344287,0.27341207779887555,0.33439526343555315,0.4498334574959036,0.2985760819664687,0.265079443129575,0.03349663883689369,0.8878120490553711,0.5116151641943772,0.7512141038797232,1.0,1.0
0.5,10.55,0.391229420442492,38.83969220849127,0.010072927930076645,0.3946028191413072,0.006075922689367348,0.38852689645193983,0.01539756533566873,0.6375002878814181,0.2677777896404277,0.3697224982409904,0.4200434019101765,0.4262967449490237,0.2639254245952252,0.16237132035379848,0.6191119864797121,0.5268158122954023,0.7426303677899426,1.0,1.0
0.5,10.6,0.3969486620236201,38.83969220849127,0.01022018042503534,0.39964754122811974,0.0061381149308407865,0.393509426297279,0.015358820704809832,0.6545326334666892,0.2625284781323938,0.3920041553342954,0.4010930314382171,0.5336626126809084,0.2627780884882328,0.2708845241926756,0.49240490572899676,0.5409624324155939,0.7337823076754147,1.0,1.0
