sigma,t,q_abs,main_base,seed_complex_re,seed_complex_im,seed_abs,prefix_abs,seed_prefix_norm_tax,main_seeded_oriented,oriented_gain,tail_without_tilt,tilt_tail_upper,vertical_tail,horizontal_tail,horizontal_defect,cutoff_budget,defect_total,surplus_no_tilt,surplus_tilt_norm_only,surplus_tilt_oriented,norm_tax,net_oriented_gain,failure_class
0.74,14.25,0.29936967615473214,0.07037476607808339,-0.028751582504402393,0.11951404466778992,0.12292379903567063,0.7852380740663855,0.09652444721169341,0.043796795269547516,-0.026577970808535877,0.0019339626097420923,0.0014092182994955643,0.0010274434202399707,0.0009065191531504725,0.11195496426903222,3.6351649045081225e-11,0.11195496426903222,-0.04351416080069092,-0.1414478263118799,-0.07150134990872237,0.09793366551118898,-0.12451163631972487,seed_hurts_phase
0.74,14.251,0.29936967615473214,0.07038020759220381,-0.02771186181571373,0.11981431446490466,0.12297730374336671,0.785298790205224,0.09657392785236624,0.04431088983397709,-0.026069317758226726,0.0019338832293106197,0.0014098316861121997,0.0010274434202399707,0.000906439772719229,0.11194516079900887,3.635141987171999e-11,0.11194516079900887,-0.04349883643611568,-0.14148259597459412,-0.0709779858804546,0.09798375953847843,-0.12405307729670516,seed_hurts_phase
0.74,14.252,0.29936967615473214,0.07038565445285257,-0.026669681306606387,0.12010488792340956,0.12303030522635762,0.7853595660003547,0.0966230271174634,0.04482655862844083,-0.025559095824411737,0.001933803853165877,0.0014104393036794825,0.0010274434202399707,0.0009063603965747211,0.11193535785839667,3.63511850107373e-11,0.11193535785839667,-0.04348350725870998,-0.14151697367985286,-0.07045304238680121,0.09803346642114288,-0.12359256224555462,seed_hurts_phase
0.74,14.253,0.2993696761547322,0.07039110664978045,-0.025625140541027835,0.12038574253773221,0.12308279666187542,0.7854204013374173,0.09667173955190192,0.04534370383325782,-0.025047402816522624,0.001933724481308315,0.0014110410739800988,0.0010274434202399718,0.000906281024717399,0.11192555544725102,3.635094417024283e-11,0.11192555544725102,-0.043468173278778895,-0.1415509539046609,-0.06992661716928161,0.09808278062588202,-0.12313018344240464,seed_hurts_phase
0.74,14.254,0.29936967615473214,0.07039656417274584,-0.024578339302762636,0.1206568568643772,0.12313477117074825,0.7854812961021369,0.09672005965443937,0.04586223109554801,-0.02453433307719783,0.0019336451137382594,0.0014116369181501078,0.0010274434202399707,0.0009062016571477571,0.11191575356563344,3.635053152581716e-11,0.11191575356563344,-0.043452834506625855,-0.14158453107921534,-0.06939880450197378,0.09813169657258948,-0.12266602964978732,seed_hurts_phase
0.74,14.255,0.29936967615473214,0.07040202701151484,-0.023529377583984067,0.12091821052410205,0.12318622181819182,0.7855422501803241,0.09676798187827493,0.04638204936919157,-0.02401997764232327,0.0019335657504565733,0.0014122267566880245,0.0010274434202399707,0.0009061222938662397,0.11190595221359831,3.635036299491662e-11,0.11190595221359831,-0.04343749095254004,-0.14161769958750298,-0.06886969535155132,0.09818020863496295,-0.12220018627728621,seed_hurts_phase
0.74,14.256,0.29936967615473214,0.07040749515586145,-0.022478355573775387,0.12116978420399786,0.1232371416146305,0.7856032634578769,0.09681550063167424,0.046903070762195,-0.02350442439366645,0.0019334863914635709,0.0014128105094642232,0.0010274434202399707,0.0009060429348733306,0.11189615139120566,3.6350269506904825e-11,0.11189615139120566,-0.04342214262680778,-0.14165045376794624,-0.06833937752993845,0.09822831114113846,-0.1217327355348049,seed_hurts_phase
0.74,14.257,0.29936967615473214,0.0704129685955674,-0.021425373646616827,0.12141155965942395,0.12328752351649781,0.7856643358207811,0.09686261027857819,0.04742521039117231,-0.02298775820439508,0.001933407036759511,0.0014133880957301198,0.0010274434202399707,0.0009059635801694941,0.11188635109851278,3.635004626670646e-11,0.11188635109851278,-0.04340678953970489,-0.1416827879140132,-0.0678079358398301,0.09827599837430831,-0.12126375657870339,seed_hurts_phase
0.74,14.258,0.29936967615473214,0.07041844732042246,-0.02037053235087467,0.12164351971583753,0.12333736042706357,0.7857254671551112,0.09690930513923285,0.04794838624269558,-0.02247006107772688,0.0019333276863449044,0.0014139594341276516,0.0010274434202399707,0.0009058842297551918,0.1118765513355767,3.634974184277797e-11,0.1118765513355767,-0.04339143170149914,-0.14171469627485964,-0.06727545221335368,0.0983232645733605,-0.12079332565108739,seed_hurts_phase
0.74,14.259,0.29936967615473214,0.07042393132022437,-0.019313932397259214,0.12186564827047842,0.1233866451972411,0.7857866573470313,0.09695557949080423,0.04847251904123233,-0.02195141227899204,0.00193324834022027,0.0014145244426985344,0.0010274434202399707,0.0009058048836308929,0.1118667521024552,3.634940643021703e-11,0.1118667521024552,-0.043376069122451094,-0.14174617305595386,-0.06674200584414167,0.09837010393350276,-0.1203215162124948,seed_hurts_phase
0.74,14.26,0.29936967615473214,0.07042942058477902,-0.018255674647276367,0.12207793029394974,0.12343537062641996,0.7858479062827953,0.09700142756801299,0.048997532123422775,-0.021431888461356248,0.0019331689983861958,0.0014150830388938059,0.0010274434202399707,0.0009057255417970675,0.11185695339920655,3.6349157629794265e-11,0.11185695339920655,-0.04336070181281373,-0.14177721241972052,-0.06620767331306378,0.09841651060690679,-0.11984839906826303,seed_hurts_phase
0.74,14.261,0.29936967615473214,0.07043491510390049,-0.017195860101645644,0.12228035183165256,0.12348352946327744,0.7859092138487499,0.09704684356375332,0.049523351318413844,-0.020911563785486642,0.001933089660843338,0.0014156351395831302,0.0010274434202399707,0.0009056462042541788,0.11184715522588784,3.6349188541657187e-11,0.11184715522588784,-0.04334532978283069,-0.14180780848616714,-0.06567252870790047,0.09846247870333645,-0.11937404248882309,seed_hurts_phase
0.74,14.262,0.29936967615473214,0.0704404148674111,-0.016134589888722545,0.12247290000511454,0.12353111440661439,0.7859705799313327,0.09709182162973051,0.05004990483400199,-0.020390510033409102,0.0019330103275915448,0.0014161806610643807,0.0010274434202399707,0.0009055668710026974,0.1118373575825572,3.634887667037714e-11,0.1118373575825572,-0.043329953042737644,-0.14183795533353255,-0.06513664373721113,0.0985080022907949,-0.11889851232420401,seed_hurts_phase
0.74,14.263,0.2993696761547321,0.07044591986514148,-0.015071965252906659,0.12265556301318035,0.12357811810618044,0.7860320044170744,0.09713635587709098,0.05057712314831424,-0.019868796716827244,0.0019329309986316364,0.001416719519073098,0.0010274434202399694,0.0009054875420430785,0.11182756046927102,3.6348588693363154e-11,0.11182756046927102,-0.04331457160276117,-0.14186764699892523,-0.06460008783866152,0.09855307539616408,-0.11842187211299132,seed_hurts_phase
0.74,14.264,0.29936967615473214,0.07045143008693078,-0.01400808754302416,0.1228283301330818,0.12362453316350425,0.7860934871926007,0.09718044037705637,0.05110493890679178,-0.019346491180138994,0.001932851673964067,0.0014172516287920143,0.0010274434202399707,0.0009054082173757964,0.11181776388608745,3.634829973041448e-11,0.11181776388608745,-0.04329918547312074,-0.14189687747896912,-0.06406292828205175,0.09859769200584838,-0.11794418318598737,seed_hurts_phase
