label,box_id,sigma,t,main_abs,D0_abs,Drest_abs,RvecTail_abs,rest_combined,rest_separate,z0_re,z0_im,destructive_ratio,angle_D0_over_M,bounded_surplus_combined,angular_surplus_combined,angular_surplus_separate,failure_class
angular_valley47_sigma05_t47p5_48p5,s0.5_t0,0.5,47.5,0.5163292572572282,0.27102209860962323,0.09300205523283649,0.004184191325568443,0.09501338036935014,0.09718624655840492,-0.511971031569084,-0.11579052085311227,0.511971031569084,-167.25603608615393,0.15697025442059598,0.15697025442059603,0.15479738823154127,pass_angular_pointwise
angular_valley47_sigma05_t47p5_48p5,s0.5_t0,0.5,47.501,0.5154529486522937,0.27102547467948096,0.09297393061285462,0.004175461294120568,0.09500292390071485,0.09714939190697519,-0.5133204460012104,-0.11387888694201892,0.5133204460012104,-167.49165044567576,0.15585748725674436,0.15585748725674448,0.15371101925048414,pass_angular_pointwise
angular_valley47_sigma05_t47p5_48p5,s0.5_t0,0.5,47.502,0.5145688331676402,0.27102885199483795,0.09294581885573666,0.004166730911004957,0.09499231360547386,0.09711254976674162,-0.5146726990927781,-0.11196452522384262,0.5146726990927781,-167.72681219303652,0.1547419893267555,0.15474198932675554,0.15262175316548776,pass_angular_pointwise
angular_valley47_sigma05_t47p5_48p5,s0.5_t0,0.5,47.503,0.5136769471878396,0.27103223055478,0.09291771999078326,0.004158000189688118,0.09498154925983718,0.09707572018047138,-0.51602786807922,-0.11004739418615754,0.51602786807922,-167.96151900133452,0.15362377798921947,0.1536237779892195,0.15152960706858531,pass_angular_pointwise
angular_valley47_sigma05_t47p5_48p5,s0.5_t0,0.5,47.504,0.5127773273032022,0.2710356103584037,0.09288963404728694,0.004149269143631828,0.09497063064928637,0.09703890319091876,-0.5173860308116515,-0.10812745231925011,0.5173860308116515,-168.1957685030731,0.15250287059030507,0.15250287059030498,0.1504345980486726,pass_angular_pointwise
angular_valley47_sigma05_t47p5_48p5,s0.5_t1,0.5,47.505,0.5118700103095565,0.27103899140480037,0.09286156105452814,0.004140537786292281,0.09495955756854935,0.09700209884082042,-0.5187472657721229,-0.10620465811778446,0.5187472657721229,-168.42955828976687,0.1513792844621764,0.15137928446217633,0.14933674318990525,pass_angular_pointwise
angular_valley47_sigma05_t47p5_48p5,s0.5_t1,0.5,47.506,0.5109550332080028,0.271042373693064,0.09283350104177729,0.004131806131120718,0.09494832982158855,0.096965307172898,-0.5201116520891708,-0.1042789700824676,0.5201116520891708,-168.66288591155572,0.15025303692132289,0.15025303692132283,0.14823605957001337,pass_angular_pointwise
angular_valley47_sigma05_t47p5_48p5,s0.5_t1,0.5,47.507,0.5100324332047144,0.27104575722228447,0.09280545403829156,0.004123074191562803,0.09493694722157729,0.09692852822985436,-0.521479269553483,-0.10235034672188481,0.521479269553483,-168.89574887680564,0.14912414526695694,0.149124145266957,0.14713256425867993,pass_angular_pointwise
angular_valley47_sigma05_t47p5_48p5,s0.5_t1,0.5,47.508,0.5091022477106285,0.27104914199155106,0.09277742007331669,0.004114341981058615,0.09492540959088432,0.0968917620543753,-0.5228501986339127,-0.10041874655443363,0.5228501986339127,-169.1281446517077,0.14799262677927066,0.14799262677927066,0.14602627431577966,pass_angular_pointwise
angular_valley47_sigma05_t47p5_48p5,s0.5_t1,0.5,47.509,0.5081645143414388,0.27105252799995533,0.0927493991760885,0.004105609513043942,0.09491371676105571,0.09685500868913244,-0.5242245204933579,-0.09848412811053543,0.5242245204933579,-169.36007065984762,0.14685849871800222,0.14685849871800227,0.14491720678992553,pass_angular_pointwise
