sigma,t,full_abs,total_mass,full_efficiency,depth_main_abs,depth_rest_abs,depth_surplus,depth_coverage,core_main_abs,core_rest_abs,core_surplus,core_coverage,center_main_abs,center_rest_abs,center_surplus,center_coverage,layer_sum_abs,layer_efficiency
0.62,10.0,0.2628114346492028,13.471243120846049,0.019509070713935508,0.2628114346492028,0.0,0.2628114346492028,0.0,0.17402809156339435,0.13762048360676085,0.0364076079566335,0.7907946491307062,0.3359613343844671,0.2151223004932137,0.12083903389125342,0.640318627402022,0.29210617685935464,0.8997120070341516
0.62,10.05,0.26933833984867167,13.471243120846049,0.019993577239496522,0.26933833984867167,0.0,0.26933833984867167,0.0,0.14974346111322992,0.1352972581648296,0.014446202948400322,0.9035269864807206,0.25274104076752146,0.213895263945641,0.03884577682188045,0.8463020619685905,0.3025858272241308,0.8901221260742258
0.62,10.1,0.2751920802985557,13.471243120846049,0.02042811326541277,0.2751920802985557,0.0,0.2751920802985557,0.0,0.1427184607346924,0.13290108347701868,0.009817377257673732,0.9312115811287803,0.15811042996788457,0.21268531449427325,-0.05457488452638867,1.3451694144242978,0.3127215327908019,0.8799908271191805
0.62,10.15,0.28046459555561865,13.471243120846049,0.020819503667157062,0.28046459555561865,0.0,0.28046459555561865,0.0,0.15657938624449622,0.13045162694165163,0.026127759302844583,0.833134105775287,0.07697939140817177,0.21149212935568287,-0.13451273794751112,2.7473863522027258,0.3226108125659748,0.8693589446828068
0.62,10.2,0.2853149084152311,13.471243120846049,0.021179553056519418,0.2853149084152311,0.0,0.2853149084152311,0.0,0.18622141645470752,0.12796953044797194,0.05825188600673559,0.6871901894221522,0.10985538485939217,0.2103153877405469,-0.10046000288115473,1.9144749982874036,0.33240140316370825,0.8583444765866799
0.62,10.25,0.28992141618787853,13.471243120846049,0.021521504258151216,0.28992141618787853,0.0,0.28992141618787853,0.0,0.22385034453010053,0.125475686761233,0.09837465776886753,0.5605338112149326,0.20795255531132453,0.20915477113573996,-0.0012022158244154313,1.0057812024604151,0.3422436010143374,0.8471200493701359
0.62,10.3,0.2944335413165943,13.471243120846049,0.021856449228577407,0.2944335413165943,0.0,0.2944335413165943,0.0,0.2638099562541842,0.12299052350243753,0.14081943275174666,0.46620880139919596,0.3059846671845569,0.20800996357299315,0.09797470361156377,0.6798051859491717,0.3522464296871289,0.8358737420791321
0.62,10.35,0.29893446138165075,13.471243120846049,0.02219056242248833,0.29893446138165075,0.0,0.29893446138165075,0.0,0.30262278319806046,0.1205333199934358,0.18208946320462466,0.3982955900400572,0.3911081451756143,0.2068806518839828,0.18422749329163152,0.5289602234980042,0.362448393091621,0.8247642066551665
0.62,10.4,0.3034237789839104,13.471243120846049,0.022523814340072137,0.3034237789839104,0.0,0.3034237789839104,0.0,0.33810110004117205,0.1181215833878959,0.21997951665327614,0.34936763995595316,0.45697336190806853,0.20576652594169018,0.2512068359663784,0.4502812266398259,0.37280912441719977,0.8138850664082935
0.62,10.45,0.3078233361243776,13.471243120846049,0.02285040314119467,0.3078233361243776,0.0,0.3078233361243776,0.0,0.3687950967607098,0.11577051063948375,0.2530245861212261,0.3139155364492296,0.4993309227003288,0.20466727888797234,0.29466364381235643,0.4098830446573454,0.38322199305190086,0.803250705088547
0.62,10.5,0.31200277855654324,13.471243120846049,0.02316065234348975,0.31200277855654324,0.0,0.31200277855654324,0.0,0.39372594134318517,0.11349256136958469,0.2802333799736005,0.2882526891228146,0.515584684090835,0.20358260734729186,0.3120020767435432,0.3948577481627149,0.39354202355542245,0.7928067649238073
0.62,10.55,0.3158164056316497,13.471243120846049,0.02344374626740573,0.3158164056316497,0.0,0.3158164056316497,0.0,0.41226013675393136,0.11129716310285302,0.3009629736510783,0.2699682874487662,0.5047997374867842,0.20251221162661168,0.3022875258601725,0.4011733695323356,0.40362023326190216,0.7824593011092235
0.62,10.6,0.31914090072178264,13.471243120846049,0.023690530848480395,0.31914090072178264,0.0,0.31914090072178264,0.0,0.42404826248219496,0.10919056441439552,0.31485769806779945,0.2574956062200119,0.4677702964862323,0.20145579590149787,0.26631450058473444,0.4306724847960226,0.4133352426493158,0.7721115157667549
0.62,10.65,0.3219047246567577,13.471243120846049,0.02389569557679698,0.3219047246567577,0.0,0.3219047246567577,0.0,0.4289933056401471,0.10717584343726438,0.3218174622028827,0.2498310393849521,0.4071238784404724,0.2004130683884993,0.2067108100519731,0.4922655707550268,0.42261505535977656,0.7616972480611626
0.62,10.7,0.32410313731875035,13.471243120846049,0.0240588885829859,0.32410313731875035,0.0,0.32410313731875035,0.0,0.427233460096123,0.10525306951042454,0.3219803905856985,0.24635961211170987,0.3276467939696604,0.19938374150393978,0.12826305246572062,0.6085325575393923,0.4314451151212385,0.7512036316083346
0.62,10.75,0.3257966931419652,13.471243120846049,0.024184604955856802,0.3257966931419652,0.0,0.3257966931419652,0.0,0.4191333443055504,0.10341960549132584,0.31571373881422454,0.24674630853500507,0.23770860931182672,0.19836753200924778,0.039341077302578936,0.834498727595637,0.4398622039181199,0.7406789904654141
0.62,10.8,0.3270947650528034,13.471243120846049,0.0242809636882465,0.3270947650528034,0.0,0.3270947650528034,0.0,0.40528214897261344,0.10167052862633467,0.30361162034627875,0.25086357463329817,0.15636473732582512,0.19736416114304345,-0.04099942381721833,1.2622037712491772,0.4479368647178132,0.7302251518388942
0.62,10.85,0.32812873272335474,13.471243120846049,0.024357717382116915,0.32812873272335474,0.0,0.32812873272335474,0.0,0.3864998802923283,0.0999991400670074,0.2865007402253209,0.2587300673712325,0.13532228757278855,0.19637335474016934,-0.06105106716738079,1.4511530824849677,0.45574938787111546,0.719976244523555
0.62,10.9,0.32902157681252336,13.471243120846049,0.024423995162211835,0.32902157681252336,0.0,0.32902157681252336,0.0,0.3638544872339386,0.09839752807821607,0.26545695915572254,0.27043098692074624,0.1988532524006575,0.19539484333793408,0.0034584090627234054,0.9826082348617801,0.46336558396389177,0.7100690862663696
0.62,10.95,0.3298613218571416,13.471243120846049,0.02448633128346547,0.3298613218571416,0.0,0.3298613218571416,0.0,0.33869273400489786,0.09685714819333,0.24183558581156786,0.28597350479898204,0.2891493831488567,0.19442836226980165,0.09472102087905504,0.6724149301390977,0.4708182567494104,0.7006128524720907
0.62,11.0,0.33068469388636995,13.471243120846049,0.024547451999782602,0.33068469388636995,0.0,0.33068469388636995,0.0,0.3126832997389175,0.09536938499793902,0.2173139147409785,0.30500312961251846,0.37549174766211274,0.19347365174691208,0.18201809591520066,0.5152540713651312,0.4780984882963428,0.6916664703641555
0.62,11.05,0.3314745551097858,13.471243120846049,0.024606085135294317,0.3314745551097858,0.0,0.3314745551097858,0.0,0.28785413341028887,0.0939260643700081,0.19392806904028076,0.32629743147072304,0.44643842598189687,0.19253045692765292,0.25390796905424395,0.43125870382730014,0.4851580410200829,0.6832300551235521
0.62,11.1,0.33217087227238923,13.471243120846049,0.0246577742894694,0.33217087227238923,0.0,0.33217087227238923,0.0,0.2665648501284883,0.09251989106701194,0.17404495906147635,0.34708211162280383,0.4959693476263706,0.1915985279756932,0.3043708196506774,0.38631122849154464,0.4919212315726839,0.6752521561438424
0.62,11.15,0.33269138644572277,13.471243120846049,0.024696413201161824,0.33269138644572277,0.0,0.33269138644572277,0.0,0.2512904052137954,0.0911447936191872,0.16014561159460822,0.3627070183664279,0.5206141098857282,0.19067762010683678,0.32993648977889145,0.3662551907183027,0.4983024196238624,0.6676495504413783
0.62,11.2,0.3329559244536749,13.471243120846049,0.024716050439208753,0.3329559244536749,0.0,0.3329559244536749,0.0,0.24408788257248848,0.08979616572647188,0.1542917168460166,0.36788457001672126,0.5188497599624532,0.18976749362503695,0.3290822663374162,0.3657465190670408,0.5042243085560707,0.6603329486576103
0.62,11.25,0.33290795570311554,13.471243120846049,0.024712489613371892,0.33290795570311554,0.0,0.33290795570311554,0.0,0.2458592233515323,0.08847100012846512,0.15738822322306717,0.35984413731742854,0.4909726652085983,0.18886791394803631,0.30210475126056197,0.38468111838322505,0.5096326160766325,0.6532312595413964
0.62,11.3,0.332528344723821,13.471243120846049,0.02468431025561781,0.332528344723821,0.0,0.332528344723821,0.0,0.25592699635212607,0.08716791683599467,0.1687590795161314,0.34059680330113223,0.43910364654663686,0.1879786516229678,0.251124994923669,0.42809631188750047,0.5145040174365864,0.6463085485329679
0.62,11.35,0.33183862219979215,13.471243120846049,0.02463311063596567,0.33183862219979215,0.0,0.33183862219979215,0.0,0.2723437218834668,0.08588709253007797,0.1864566293533888,0.31536285079789067,0.3673552948509465,0.18709948233239734,0.18025581251854914,0.5093147831401545,0.5188461262348232,0.6395703955773705
0.62,11.4,0.3308937776229251,13.471243120846049,0.0245629727453203,0.3308937776229251,0.0,0.3308937776229251,0.0,0.2926505933503411,0.08463010187913694,0.20802049147120416,0.2891847951178545,0.2826048323788583,0.18623018689120518,0.09637464548765312,0.6589773618645917,0.5226902075931413,0.6330590717331569
0.62,11.45,0.32976699702328327,13.471243120846049,0.024479329343628724,0.32976699702328327,0.0,0.32976699702328327,0.0,0.31450496394118477,0.08339968462843404,0.2311052793127507,0.2651776416604684,0.19792016627334538,0.1853705512347497,0.012549615038595696,0.9365925399372211,0.5260789352859829,0.6268393864582659
0.62,11.5,0.32853051527904814,13.471243120846049,0.024387542584742176,0.32853051527904814,0.0,0.32853051527904814,0.0,0.3359601515964734,0.08219945473020338,0.25376069686627,0.24467025133663567,0.1455905780732475,0.18452036639877198,-0.03892978832552449,1.2673922230457708,0.5290525025469828,0.6209790402605133
0.62,11.55,0.32723750536671087,13.471243120846049,0.02429155961563249,0.32723750536671087,0.0,0.32723750536671087,0.0,0.355506293147342,0.08103356962052767,0.27447272352681434,0.22793849555552806,0.17094987341966225,0.1836794284914713,-0.012729555071809062,1.0744636706489947,0.5316365723528074,0.6155285817122977
0.62,11.6,0.3259094880395362,13.471243120846049,0.024192977969138437,0.3259094880395362,0.0,0.3259094880395362,0.0,0.37201865846589927,0.07990637903870562,0.29211227942719364,0.2147913208660478,0.24671722263046794,0.18284753865820297,0.06386968397226497,0.7411219075373237,0.5338348714611615,0.6105061798370123
0.62,11.65,0.32453216247940997,13.471243120846049,0.02409073606408404,0.32453216247940997,0.0,0.32453216247940997,0.0,0.38469167318330355,0.07882207345902292,0.3058695997242806,0.20489674966649102,0.3296816599693562,0.18202450303926512,0.1476571569300911,0.5521220169062004,0.5356278808419168,0.6058910935877723
0.62,11.7,0.3230602309627631,13.471243120846049,0.02398147135083949,0.3230602309627631,0.0,0.3230602309627631,0.0,0.3929848303903319,0.07778435211473243,0.31520047827559944,0.1979322001754449,0.4023472035455068,0.1812101327211953,0.2211370708243115,0.4503824833983215,0.5369774403801842,0.6016271944944911
0.62,11.75,0.3214294057999664,13.471243120846049,0.023860411612835572,0.3214294057999664,0.0,0.3214294057999664,0.0,0.3965842844569453,0.07679612955237974,0.3197881549045656,0.19364390512230956,0.4568192371622416,0.18040424368205737,0.2764149934801842,0.39491384995677387,0.5378356313854125,0.5976350153149864
0.62,11.8,0.31957206224763574,13.471243120846049,0.023722536916664698,0.31957206224763574,0.0,0.31957206224763574,0.0,0.3953773634243476,0.0758592974997068,0.3195180659246408,0.19186555558642113,0.48879507282309814,0.17960665673112725,0.3091884160919709,0.36744776434383053,0.538155400647305,0.593828589034408
0.62,11.85,0.31743238426568854,13.471243120846049,0.023563703914932572,0.31743238426568854,0.0,0.31743238426568854,0.0,0.38943655633078383,0.07497455549628045,0.3144620008345034,0.19252058975325817,0.496160264572482,0.17881719744343955,0.3173430671290425,0.3604020922504101,0.5379002124164542,0.5901324761328136
0.62,11.9,0.3149773726122989,13.471243120846049,0.023381463001353436,0.3149773726122989,0.0,0.3149773726122989,0.0,0.3790104920345929,0.07414131931300423,0.3048691727215887,0.19561811841936352,0.478620385045925,0.1780356960896194,0.30058468895630563,0.37197683519588565,0.5370505067899688,0.5864948801463121
0.62,11.95,0.312201437894947,13.471243120846049,0.023175399263029518,0.312201437894947,0.0,0.312201437894947,0.0,0.36452061749367937,0.07335771094902052,0.2911629065446588,0.20124433962995938,0.43758480871924843,0.17726198756141667,0.2603228211578318,0.4050917308583873,0.5356056987229906,0.5828941675551779
0.62,12.0,0.30912403100188746,13.471243120846049,0.022946956582168283,0.30912403100188746,0.0,0.30912403100188746,0.0,0.34656329989618045,0.07262062838579306,0.2739426715103874,0.20954506264093148,0.3761595540228938,0.17649591129336553,0.19966364272952827,0.4692049142599304,0.5335816027092483,0.5793378734055247
