label,box_id,sigma_min,sigma_max,t_min,t_max,points,mainNormLowerConst,numeratorUpperConst,parallelUpperConst,restUpperCombinedConst,restUpperSeparateConst,budgetCombinedConst,budgetSeparateConst,min_pointwise_surplus_combined,min_pointwise_surplus_separate,max_D0_abs,max_parallel_exact,max_angle_D0_vs_M,pass_combined_const,pass_separate_const,recommended_mode
phase_valley_sigma05_t24p5_25p5_w005,s0.5_t0,0.5,0.5,24.5,24.504,5,0.3501324937050113,0.17727551536696237,0.5063098071563676,0.15200380132167976,0.15207676707124257,-0.3081811147730361,-0.3082540805225989,-0.29843933411984425,-0.29849731567325105,0.503288664494151,0.49671980974308105,170.75613326485532,False,False,fail_parallel
phase_valley_sigma05_t24p5_25p5_w005,s0.5_t1,0.5,0.5,24.505,24.509,5,0.35857441034489745,0.18148608313913897,0.5061322779965677,0.15212195752126267,0.15221584963431195,-0.2996798251729329,-0.2997737172859822,-0.29019484261319717,-0.2902718009560674,0.5032469743153402,0.49685838044633146,170.88431797771963,False,False,fail_parallel
phase_valley_sigma05_t24p5_25p5_w005,s0.5_t10,0.5,0.5,24.55,24.554,5,0.42926689914918387,0.21745903083230222,0.5065823413436038,0.1531407160049155,0.1535165303375386,-0.23045615819933543,-0.23083197253195853,-0.2234287112078034,-0.2237736988686901,0.5028783153770254,0.49996431106057504,173.86294879508227,False,False,fail_parallel
phase_valley_sigma05_t24p5_25p5_w005,s0.5_t100,0.5,0.5,25.0,25.004,5,0.4697811553057093,0.2206934219288216,0.46977921407938494,0.1707181938387304,0.1708011302716343,-0.17071625261240606,-0.17079918904530994,-0.1690976857577431,-0.1692292980313251,0.4997998141307632,0.46883179110580797,159.73187888943798,False,False,fail_parallel
phase_valley_sigma05_t24p5_25p5_w005,s0.5_t101,0.5,0.5,25.005,25.009,5,0.4709839029081083,0.22156322661099542,0.47042632506746984,0.17100699191478616,0.1710294728430033,-0.17044941407414768,-0.17047189500236481,-0.16873078158857913,-0.1688015898478613,0.49977140511496454,0.46935335840803033,159.91407217257589,False,False,fail_parallel
phase_valley_sigma05_t24p5_25p5_w005,s0.5_t102,0.5,0.5,25.01,25.014,5,0.4723453228218116,0.2224904882826347,0.4710335373990089,0.1712958956445318,0.17129680119947546,-0.1699841102217291,-0.16998501577667277,-0.16817303608946166,-0.1681834852307737,0.4997431150803949,0.4698401551672319,160.08613927536976,False,False,fail_parallel
phase_valley_sigma05_t24p5_25p5_w005,s0.5_t103,0.5,0.5,25.015,25.019,5,0.4738599750740103,0.223471183547929,0.4715975083420496,0.17158480783956354,0.17158768077093328,-0.16932234110760286,-0.1693252140389726,-0.16742680080087974,-0.1674280477585886,0.4997149437497885,0.4702894392891722,160.2468957389323,False,False,fail_parallel
phase_valley_sigma05_t24p5_25p5_w005,s0.5_t104,0.5,0.5,25.02,25.024,5,0.4755218053180204,0.22450109668550558,0.4721152514454375,0.17187363252414395,0.17187917658237312,-0.16846707865156102,-0.1684726227097902,-0.16649535210608843,-0.16649870015489393,0.4996868908457457,0.47069876911694186,160.39523927748567,False,False,fail_parallel
phase_valley_sigma05_t24p5_25p5_w005,s0.5_t105,0.5,0.5,25.025,25.029,5,0.4773241853285934,0.2255758326605451,0.47258412540998124,0.17216227509066942,0.17217128112611305,-0.16742221517205727,-0.1674312212075009,-0.16538283928086,-0.1653890097052338,0.49965895609072786,0.4710659885638477,160.53015438906561,False,False,fail_parallel
phase_valley_sigma05_t24p5_25p5_w005,s0.5_t106,0.5,0.5,25.03,25.034,5,0.47925995591244275,0.22669083064078163,0.4730018184164678,0.17245064245285535,0.1724639868846295,-0.16619250495688043,-0.16620584938865457,-0.16409422613873736,-0.16410402703044732,0.4996311392070589,0.4713892089200214,160.65071581742967,False,False,fail_parallel
phase_valley_sigma05_t24p5_25p5_w005,s0.5_t107,0.5,0.5,25.035,25.039,5,0.4813214716155596,0.22784137798081047,0.47336632877826734,0.17273864319642743,0.17275728632614532,-0.16478350035913517,-0.16480214348885305,-0.16263522771877778,-0.16264955241312887,0.4996034399169433,0.471666788174865,160.75609088817103,False,False,fail_parallel
phase_valley_sigma05_t24p5_25p5_w005,s0.5_t108,0.5,0.5,25.04,25.044,5,0.4835006466223968,0.22902262463804882,0.4736759428098767,0.17302618772712255,0.17305117190457883,-0.16320148391460246,-0.16322646809205874,-0.1610122434626299,-0.16103206882229562,0.4995758579424524,0.47189730868497703,160.84554076513885,False,False,fail_parallel
phase_valley_sigma05_t24p5_25p5_w005,s0.5_t109,0.5,0.5,25.045,25.049,5,0.48578900127022,0.23022959798262302,0.47392921079034034,0.17331318841582402,0.17334563605985426,-0.16145339793594435,-0.16148584557997459,-0.15923228828103894,-0.15925867283253364,0.49954839300553067,0.4720795539760391,160.91842069284988,False,False,fail_parallel
phase_valley_sigma05_t24p5_25p5_w005,s0.5_t11,0.5,0.5,24.555,24.559,5,0.4363517026029412,0.22110104037908168,0.5067037416381365,0.15325083615317736,0.15366643904200422,-0.22360287518837263,-0.2240184780771995,-0.2168545798261945,-0.2172382432793731,0.5028380762971044,0.5003544890721205,174.33982426761136,False,False,fail_parallel
phase_valley_sigma05_t24p5_25p5_w005,s0.5_t110,0.5,0.5,25.05,25.054,5,0.4881777086403329,0.23145721796233817,0.4741249218588662,0.17359955974064195,0.17364067121827614,-0.15954677295917524,-0.15958788443680944,-0.1573029228251344,-0.15733700475107854,0.4995210448280088,0.4722124854027942,160.97417930636104,False,False,fail_parallel
phase_valley_sigma05_t24p5_25p5_w005,s0.5_t111,0.5,0.5,25.055,25.059,5,0.4906576407355137,0.23270031258308707,0.474262078614043,0.17388521842575858,0.1739362697929163,-0.15748965630428788,-0.1575407076714456,-0.15523218416196888,-0.15527517915228672,0.4994938131315915,0.4722952193095862,161.01235710193174,False,False,fail_parallel
phase_valley_sigma05_t24p5_25p5_w005,s0.5_t112,0.5,0.5,25.06,25.064,5,0.49321941380723594,0.23395363366423746,0.47433987210339845,0.1741700835768682,0.17423242418400073,-0.1552905418730307,-0.15535288248016324,-0.15302851791519154,-0.153081716880517,0.49946669763787654,0.47232700524075116,161.03258416979418,False,False,fail_parallel
phase_valley_sigma05_t24p5_25p5_w005,s0.5_t113,0.5,0.5,25.065,25.069,5,0.49585343245409086,0.2352118728277288,0.4743576577933766,0.1744540768130542,0.17452912677930524,-0.1529583021523399,-0.15303335211859095,-0.15070071277894248,-0.15076547942967602,0.4994396980683473,0.47232719079323626,161.03598273656493,False,False,fail_parallel
phase_valley_sigma05_t24p5_25p5_w005,s0.5_t114,0.5,0.5,25.07,25.074,5,0.4985499321727346,0.23646967767911947,0.47431493300692873,0.17473712239492667,0.17482636995453754,-0.15050212322912082,-0.1505913707887317,-0.1482578381535411,-0.14833560644815352,0.499412814144383,0.47229700620874493,161.03276882780816,False,False,fail_parallel
phase_valley_sigma05_t24p5_25p5_w005,s0.5_t115,0.5,0.5,25.075,25.079,5,0.5012990201024499,0.23772166813825296,0.47421131621137036,0.1750191473488726,0.17512414607372287,-0.1479314434577931,-0.14803644218264336,-0.14570918549191486,-0.14580145695826602,0.4993860455872637,0.4722145942733049,161.0126243534157,False,False,fail_parallel
phase_valley_sigma05_t24p5_25p5_w005,s0.5_t116,0.5,0.5,25.08,25.084,5,0.5040907137621193,0.23896245287679505,0.47404652843805717,0.175300081587273,0.17542244748958738,-0.14525589626321084,-0.1453782621655252,-0.14306421379212925,-0.14317255472571255,0.4993593921181647,0.4720795039097631,160.97391053207514,False,False,fail_parallel
phase_valley_sigma05_t24p5_25p5_w005,s0.5_t117,0.5,0.5,25.085,25.089,5,0.5069149776334014,0.24018664581964053,0.47382037702058666,0.1755798580245215,0.17572126654393352,-0.14248525741170673,-0.14262666593111875,-0.14033249952771096,-0.1404585380708936,0.49933285345817513,0.4718913455696665,160.91659662897243,False,False,fail_parallel
phase_valley_sigma05_t24p5_25p5_w005,s0.5_t118,0.5,0.5,25.09,25.094,5,0.5097617574940343,0.24138888266693906,0.4735327417529237,0.17585841268872543,0.1760205955680168,-0.13962939694761484,-0.1397915798269062,-0.13752369117782087,-0.13766911428429132,0.49930642932829417,0.4716497799815729,160.8407218771549,False,False,fail_parallel
phase_valley_sigma05_t24p5_25p5_w005,s0.5_t119,0.5,0.5,25.095,25.099,5,0.5126210124510546,0.2425638373934434,0.47318356349390484,0.17613568482892766,0.1763204268829114,-0.13669823587177787,-0.13688297792576162,-0.13464746840488173,-0.1348140186936567,0.49928011944943534,0.47135450925108113,160.7463909285997,False,False,fail_parallel
phase_valley_sigma05_t24p5_25p5_w005,s0.5_t12,0.5,0.5,24.56,24.564,5,0.4432545070002642,0.2246467069909027,0.5068120085483278,0.15336073371785958,0.15381741502400353,-0.21691823526592313,-0.2173749165720671,-0.21044883068686862,-0.2108725496782064,0.5027979808132288,0.5007262010753848,174.83707149059825,False,False,fail_parallel
phase_valley_sigma05_t24p5_25p5_w005,s0.5_t120,0.5,0.5,25.1,25.104,5,0.5154827446638636,0.243706238681885,0.47277283518151747,0.17641161701774605,0.17662075279988787,-0.13370170753539995,-0.13391084331754177,-0.13171350582995878,-0.1319029783334423,0.49925392354243797,0.4710052702529574,160.63376925932286,False,False,fail_parallel
phase_valley_sigma05_t24p5_25p5_w005,s0.5_t121,0.5,0.5,25.105,25.109,5,0.5183370267816316,0.24481088624715308,0.472300595169113,0.1766861552492673,0.17692156562076808,-0.13064972363674868,-0.13088513400824944,-0.12873144127579336,-0.12894568008650834,0.4992278413280618,0.4706018302098851,160.5030785960033,False,False,fail_parallel
phase_valley_sigma05_t24p5_25p5_w005,s0.5_t122,0.5,0.5,25.11,25.114,5,0.5211740271490274,0.24587266700835128,0.47176692275581317,0.1769592490320998,0.17722285763828982,-0.1275521446388856,-0.1278157532450756,-0.12571084828336143,-0.12595174310410223,0.49920187252700804,0.4701439843178003,160.3545924224139,False,False,fail_parallel
phase_valley_sigma05_t24p5_25p5_w005,s0.5_t123,0.5,0.5,25.115,25.119,5,0.5239840328578487,0.2468865710661607,0.47117193575465,0.17723085147745707,0.1775246211364677,-0.1244187543742584,-0.12471252403326902,-0.12266121265943092,-0.12293069526171249,0.49917601685990415,0.46963155525302663,160.18863161486837,False,False,fail_parallel
phase_valley_sigma05_t24p5_25p5_w005,s0.5_t124,0.5,0.5,25.12,25.124,5,0.5267574707413297,0.24784770744318194,0.4705157899220197,0.17750091938214174,0.17782684839094062,-0.12125923856283172,-0.1215851675716306,-0.1195919127783305,-0.11989195337412228,0.49915027404733053,0.46906439438127023,160.0055602472974,False,False,fail_parallel
phase_valley_sigma05_t24p5_25p5_w005,s0.5_t125,0.5,0.5,25.125,25.129,5,0.52948492642215,0.24875131954575938,0.4697986800618265,0.17776941330634555,0.17812953166932874,-0.11808316694602211,-0.1184432853090053,-0.11651220333896165,-0.11684480687081561,0.49912464380980875,0.4684423844806872,159.80578159843694,False,False,fail_parallel
phase_valley_sigma05_t24p5_25p5_w005,s0.5_t126,0.5,0.5,25.13,25.134,5,0.5321571615354403,0.24959280030617237,0.469020842613522,0.17803629764613502,0.17843266323157722,-0.11489997872421667,-0.11529634430965888,-0.1134312022671628,-0.11379840462194826,0.4990991258678201,0.46776544379050633,159.58973438623528,False,False,fail_parallel
phase_valley_sigma05_t24p5_25p5_w005,s0.5_t127,0.5,0.5,25.135,25.139,5,0.5347651292549903,0.2503677069649881,0.46818255953560145,0.17830154070053542,0.1787362353303048,-0.11171897098114655,-0.11215366561091594,-0.11035788045085335,-0.11076174460242624,0.49907371994180083,0.4670335312009703,159.3578892479388,False,False,fail_parallel
