label,box_id,sigma_min,sigma_max,t_min,t_max,points,mainNormLowerConst,numeratorUpperConst,parallelUpperConst,restUpperCombinedConst,restUpperSeparateConst,budgetCombinedConst,budgetSeparateConst,min_pointwise_surplus_combined,min_pointwise_surplus_separate,max_D0_abs,max_parallel_exact,max_angle_D0_vs_M,pass_combined_const,pass_separate_const,recommended_mode
seed_hurts_sigma0740_t14p25_14p35_w002,s0.74_t0,0.74,0.74,14.25,14.251,2,0.043796795269547516,0.0028001478301641325,0.06393499371199682,0.01837439362440991,0.019004960540235042,-0.03851259206685921,-0.03914315898268435,-0.03786328986817292,-0.038493856783998054,0.07907417767974118,0.06328569151331052,143.16193464060703,False,False,fail_parallel
seed_hurts_sigma0740_t14p25_14p35_w002,s0.74_t1,0.74,0.74,14.252,14.253,2,0.04482655862844083,0.002858119582359763,0.06375951377508576,0.01836662815187368,0.019002912307605258,-0.03729958329851861,-0.03793586745425019,-0.03664890585923318,-0.03728519001496476,0.07906032960423708,0.06310883633580033,142.9620235941271,False,False,fail_parallel
seed_hurts_sigma0740_t14p25_14p35_w002,s0.74_t10,0.74,0.74,14.27,14.271,2,0.05428085730669093,0.003441322158292248,0.06339844890158088,0.018301238114609385,0.018985366065027095,-0.02741882970949933,-0.02810295765991704,-0.02677211236724406,-0.027456240317661768,0.07893576427756406,0.06278509564428301,142.69915015722276,False,False,fail_parallel
seed_hurts_sigma0740_t14p25_14p35_w002,s0.74_t11,0.74,0.74,14.272,14.273,2,0.055341532309408165,0.0035124073580761364,0.06346783711080982,0.018294501825368275,0.018983512981373966,-0.02642080662676993,-0.02710981778277562,-0.025775950704735564,-0.026464961860741255,0.07892193117531882,0.06286524428608915,142.80849542445512,False,False,fail_parallel
seed_hurts_sigma0740_t14p25_14p35_w002,s0.74_t12,0.74,0.74,14.274,14.275,2,0.056402505105628456,0.003584633759504511,0.06355451327545374,0.018287876974581868,0.018981678769872088,-0.02543988514440715,-0.026133686939697368,-0.024797116229350033,-0.025490918024640253,0.07890809957217973,0.06296234411877388,142.93857348185873,False,False,fail_parallel
seed_hurts_sigma0740_t14p25_14p35_w002,s0.74_t13,0.74,0.74,14.276,14.277,2,0.05746337807928804,0.003657967962851928,0.06365737770941102,0.018281365002980058,0.018979863315054735,-0.024475364633103038,-0.025173862945177716,-0.02383489642285173,-0.024533394734926408,0.07889426946846934,0.06307530961495718,143.08827051644883,False,False,fail_parallel
seed_hurts_sigma0740_t14p25_14p35_w002,s0.74_t14,0.74,0.74,14.278,14.279,2,0.05852377384591179,0.003732375996193371,0.06377538136929456,0.018274967322586003,0.018978066501974696,-0.02352657484596877,-0.024229674025357462,-0.022888610173534947,-0.02359170935292364,0.07888044086450809,0.06320310603251311,143.25654656847962,False,False,fail_parallel
seed_hurts_sigma0740_t14p25_14p35_w002,s0.74_t15,0.74,0.74,14.28,14.281,2,0.0595833335802643,0.003807823329658346,0.06390752414899467,0.01826868531624067,0.018976288216251476,-0.022592875884971043,-0.02330047878498185,-0.021957607640370847,-0.022665210540381654,0.0788666137606165,0.0633447475264454,143.4424300929741,False,False,fail_parallel
seed_hurts_sigma0740_t14p25_14p35_w002,s0.74_t16,0.74,0.74,14.282,14.283,2,0.060641715502703336,0.003884274889928233,0.06405285301922366,0.01826252033713533,0.018974528344116018,-0.021673657853655652,-0.02238566586063634,-0.0210412698141959,-0.021753277821176586,0.07885278815711431,0.06349929514770755,143.64501292779514,False,False,fail_parallel
seed_hurts_sigma0740_t14p25_14p35_w002,s0.74_t17,0.74,0.74,14.284,14.285,2,0.061698593508411365,0.003961695074978216,0.06421046007212658,0.018256473708352233,0.018972786772453964,-0.020768340272067448,-0.02148465333616918,-0.020139007850642668,-0.0208553209147444,0.07883896405432227,0.0636658547810067,143.863445643304,False,False,fail_parallel
seed_hurts_sigma0740_t14p25_14p35_w002,s0.74_t18,0.74,0.74,14.286,14.287,2,0.06275365592526791,0.004040047769049498,0.0643794805176086,0.018250546722412508,0.01897106338884582,-0.019876371314753196,-0.020596887981186508,-0.019250262234801304,-0.019970778901234616,0.07882514145255913,0.0638435750617848,144.09693324838065,False,False,fail_parallel
seed_hurts_sigma0740_t14p25_14p35_w002,s0.74_t19,0.74,0.74,14.288,14.289,2,0.06380660438750095,0.004119296357854237,0.06455909066775484,0.0182447406408319,0.01896935808160783,-0.018997226921085787,-0.019721844361861716,-0.018374501825794563,-0.019099119266570493,0.07881132035214326,0.06403164530324312,144.34473122805665,False,False,fail_parallel
seed_hurts_sigma0740_t14p25_14p35_w002,s0.74_t2,0.74,0.74,14.254,14.255,2,0.04586223109554801,0.002917532114049926,0.06361513699522438,0.018358958241309516,0.01900088411862799,-0.03611186414098588,-0.03675379001830435,-0.03546024526834213,-0.0361021711456606,0.0790464830245935,0.06296351812258062,142.80075467075233,False,False,fail_parallel
seed_hurts_sigma0740_t14p25_14p35_w002,s0.74_t20,0.74,0.74,14.29,14.291,2,0.06485715281361512,0.004199403743999536,0.06474850593684983,0.018239056693687535,0.01896767073982811,-0.018130409816922245,-0.01885902386306282,-0.017511222819560322,-0.0182398368657009,0.07879750075339265,0.06422929345661474,144.6061418887365,False,False,fail_parallel
seed_hurts_sigma0740_t14p25_14p35_w002,s0.74_t21,0.74,0.74,14.292,14.293,2,0.06590502647825364,0.004280332362629189,0.06494697887787891,0.018233496079193334,0.018966001253401567,-0.01727544847881861,-0.01800795365302684,-0.016659947660272012,-0.017392452834480245,0.07878368265662507,0.0644357841219353,144.88051098807583,False,False,fail_parallel
seed_hurts_sigma0740_t14p25_14p35_w002,s0.74_t22,0.74,0.74,14.294,14.295,2,0.06694996116872554,0.004362044197276181,0.06515379727081651,0.01822805996327982,0.0189643495130664,-0.01643189606537079,-0.017168185615157372,-0.01582022392429559,-0.01655651347408217,0.07876986606215754,0.06465041662168258,145.16722462773507,False,False,fail_parallel
seed_hurts_sigma0740_t14p25_14p35_w002,s0.74_t23,0.74,0.74,14.296,14.297,2,0.06799170241784978,0.004444500795916972,0.06536828227366406,0.018222749479191298,0.018962715410432436,-0.015599329335005577,-0.016339295266246716,-0.014991623195460772,-0.01573158912670191,0.07875605097030675,0.06487252314589684,145.46570638854223,False,False,fail_parallel
seed_hurts_sigma0740_t14p25_14p35_w002,s0.74_t24,0.74,0.74,14.298,14.299,2,0.06903000480571164,0.004527663287224284,0.06558978664375899,0.01821756572708525,0.018961098838014813,-0.014777347565132597,-0.015520880676062158,-0.01417373994601704,-0.014917273056946602,0.078742237381391,0.06510146697436663,145.7754146889135,False,False,fail_parallel
seed_hurts_sigma0740_t14p25_14p35_w002,s0.74_t25,0.74,0.74,14.3,14.301,2,0.07006463132358647,0.004611492397010601,0.06581769303420561,0.01821250977364448,0.018959499689259595,-0.013965571484263622,-0.014712561399878737,-0.013366190434373742,-0.014113180349988857,0.07872842529572345,0.06533664077913039,146.09584034868578,False,False,fail_parallel
seed_hurts_sigma0740_t14p25_14p35_w002,s0.74_t26,0.74,0.74,14.302,14.303,2,0.07109535279406695,0.00469594846485457,0.06605141236807333,0.01820758265170047,0.018957917858573092,-0.013163642225706845,-0.013913977432579466,-0.012568611627904791,-0.013318946834777412,0.07871461471362057,0.06557746500872932,146.42650434182795,False,False,fail_parallel
seed_hurts_sigma0740_t14p25_14p35_w002,s0.74_t27,0.74,0.74,14.304,14.305,2,0.07212194734201514,0.004780991460905999,0.06629038229144985,0.01820278535986449,0.01895635324134658,-0.012371220309299193,-0.013124788190781281,-0.011780660156837798,-0.012534228038319887,0.07870080563539843,0.06582338635424978,146.7669557227262,False,False,fail_parallel
seed_hurts_sigma0740_t14p25_14p35_w002,s0.74_t28,0.74,0.74,14.306,14.307,2,0.07314419991146502,0.004866581002860568,0.06653406570515721,0.018198118862170223,0.018954805733978456,-0.011587984655862416,-0.012344671527670648,-0.01100201130359274,-0.011758698175400973,0.0786869980613695,0.06607387629612663,147.11676971192426,False,False,fail_parallel
seed_hurts_sigma0740_t14p25_14p35_w002,s0.74_t29,0.74,0.74,14.308,14.309,2,0.07416190182421657,0.004952676373098651,0.06678194937392262,0.018193584087728074,0.018953275233898833,-0.010813631637434123,-0.011573322783604883,-0.010232358030411323,-0.010992049176582083,0.07867319199185067,0.06632842972991335,147.4755459283256,False,False,fail_parallel
seed_hurts_sigma0740_t14p25_14p35_w002,s0.74_t3,0.74,0.74,14.256,14.257,2,0.046903070762195,0.0029783584732849516,0.06350028739878541,0.018351385592827025,0.018998875855659642,-0.03494860222941744,-0.035596092492250056,-0.03429644458620788,-0.0349439348490405,0.07903263794113756,0.06284812975557585,142.67579551768492,False,False,fail_parallel
seed_hurts_sigma0740_t14p25_14p35_w002,s0.74_t30,0.74,0.74,14.31,14.311,2,0.07517485037613016,0.005039236535981645,0.06703354261123645,0.01818918193038578,0.018951761639589084,-0.010047874165492077,-0.01081045387469538,-0.00947141004708954,-0.010233989756292843,0.07865938742715375,0.06658656366862996,147.84290675591333,False,False,fail_parallel
seed_hurts_sigma0740_t14p25_14p35_w002,s0.74_t31,0.74,0.74,14.312,14.313,2,0.0761828484677052,0.005126220155296605,0.06728837603741832,0.018184913248407004,0.018950264850600775,-0.009290440818120114,-0.010055792420313885,-0.008718892919703337,-0.009484244521897108,0.07864558436759321,0.0668478160189082,148.21849583399546,False,False,fail_parallel
seed_hurts_sigma0740_t14p25_14p35_w002,s0.74_t32,0.74,0.74,14.314,14.315,2,0.07718570426573633,0.005213585611845399,0.06754600040826178,0.018180778864153955,0.018948784767574875,-0.008541075006679406,-0.009309080910100326,-0.007974547220551468,-0.008742553123972388,0.0786317828134823,0.067111744427898,148.60197666094473,False,False,fail_parallel
seed_hurts_sigma0740_t14p25_14p35_w002,s0.74_t33,0.74,0.74,14.316,14.317,2,0.07818323089322352,0.005301291021168659,0.06780598551125042,0.018176779563785838,0.018947321292256764,-0.007799534181812739,-0.008570075910283664,-0.007238127719023251,-0.008008669447494177,0.07861798276513284,0.067377925197709,148.99303130218414,False,False,fail_parallel
seed_hurts_sigma0740_t14p25_14p35_w002,s0.74_t34,0.74,0.74,14.318,14.319,2,0.07917524614499312,0.0053892942513984275,0.06806791912625125,0.01817291609696755,0.01894587432751235,-0.00706558907822568,-0.00783854730877048,-0.006509402612670308,-0.007282360843215107,0.07860418422285778,0.06764595226410695,149.39135919397543,False,False,fail_parallel
