label,source_box_id,sigma_min,sigma_max,t_min,t_max,mainNormLowerConst,numeratorUpperConst,parallelUpperConst,restUpperCombinedConst,restUpperSeparateConst,budgetCombinedConst,budgetSeparateConst,certified_combined,certified_separate,status,main_lower_method,main_center_abs,main_radius,main_lower_rect,main_lower_improved,main_lower_gain,interval_dps,inflate,point_budget_combined_from_scout,point_budget_separate_from_scout,budget_loss_to_interval_combined,budget_loss_to_interval_separate,notes
interval_valley47_failures_center_radius_sub128,s0.5_t10,0.5,0.5,47.55,47.554,0.44249760303511043,0.1324780303850774,0.29938700114171196,0.10075318467816322,0.10133896221589624,0.042357417215235255,0.041771639677502234,True,True,certified_combined_and_separate,center-radius,0.458823538989704,0.01749447341501792,0.44249760303511043,0.44249760303511043,0.0,50,1e-12,0.09051501258741813,0.08945516376733316,0.04815759537218288,0.047683524089830925,mode=fast; subdiv_sigma=1; subdiv_t=128; main_lower_method=center-radius
interval_valley47_failures_center_radius_sub128,s0.5_t11,0.5,0.5,47.555,47.559,0.43600594578438295,0.13094807385225085,0.3003355232155671,0.1006354956543882,0.10110528386147287,0.03503492691442764,0.03456513870734297,True,True,certified_combined_and_separate,center-radius,0.45256523439304697,0.017510178632798048,0.43600594578438295,0.43600594578438295,0.0,50,1e-12,0.08413328036120299,0.08316140684031578,0.04909835344677535,0.04859626813297281,mode=fast; subdiv_sigma=1; subdiv_t=128; main_lower_method=center-radius
interval_valley47_failures_center_radius_sub128,s0.5_t12,0.5,0.5,47.56,47.564,0.42940114980264527,0.1293219628563586,0.3011681801872109,0.10049531133690244,0.10086194268933137,0.027737658278531904,0.02737102692610298,True,True,certified_combined_and_separate,center-radius,0.4461729741875849,0.01752506602216653,0.42940114980264527,0.42940114980264527,0.0,50,1e-12,0.07770996309479883,0.07682186610124636,0.049972304816266924,0.04945083917514338,mode=fast; subdiv_sigma=1; subdiv_t=128; main_lower_method=center-radius
interval_valley47_failures_center_radius_sub128,s0.5_t13,0.5,0.5,47.565,47.569,0.42269149573262216,0.1276044164536104,0.301885459589014,0.10033226477220254,0.10066814716562691,0.02047377137140559,0.020137888977981216,True,True,certified_combined_and_separate,center-radius,0.43965286204996873,0.01753780486393301,0.42269149573262216,0.42269149573262216,0.0,50,1e-12,0.07124697447056909,0.07043848259274266,0.0507732030991635,0.05030059361476144,mode=fast; subdiv_sigma=1; subdiv_t=128; main_lower_method=center-radius
interval_valley47_failures_center_radius_sub128,s0.5_t14,0.5,0.5,47.57,47.574,0.41588234582467537,0.1258003663388119,0.3024902778437387,0.10014630792725493,0.10047649959540485,0.013245760053681721,0.012915568385531803,True,True,certified_combined_and_separate,center-radius,0.4330111418355767,0.01755033344519376,0.41588234582467537,0.41588234582467537,0.0,50,1e-12,0.06474616636378508,0.06401314044960128,0.05150040631010336,0.05109757206406948,mode=fast; subdiv_sigma=1; subdiv_t=128; main_lower_method=center-radius
interval_valley47_failures_center_radius_sub128,s0.5_t15,0.5,0.5,47.575,47.579,0.4089801900796286,0.12391557314063892,0.3029867366351229,0.09993854397498844,0.10027482646167887,0.006054909469517283,0.005718626982826852,True,True,certified_combined_and_separate,center-radius,0.42625420132965164,0.017563359946074573,0.4089801900796286,0.4089801900796286,0.0,50,1e-12,0.05820932613943898,0.05754766409511866,0.0521544166699217,0.05182903711229181,mode=fast; subdiv_sigma=1; subdiv_t=128; main_lower_method=center-radius
interval_valley47_failures_center_radius_sub128,s0.5_t16,0.5,0.5,47.58,47.584,0.40199294966308474,0.12195561908266969,0.30337750745350683,0.09970991899922813,0.10006417005831914,-0.0010944767896502172,-0.001448727848741227,False,False,fail_interval_inflation,center-radius,0.41938857676283764,0.017576357437185757,0.40199294966308474,0.40199294966308474,0.0,50,1e-12,0.05163817454377928,0.051043816028973496,0.0527326513334295,0.05249254387771472,mode=fast; subdiv_sigma=1; subdiv_t=128; main_lower_method=center-radius
interval_valley47_failures_center_radius_sub128,s0.5_t17,0.5,0.5,47.585,47.589,0.3949298233774977,0.1199254854263535,0.30366277330167973,0.09946050999239409,0.09984451770828137,-0.008193459916576107,-0.008577467632463392,False,False,fail_interval_inflation,center-radius,0.4124209579577866,0.017587788926770855,0.3949298233774977,0.3949298233774977,0.0,50,1e-12,0.045034364333802285,0.04450329534998526,0.05322782425037839,0.053080762982448654,mode=fast; subdiv_sigma=1; subdiv_t=128; main_lower_method=center-radius
interval_valley47_failures_center_radius_sub128,s0.5_t18,0.5,0.5,47.59,47.594,0.3877969014898274,0.11783179422433787,0.3038492411147561,0.09919316701623504,0.09961856008926492,-0.015245506641163753,-0.015670899714193637,False,False,fail_interval_inflation,center-radius,0.40535819604635065,0.0175993901153701,0.3877969014898274,0.3877969014898274,0.0,50,1e-12,0.038399479822450594,0.03792773719157118,0.05364498646361435,0.053598636905764815,mode=fast; subdiv_sigma=1; subdiv_t=128; main_lower_method=center-radius
interval_valley47_failures_center_radius_sub128,s0.5_t184,0.5,0.5,48.42,48.424,0.2448933657840906,0.0510015444513389,0.20826021271766193,0.08282827065545603,0.08433650860926564,-0.04619511758902736,-0.04770335554283697,False,False,fail_interval_inflation,center-radius,0.25782572416906596,0.014224644949912121,0.2448933657840906,0.2448933657840906,0.0,50,1e-12,0.004029263635465075,0.002331851506610347,0.05022438122449244,0.05003520704944732,mode=fast; subdiv_sigma=1; subdiv_t=128; main_lower_method=center-radius
interval_valley47_failures_center_radius_sub128,s0.5_t185,0.5,0.5,48.425,48.429,0.25142500989761984,0.05265757363146601,0.20943649819446422,0.08262360710770665,0.08423982164777516,-0.04063509540455103,-0.042251309944619536,False,False,fail_interval_inflation,center-radius,0.26402908242881973,0.014178757691710621,0.25142500989761984,0.25142500989761984,0.0,50,1e-12,0.008483295607821989,0.006701560363973,0.04911839101237302,0.048952870308592536,mode=fast; subdiv_sigma=1; subdiv_t=128; main_lower_method=center-radius
interval_valley47_failures_center_radius_sub128,s0.5_t186,0.5,0.5,48.43,48.434,0.2579443199091008,0.0543509436063938,0.21070804592846623,0.08239919137259,0.08413227881628513,-0.0351629173919554,-0.03689600483565053,False,False,fail_interval_inflation,center-radius,0.2702014235516896,0.014133986087783268,0.2579443199091008,0.2579443199091008,0.0,50,1e-12,0.012774923041686995,0.010907186326146248,0.047937840433642395,0.04780319116179678,mode=fast; subdiv_sigma=1; subdiv_t=128; main_lower_method=center-radius
interval_valley47_failures_center_radius_sub128,s0.5_t187,0.5,0.5,48.435,48.439,0.264442837079396,0.0560792190146579,0.21206556257684056,0.08215415827226687,0.08401340948751089,-0.02977688376971145,-0.031636134984955475,False,False,fail_interval_inflation,center-radius,0.2763347828357509,0.014088346904834773,0.264442837079396,0.264442837079396,0.0,50,1e-12,0.01690951296466256,0.014954158191153283,0.04668639673437401,0.04659029317610876,mode=fast; subdiv_sigma=1; subdiv_t=128; main_lower_method=center-radius
interval_valley47_failures_center_radius_sub128,s0.5_t188,0.5,0.5,48.44,48.444,0.2709089706671003,0.05783882908935791,0.21349912831211376,0.08188953862903443,0.08388466632835671,-0.024479696274047905,-0.026474823973370185,False,False,fail_interval_inflation,center-radius,0.28242156456653594,0.014044170597917268,0.2709089706671003,0.2709089706671003,0.0,50,1e-12,0.020892063204508246,0.018847538532132502,0.04537175947855615,0.045322362505502686,mode=fast; subdiv_sigma=1; subdiv_t=128; main_lower_method=center-radius
interval_valley47_failures_center_radius_sub128,s0.5_t189,0.5,0.5,48.445,48.449,0.2773363983341642,0.059626349072686845,0.21499647875589242,0.0816045103395069,0.08374489892383806,-0.019264590761235142,-0.021404979345566302,False,False,fail_interval_inflation,center-radius,0.28845451272116907,0.013998396731129804,0.2773363983341642,0.2773363983341642,0.0,50,1e-12,0.024727212610786017,0.02259203385741987,0.04399180337202116,0.04399701320298617,mode=fast; subdiv_sigma=1; subdiv_t=128; main_lower_method=center-radius
interval_valley47_failures_center_radius_sub128,s0.5_t19,0.5,0.5,47.595,47.599,0.38060163488292925,0.1157082355287938,0.3040140265408606,0.09896190758956931,0.09944018087233367,-0.022374299247500687,-0.022852572530265042,False,False,fail_interval_inflation,center-radius,0.39820730584096825,0.01761175656230419,0.38060163488292925,0.38060163488292925,0.0,50,1e-12,0.03173503755506603,0.03131871328552141,0.054109336802566715,0.05417128581578645,mode=fast; subdiv_sigma=1; subdiv_t=128; main_lower_method=center-radius
interval_valley47_failures_center_radius_sub128,s0.5_t190,0.5,0.5,48.45,48.454,0.2837168000419626,0.061439077154747744,0.21655071939927673,0.08129948192426588,0.08362201516810881,-0.014133401281580013,-0.016455934525422947,False,False,fail_interval_inflation,center-radius,0.2944266851750872,0.01395097315349399,0.2837168000419626,0.2837168000419626,0.0,50,1e-12,0.028419255692214415,0.02619200918263309,0.04255265697379443,0.04264794370805604,mode=fast; subdiv_sigma=1; subdiv_t=128; main_lower_method=center-radius
interval_valley47_failures_center_radius_sub128,s0.5_t191,0.5,0.5,48.455,48.459,0.29004080412854655,0.06327366226006367,0.21815434711048687,0.08097599571937027,0.08352252529447536,-0.009089538701310587,-0.011636068276415681,False,False,fail_interval_inflation,center-radius,0.30033143077943214,0.013903966477973234,0.29004080412854655,0.29004080412854655,0.0,50,1e-12,0.03197216012223983,0.029651505467224462,0.041061698823550416,0.041287573743640144,mode=fast; subdiv_sigma=1; subdiv_t=128; main_lower_method=center-radius
interval_valley47_failures_center_radius_sub128,s0.5_t192,0.5,0.5,48.46,48.464,0.29628912468963264,0.0651263728578564,0.21980682863766013,0.08063461682038353,0.08353617354844235,-0.004152320768411016,-0.0070538774964698375,False,False,fail_interval_inflation,center-radius,0.3061623690025884,0.013856348066630353,0.29628912468963264,0.29628912468963264,0.0,50,1e-12,0.03538958595329149,0.032974258755963784,0.039541906721702505,0.04002813625243362,mode=fast; subdiv_sigma=1; subdiv_t=128; main_lower_method=center-radius
interval_valley47_failures_center_radius_sub128,s0.5_t193,0.5,0.5,48.465,48.469,0.30210582851277606,0.06705048518077876,0.22194369936806166,0.0805918361076351,0.08367234018271864,-0.00042970696292068955,-0.003510211038004238,False,False,fail_interval_inflation,center-radius,0.3119133719935424,0.01380748230067723,0.30210582851277606,0.30210582851277606,0.0,50,1e-12,0.03867490568177913,0.03616372016739623,0.03910461264469982,0.03967393120540047,mode=fast; subdiv_sigma=1; subdiv_t=128; main_lower_method=center-radius
interval_valley47_failures_center_radius_sub128,s0.5_t194,0.5,0.5,48.47,48.474,0.30744143787882217,0.06905261197631428,0.22460411469819927,0.08071176007875089,0.08379992921596795,0.002125563101872008,-0.0009626060353450511,True,False,certified_combined,center-radius,0.3175785487152707,0.013758468746116815,0.30744143787882217,0.30744143787882217,0.0,50,1e-12,0.041831224537525635,0.03922307610293933,0.03970566143565363,0.040185682138284384,mode=fast; subdiv_sigma=1; subdiv_t=128; main_lower_method=center-radius
interval_valley47_failures_center_radius_sub128,s0.5_t195,0.5,0.5,48.475,48.479,0.31267964185004843,0.07106448231322747,0.2272756930792054,0.080814941790285,0.08391880314696537,0.00458900698055803,0.001485145623877665,True,True,certified_combined_and_separate,center-radius,0.32315223094677403,0.013709033169446952,0.31267964185004843,0.31267964185004843,0.0,50,1e-12,0.04486140054906883,0.04215526822804548,0.0402723935685108,0.040670122604167816,mode=fast; subdiv_sigma=1; subdiv_t=128; main_lower_method=center-radius
interval_valley47_failures_center_radius_sub128,s0.5_t196,0.5,0.5,48.48,48.484,0.3178442557567835,0.07308177316882469,0.22992950744010723,0.08090096711630951,0.08402815108496355,0.007013781200366748,0.00388659723171271,True,True,certified_combined_and_separate,center-radius,0.3286289609726619,0.013660254474891451,0.3178442557567835,0.3178442557567835,0.0,50,1e-12,0.047768064070826496,0.04496301291142876,0.04075428287045975,0.04107641567971605,mode=fast; subdiv_sigma=1; subdiv_t=128; main_lower_method=center-radius
interval_valley47_failures_center_radius_sub128,s0.5_t197,0.5,0.5,48.485,48.489,0.3229305291591419,0.07510027588694032,0.2325586127842701,0.08096846134256075,0.08412718368252023,0.009403455032311048,0.006244732692351568,True,True,certified_combined_and_separate,center-radius,0.33400348068273905,0.013611005765603411,0.3229305291591419,0.3229305291591419,0.0,50,1e-12,0.05055363656124763,0.047648819911454976,0.04115018152893658,0.04140408721910341,mode=fast; subdiv_sigma=1; subdiv_t=128; main_lower_method=center-radius
interval_valley47_failures_center_radius_sub128,s0.5_t198,0.5,0.5,48.49,48.494,0.3279329282427854,0.07711612942003096,0.2351582374885451,0.08101704451302957,0.08421596865351184,0.011757646241210729,0.008558722100728458,True,True,certified_combined_and_separate,center-radius,0.3392706913116014,0.013561001986975548,0.3279329282427854,0.3279329282427854,0.0,50,1e-12,0.0532203484760989,0.05021501017385552,0.04146270223488817,0.04165628807312706,mode=fast; subdiv_sigma=1; subdiv_t=128; main_lower_method=center-radius
interval_valley47_failures_center_radius_sub128,s0.5_t199,0.5,0.5,48.495,48.499,0.33284584121719485,0.07912528597550028,0.2377235229562864,0.08105043844761825,0.08429808293945107,0.014071879813290195,0.010824235321457376,True,True,certified_combined_and_separate,center-radius,0.344425707964944,0.013510633363691613,0.33284584121719485,0.33284584121719485,0.0,50,1e-12,0.05577025619930481,0.05266373266318958,0.04169837638601462,0.0418394973417322,mode=fast; subdiv_sigma=1; subdiv_t=128; main_lower_method=center-radius
interval_valley47_failures_center_radius_sub128,s0.5_t20,0.5,0.5,47.6,47.604,0.37335442266210056,0.11353048418264419,0.3040823338133949,0.0987087283890397,0.09925103183629612,-0.029436639540334028,-0.02997894298759045,False,False,fail_interval_inflation,center-radius,0.3909754772090851,0.017622703641661953,0.37335442266210056,0.37335442266210056,0.0,50,1e-12,0.025042488379799388,0.024677733916859027,0.054479127920133416,0.054656676904449475,mode=fast; subdiv_sigma=1; subdiv_t=128; main_lower_method=center-radius
interval_valley47_failures_center_radius_sub128,s0.5_t21,0.5,0.5,47.605,47.609,0.3660630189987836,0.11130362278942114,0.3040559057122102,0.09843349149886706,0.09905075888540112,-0.03642637821229368,-0.03704364559882774,False,False,fail_interval_inflation,center-radius,0.38367008378488643,0.01763290368270481,0.3660630189987836,0.3660630189987836,0.0,50,1e-12,0.018323221231477768,0.018006251589347516,0.054749599443771446,0.055049897188175254,mode=fast; subdiv_sigma=1; subdiv_t=128; main_lower_method=center-radius
interval_valley47_failures_center_radius_sub128,s0.5_t22,0.5,0.5,47.61,47.614,0.3587349785227737,0.10903344862395045,0.30393871563051006,0.0981367653013916,0.09883965408873141,-0.04334050240912797,-0.044043391196467774,False,False,fail_interval_inflation,center-radius,0.37629869270754307,0.0176434686465442,0.3587349785227737,0.3587349785227737,0.0,50,1e-12,0.011578569015610204,0.011305666788390109,0.054919071424738175,0.05534905798485788,mode=fast; subdiv_sigma=1; subdiv_t=128; main_lower_method=center-radius
interval_valley47_failures_center_radius_sub128,s0.5_t23,0.5,0.5,47.615,47.619,0.35137943518375314,0.10672587923375795,0.30373399393150563,0.09781940258646393,0.09861833292088402,-0.05017396133421642,-0.050972891668636514,False,False,fail_interval_inflation,center-radius,0.36886907595725965,0.017654150575417568,0.35137943518375314,0.35137943518375314,0.0,50,1e-12,0.004809817059789986,0.004577336308633301,0.05498377839400641,0.055550227977269814,mode=fast; subdiv_sigma=1; subdiv_t=128; main_lower_method=center-radius
