label,box_id,sigma_min,sigma_max,t_min,t_max,points,lambdaConst,lambdaMin,lambdaMean,mainNormLowerConst,restUpperCombinedConst,restUpperSeparateConst,angularBudgetCombinedConst,angularBudgetSeparateConst,min_pointwise_angular_surplus_combined,max_pointwise_destructive_ratio,min_pointwise_destructive_ratio,max_abs_z0,max_D0_abs,pass_combined_const,pass_separate_const,recommended_mode
angular_phase_valley_sigma05_t24p5_25p5,s0.5_t0,0.5,0.5,24.5,24.509,10,1.4185016467979557,1.360259949136079,1.388886963686417,0.3501324937050113,0.15212195752126267,0.15221584963431195,-0.29865298273428476,-0.29874687484733403,-0.29843933411984436,1.4185016467979557,1.360259949136079,1.4374234712365048,0.503288664494151,False,False,fail_lambda_ge_one
angular_phase_valley_sigma05_t24p5_25p5,s0.5_t1,0.5,0.5,24.51,24.519,10,1.3541901855529317,1.3028746334496,1.3281020067315223,0.36693104395287185,0.15235459668834517,0.15249729507173831,-0.28231797123114377,-0.2824606696145369,-0.28210880951452855,1.3541901855529317,1.3028746334496,1.3713896351361536,0.5032054304866568,False,False,fail_lambda_ge_one
angular_phase_valley_sigma05_t24p5_25p5,s0.5_t10,0.5,0.5,24.6,24.609,10,1.0224990456171625,1.0042666936143971,1.0132531428345373,0.4913295454091556,0.15435808324099126,0.15522370761016135,-0.1654125290962116,-0.1662781534653817,-0.1652098972367259,1.0224990456171625,1.0042666936143971,1.0226992415662322,0.5024823534490248,False,False,fail_lambda_ge_one
angular_phase_valley_sigma05_t24p5_25p5,s0.5_t100,0.5,0.5,25.5,25.5,1,1.2886763531076686,1.2886763531076686,1.2886763531076686,0.35415918683916997,0.1956451855797053,0.2013086003129713,-0.2978825680560143,-0.3035459827892803,-0.2978825680560143,1.2886763531076686,1.2886763531076686,1.4047435629638776,0.49750283797684525,False,False,fail_lambda_ge_one
angular_phase_valley_sigma05_t24p5_25p5,s0.5_t11,0.5,0.5,24.61,24.619,10,1.0023468256324717,0.9859586943462524,0.9940362730914407,0.5012280551781085,0.1545866249807404,0.15554768388185886,-0.15576291982834634,-0.15672397872946478,-0.155557058316706,1.0023468256324717,0.9859586943462524,1.0023478497855494,0.5024048633599698,False,False,fail_lambda_ge_one
angular_phase_valley_sigma05_t24p5_25p5,s0.5_t12,0.5,0.5,24.62,24.629,10,0.9842330480389385,0.9695066619850069,0.9767645067745011,0.5102390986325256,0.15481957898493598,0.1558757688654215,-0.14677466362814165,-0.14783085350862718,-0.1465647922992581,0.9842330480389385,0.9695066619850069,0.9844951845832746,0.502327935589832,False,False,fail_lambda_large
angular_phase_valley_sigma05_t24p5_25p5,s0.5_t13,0.5,0.5,24.63,24.639,10,0.9679566612921523,0.954738617393972,0.961251646497351,0.5183523557315479,0.1550577945072,0.15620793278502365,-0.13844805440248326,-0.1395981926803069,-0.1382334098375764,0.9679566612921523,0.954738617393972,0.9689385268481219,0.5022515679507796,False,False,fail_lambda_large
angular_phase_valley_sigma05_t24p5_25p5,s0.5_t14,0.5,0.5,24.64,24.649,10,0.9533486603349852,0.9415102714507213,0.9473413094426277,0.5255623881764967,0.15530209742217452,0.15654414503778136,-0.13078390793619643,-0.13202595555180327,-0.1305637479822817,0.9533486603349852,0.9415102714507213,0.9555017055139909,0.5021757582566487,False,False,fail_lambda_large
angular_phase_valley_sigma05_t24p5_25p5,s0.5_t15,0.5,0.5,24.65,24.659,10,0.94026728933135,0.9297009625355492,0.9349025067149503,0.531868448431795,0.15555328530316692,0.15688437421108675,-0.1237833411592067,-0.12511443006712653,-0.12355694935401129,0.94026728933135,0.9297009625355492,0.9440313780659879,0.5021005043228862,False,False,fail_lambda_large
angular_phase_valley_sigma05_t24p5_25p5,s0.5_t16,0.5,0.5,24.66,24.669,10,0.9285940532633171,0.9192102727704886,0.9238259653599019,0.5372743358874653,0.15581212263670746,0.1572285881000999,-0.11744754002534044,-0.11886400548873288,-0.11721422989748367,0.9285940532633171,0.9192102727704886,0.9343937918367313,0.5020258039664504,False,False,fail_lambda_large
angular_phase_valley_sigma05_t24p5_25p5,s0.5_t17,0.5,0.5,24.67,24.679,10,0.918230394776199,0.9099551963754599,0.9140210579619105,0.5417882901521829,0.15607933620789424,0.15757675372538857,-0.11177752160727213,-0.11327493912476645,-0.11153664082121191,0.918230394776199,0.9099551963754599,0.9264719524755778,0.5019516550056977,False,False,fail_lambda_large
angular_phase_valley_sigma05_t24p5_25p5,s0.5_t18,0.5,0.5,24.68,24.689,10,0.9090949114728595,0.9018677509489057,0.9054132229599927,0.5454229136316474,0.15635561069030868,0.15792883735066782,-0.10677389244189285,-0.10834711910225199,-0.10652482675723497,0.9090949114728595,0.9018677509489057,0.9201631297786536,0.5018780552602888,False,False,fail_lambda_large
angular_phase_valley_sigma05_t24p5_25p5,s0.5_t19,0.5,0.5,24.69,24.699,10,0.9011210060797072,0.8948929373832469,0.8979417749160745,0.5481951171155837,0.15664158447395696,0.15828480450064344,-0.10243660282155098,-0.10407982284823747,-0.10217877983665347,0.9011210060797072,0.8948929373832469,0.915376636682556,0.5018050025510629,False,False,fail_lambda_large
angular_phase_valley_sigma05_t24p5_25p5,s0.5_t2,0.5,0.5,24.52,24.529,10,1.2975224448334208,1.2522271840387138,1.274501540349138,0.3833338804448559,0.15258298654041733,0.15278309782208677,-0.2666334198378531,-0.26683353111952257,-0.26642804714012513,1.2975224448334208,1.2522271840387138,1.3124923374692419,0.5031227807762237,False,False,fail_lambda_ge_one
angular_phase_valley_sigma05_t24p5_25p5,s0.5_t20,0.5,0.5,24.7,24.709,10,0.8942548765281323,0.8889869661715027,0.8915580173079144,0.5501260831988786,0.15693784576378603,0.15864461997894982,-0.09876469517082564,-0.10047146938598944,-0.09849758782142401,0.8942548765281323,0.8889869661715027,0.9120318232911464,0.5017324946998901,False,False,fail_lambda_large
angular_phase_valley_sigma05_t24p5_25p5,s0.5_t21,0.5,0.5,24.71,24.719,10,0.8884537647565517,0.8841156771340246,0.8862235809221414,0.5512412430846846,0.15724492898009193,0.15900824788613513,-0.09575604360307682,-0.09751936250912002,-0.09547917338782877,0.8884537647565517,0.8841156771340246,0.9100562336778504,0.5016605295295443,False,False,fail_lambda_large
angular_phase_valley_sigma05_t24p5_25p5,s0.5_t22,0.5,0.5,24.72,24.729,10,0.8836843920465147,0.8802530863784814,0.8819089187977134,0.5512221551867753,0.15756331149044545,0.15937565163770967,-0.09344757139246526,-0.09525991153972949,-0.09312002095950485,0.8836843920465147,0.8802530863784814,0.9098423898203136,0.501589104863561,False,False,fail_lambda_large
angular_phase_valley_sigma05_t24p5_25p5,s0.5_t23,0.5,0.5,24.73,24.739,10,0.8799215152622695,0.8773799990076236,0.8785918942713428,0.5501543687358339,0.15789341070064525,0.15974679398222594,-0.09183170773100365,-0.09368509101258433,-0.09141488705629748,0.8799215152622695,0.8773799990076236,0.9114803186012248,0.5015182185260674,False,False,fail_lambda_large
