label,source_box_id,sigma_min,sigma_max,t_min,t_max,d0_neg_re_upper,d0_neg_re_lower,certified_nondestructive,mainNormLowerConst,restUpperCombinedConst,restUpperSeparateConst,sectorBudgetCombined,sectorBudgetSeparate,certified_sector_combined,certified_sector_separate,status,mode,interval_dps,subdiv_sigma,subdiv_t,inflate,main_center_abs,main_radius,scout_budget_combined,scout_budget_separate,notes
sector_positive_box_fast_sub32,s0.84_t0,0.84,0.84,32.82,32.824,-0.00020839735021895822,-0.0004221454940332461,True,0.06330329704592705,0.0046887859697952155,0.004688898630447803,0.05861451107613183,0.058614398415479246,True,True,certified_sector_combined_and_separate,fast,80,1,32,1e-13,0.06584865604952882,0.0034928854650282276,0.06275575209766036,0.0627403274431481,
sector_positive_box_fast_sub32,s0.84_t1,0.84,0.84,32.825,32.829,-0.0002460417550541723,-0.00045875724838472654,True,0.06256913375038446,0.004678534809729337,0.004680353861739868,0.057890598940655125,0.0578887798886446,True,True,certified_sector_combined_and_separate,fast,80,1,32,1e-13,0.06512208145863407,0.003490949044054027,0.06202601199915288,0.062014931712766404,
sector_positive_box_fast_sub32,s0.84_t2,0.84,0.84,32.83,32.834,-0.0002822492347685737,-0.0004937036680455213,True,0.06185355729256658,0.004664722310340731,0.004670286733887265,0.05718883498222585,0.05718327055867931,True,True,certified_sector_combined_and_separate,fast,80,1,32,1e-13,0.06441529619482421,0.003488689468672825,0.061316751067018144,0.061309282163741506,
sector_positive_box_fast_sub32,s0.84_t3,0.84,0.84,32.835,32.839,-0.00031691790377291225,-0.0005268937384737243,True,0.06115836875087182,0.004647317855477758,0.00465864348459792,0.056511050895394065,0.0564997252662739,True,True,certified_sector_combined_and_separate,fast,80,1,32,1e-13,0.06373044655425822,0.0034859837400765285,0.06063011201907159,0.06062551807669913,
sector_positive_box_fast_sub32,s0.84_t4,0.84,0.84,32.84,32.844,-0.00034995739767801435,-0.0005582272846518869,True,0.060486073903959985,0.004626489735155349,0.004645592337456835,0.055859584168804634,0.05584048156650315,True,True,certified_sector_combined_and_separate,fast,80,1,32,1e-13,0.06306970061752926,0.0034831256683764094,0.059968264550258166,0.059965806333122276,
sector_positive_box_fast_sub32,s0.84_t5,0.84,0.84,32.845,32.849000000000004,-0.0003812842067132518,-0.0005876186396988254,True,0.05983903398308019,0.004602214119436664,0.004631131239436383,0.05523681986364353,0.05520790274364381,True,True,certified_sector_combined_and_separate,fast,80,1,32,1e-13,0.062435243946074984,0.0034801071856730204,0.0593333954426834,0.05933233152791756,
sector_positive_box_fast_sub32,s0.84_t6,0.84,0.84,32.85,32.854,-0.000410814633740929,-0.0006149902414662466,True,0.05921921832237368,0.004574395877375626,0.004615206629919357,0.054644822444998055,0.054604011692454324,True,True,certified_sector_combined_and_separate,fast,80,1,32,1e-13,0.0618292710218479,0.0034767694370304403,0.05872765779350421,0.05872728467549246,
sector_positive_box_fast_sub32,s0.84_t7,0.84,0.84,32.855,32.859,-0.00043846764932738456,-0.000640254167704243,True,0.05862923979330283,0.004543193991299174,0.004597896308924157,0.05408604580200366,0.05403134348437868,True,True,certified_sector_combined_and_separate,fast,80,1,32,1e-13,0.06125396907926407,0.003473088036517935,0.05815285327628608,0.05815285049463522,
sector_positive_box_fast_sub32,s0.84_t8,0.84,0.84,32.86,32.86,-0.0005509560652639447,-0.0005509560772672624,True,0.06113582505414887,0.0030933841491259336,0.0030936951015536063,0.05804244090502294,0.058042129952595264,True,True,certified_sector_combined_and_separate,fast,80,1,32,1e-13,0.061135825228501625,2.269502418318269e-10,0.05804244116645989,0.058042130215292864,
sector_positive_box_fast_sub32,s0.85_t0,0.85,0.85,32.82,32.824,-0.00020225591121753026,-0.0003944078116927765,True,0.06392607446028403,0.004275359084488224,0.004275430241169894,0.05965071537579581,0.05965064421911414,True,True,certified_sector_combined_and_separate,fast,80,1,32,1e-13,0.06634036960035364,0.0032445341105746114,0.06354434846762408,0.0635301187377978,
