sigma,t,full_abs,total_mass,full_efficiency,depth_main_abs,depth_rest_abs,depth_surplus,depth_coverage,core_main_abs,core_rest_abs,core_surplus,core_coverage,center_main_abs,center_rest_abs,center_surplus,center_coverage,layer_sum_abs,layer_efficiency
0.5,10.0,0.32250200694045694,38.83969220849127,0.00830341304481168,0.3267097161169029,0.004904451839374308,0.3218052642775286,0.015011649783991738,0.17727204152800255,0.34219252862742006,-0.1649204870994175,1.9303242952350501,0.543072102567969,0.27698161440171937,0.26609048816624964,0.510027329873851,0.37227500921204837,0.8663004471427179
0.5,10.05,0.3307966335478915,38.83969220849127,0.008516973609681993,0.33541220034914226,0.005042174684766391,0.3303700256643759,0.01503277066104875,0.08317164022372318,0.3352986954995305,-0.2521270552758073,4.03140655393607,0.5948693310252052,0.2757622438299534,0.3191070871952518,0.4635677609311297,0.38659254873648036,0.8556725540340873
0.5,10.1,0.3371371190312657,38.83969220849127,0.00868022118253449,0.34210348529879825,0.005176781188041227,0.33692670411075704,0.015132208265927923,0.015150298839500493,0.3281994018292468,-0.3130491029897463,21.662899544499517,0.6110901120131211,0.27454925679790854,0.3365408552152126,0.4492778583725693,0.3995124712634024,0.8438713263821693
0.5,10.15,0.3420605607054114,38.83969220849127,0.00880698433111241,0.34730526020436975,0.005306856378785003,0.3419984038255847,0.015280092146206523,0.10936998593777258,0.32097423215431004,-0.21160424621653745,2.934756088721931,0.5904089401047973,0.2733426926401338,0.3170662474646635,0.46297180491815654,0.41160012041836475,0.8310506818067233
0.5,10.2,0.3463234338524826,38.83969220849127,0.008916739916305726,0.35175382412219197,0.005431008142720448,0.3463228159794715,0.015439798433673399,0.20255782537832714,0.31370559349426297,-0.11114776811593582,1.5487211758338129,0.5339384159926331,0.272142588557861,0.26179582743477214,0.5096890959829641,0.4235686854865928,0.8176322889748768
0.5,10.25,0.35071048603027616,38.83969220849127,0.00902969272124156,0.3562133735896116,0.005548022203685073,0.3506653513859265,0.015574996940111718,0.2912399194461528,0.3064757595014053,-0.015235840055252525,1.0523137078331375,0.445334588068881,0.2709489796301175,0.1743856084387635,0.6084166532068449,0.43608576318374853,0.804223654241382
0.5,10.3,0.355836772029057,38.83969220849127,0.009161678473632773,0.36128370548404765,0.005656985085411015,0.35562672039863663,0.015658013354994216,0.3734762244734705,0.2993638773916518,0.07411234708181869,0.8015607360647848,0.3311554917570848,0.2697618988258304,0.061393592931254404,0.814607957713445,0.4495985666697855,0.791454418248639
0.5,10.35,0.36199622612836724,38.83969220849127,0.00932026505733293,0.36725342479320255,0.005757362856728749,0.3614960619364738,0.015676811890782703,0.44757123351023426,0.29244304157030127,0.155128191939933,0.6533999946259151,0.20342226977312133,0.26858137701692375,-0.06515910724380242,1.3203145226748032,0.4642288576444408,0.7797796715292203
0.5,10.4,0.3691042640580967,38.83969220849127,0.009503274693237704,0.37404378162150304,0.005849030117709233,0.3681947515037938,0.01563728741152526,0.5120724814010161,0.28577756028023665,0.22629492112077948,0.5580802926538,0.10582868685273694,0.2674074429924239,-0.16157875613968697,2.5267954365202274,0.47976633168522415,0.7693417392620767
0.5,10.45,0.3767500338996669,38.83969220849127,0.009700129235764141,0.3812581627846893,0.0059322497361770435,0.37532591304851226,0.015559666166484692,0.5657891194934153,0.2794205597460046,0.28636855974741066,0.4938599031317295,0.1670927388627512,0.2662401234735109,-0.0991473846107597,1.5933674035482694,0.4957521499658204,0.7599564296910097
0.5,10.5,0.3843325271015566,38.83969220849127,0.009895354603699264,0.3883131745640519,0.006007609067081466,0.3823055654969704,0.015471041058099657,0.6078073412344287,0.27341207779887555,0.33439526343555315,0.4498334574959036,0.2985760819664687,0.265079443129575,0.03349663883689369,0.8878120490553711,0.5116151641943772,0.7512141038797232
0.5,10.55,0.391229420442492,38.83969220849127,0.010072927930076645,0.3946028191413072,0.006075922689367348,0.38852689645193983,0.01539756533566873,0.6375002878814181,0.2677777896404277,0.3697224982409904,0.4200434019101765,0.4262967449490237,0.2639254245952252,0.16237132035379848,0.6191119864797121,0.5268158122954023,0.7426303677899426
0.5,10.6,0.3969486620236201,38.83969220849127,0.01022018042503534,0.39964754122811974,0.0061381149308407865,0.393509426297279,0.015358820704809832,0.6545326334666892,0.2625284781323938,0.3920041553342954,0.4010930314382171,0.5336626126809084,0.2627780884882328,0.2708845241926756,0.49240490572899676,0.5409624324155939,0.7337823076754147
0.5,10.65,0.4012305500739005,38.83969220849127,0.010330425584221856,0.40319622844727,0.006195097352460048,0.39700113109480994,0.015364968507561928,0.6588607722029547,0.2576603097660374,0.4012004624369173,0.3910694347525489,0.6121307391020052,0.26163745342844974,0.3504932856735555,0.42742087060073386,0.5538799645489547,0.7243998262342594
0.5,10.7,0.404087335805184,38.83969220849127,0.01040397883783541,0.40526761266957945,0.006247656594210196,0.3990199560753693,0.015416126033500734,0.6507300299454756,0.2531559104669952,0.39757411947848037,0.38903369879550054,0.6562591686127907,0.26050353605763393,0.3957556325551567,0.39695222332404095,0.565624029639077,0.7144097750992492
0.5,10.75,0.40578089378987325,38.83969220849127,0.010447582633035387,0.4061307364316029,0.006296366300688992,0.39983437013091394,0.015503299149458423,0.6306710022697168,0.24898616259785325,0.3816848396718636,0.39479564099471665,0.6631645143715801,0.25937635106020657,0.4037881633113735,0.3911191649118826,0.5764431220920547,0.7039391715130436
0.5,10.8,0.4067476651647826,38.83969220849127,0.010472473957346603,0.4062327667420786,0.006341533275349178,0.3998912334667294,0.015610590268744824,0.5994983653713032,0.24511257840210016,0.35438578696920303,0.40886279689901756,0.6325254479431313,0.25825591118487495,0.3742695367582563,0.4082933137705063,0.5866999781557524,0.6932805186790079
0.5,10.85,0.40748750572906534,38.83969220849127,0.010491522526534826,0.40608984074409704,0.006383182982204918,0.3997066577618921,0.015718647308459427,0.5583180320643678,0.241490057260792,0.31682797480357583,0.43253135917514285,0.5666658415393873,0.2571422272672,0.3095236142721873,0.4537810618135288,0.5967710597379349,0.6828204871529943
0.5,10.9,0.4084408041086094,38.83969220849127,0.010516066963561431,0.4061644608729949,0.006421083818360778,0.39974337705463414,0.015809073508202903,0.5085539486906496,0.23806981193163212,0.2704841367590175,0.4681308886590685,0.4707662055530804,0.25603530825299503,0.21473089730008538,0.543869345829936,0.6069488469831996,0.6729410660202062
0.5,10.95,0.4098837401436152,38.83969220849127,0.010553218031269697,0.4067589442371729,0.006454804209592881,0.40030414002758,0.015868868530225153,0.4520179829246307,0.23480225387260875,0.21721572905202194,0.5194533464208648,0.3538077372642805,0.2549351612225643,0.09887257604171618,0.7205471626872245,0.6173717464461922,0.6639172305876475
0.5,11.0,0.41186961744607675,38.83969220849127,0.010604348130133542,0.4079533740865941,0.006483792449143591,0.4014695816374505,0.015893464452060913,0.39107440519599396,0.23163965555512098,0.15943474964087298,0.5923160720247868,0.23356619948381988,0.2538417914158291,-0.0202755919320092,1.0868087590448368,0.6279985991795238,0.6558448028135442
0.5,11.05,0.41423168212104355,38.83969220849127,0.01066516387147071,0.40960478816304724,0.006507466905026923,0.40309732125802034,0.01588718465477645,0.32901397518260134,0.22853845029797257,0.10047552488462877,0.6946162398455407,0.16226092534831124,0.252755202258221,-0.09049427690990977,1.5577083744324376,0.6386309432089278,0.6486245092347928
0.5,11.1,0.4166432528087334,38.83969220849127,0.010727254237036547,0.41140486081430694,0.006525303926776699,0.40487955688753025,0.01586102778139508,0.2708668153917571,0.2254610784514066,0.04540573694035052,0.8323687718088323,0.2168391466770341,0.251675395387389,-0.03483624871035487,1.1606547952443333,0.648972134799737,0.6420048419140572
0.5,11.15,0.4187134578839552,38.83969220849127,0.01078055551100414,0.4129750899460037,0.006536912253969817,0.4064381776920339,0.015828829421223725,0.22482042101516297,0.22237733482118688,0.002443086193976096,0.9891331660044738,0.33402804345454445,0.2506023706806837,0.08342567277386076,0.750243506769474,0.6587038463530062,0.6356626884786131
0.5,11.2,0.4200892569302722,38.83969220849127,0.010815978012267326,0.41396989022587233,0.006542085479132358,0.40742780474673995,0.015803288194614427,0.20252874881342617,0.21926521076303632,-0.01673646194961015,1.082637462817825,0.4523746155238245,0.24953612628338107,0.20283848924044345,0.5516139007809538,0.6675592672360586,0.6292913267006187
0.5,11.25,0.42053774421952467,38.83969220849127,0.010827525150355986,0.41416070191789184,0.006540827580848729,0.4076198743370431,0.01579297009725819,0.2120498516983293,0.21611125303665546,-0.004061401338326165,1.0191530496522303,0.5515973427467328,0.24847665863765916,0.3031206841090736,0.45046746853482905,0.6753766778652768,0.6226714039767494
0.5,11.3,0.4199923173416661,38.83969220849127,0.010813482122544881,0.41348377040479317,0.006533350204328972,0.4069504202004642,0.015800741581544882,0.24803297365745294,0.21291048036616927,0.03512249329128367,0.8583958706240818,0.6221518222100316,0.24742396251225549,0.3747278596977761,0.3976906499017339,0.6821238636192013,0.6157126875950035
0.5,11.35,0.4185568130546749,38.83969220849127,0.010776522398989777,0.41204508466171713,0.006520043821404848,0.40552504084031227,0.015823617521751793,0.2981298162853583,0.20966590938905144,0.08846390689630684,0.703270514842995,0.6586667081662658,0.24637803103280323,0.4122886771334626,0.3740556915632216,0.6878909243168069,0.6084639268505734
0.5,11.4,0.4164705160652112,38.83969220849127,0.010722806808807845,0.410085168636987,0.006501427850919913,0.4035837407860671,0.015853847805637335,0.35281997964154965,0.20638774671262283,0.14643223292892682,0.5849661544743133,0.6587163162653651,0.24533885571287609,0.41337746055248903,0.37244994492293837,0.6928555329602203,0.6010928631627489
0.5,11.45,0.4140438918103322,38.83969220849127,0.010660328861200719,0.4079137398681955,0.006478087038955034,0.4014356528292405,0.015881021906857622,0.40646796574537186,0.20309230563942118,0.20337566010595068,0.4996514430528247,0.6225620342483602,0.24430642648556478,0.37825560776279543,0.3924210167754994,0.6972302006392195,0.5938410175444745
0.5,11.5,0.4115804018061823,38.83969220849127,0.010596901736420073,0.4058300804309237,0.006450602707784808,0.3993794777231389,0.015894836333805878,0.45573713595270693,0.1998007069067671,0.25593642904593983,0.4384121704040835,0.5531133256073164,0.24328073173575895,0.3098325938715575,0.4398388548470381,0.7012048873578178,0.5869616844187182
0.5,11.55,0.4093032019486185,38.83969220849127,0.010538270997398255,0.40404860830118866,0.0064194877522252124,0.39762912054896343,0.015887909574087568,0.49851918442224136,0.19653742402660876,0.3019817603956326,0.39424244877232906,0.4560930820212777,0.24226175833293373,0.21383132368834395,0.5311673600908328,0.7048992129370562,0.5806549283027319
