sigma,t,full_abs,total_mass,full_efficiency,depth_main_abs,depth_rest_abs,depth_surplus,depth_coverage,core_main_abs,core_rest_abs,core_surplus,core_coverage,center_main_abs,center_rest_abs,center_surplus,center_coverage,layer_sum_abs,layer_efficiency
0.5,10.0,0.3267097161169029,38.689920612475646,0.008444310842332272,0.3267097161169029,0.0,0.3267097161169029,0.0,0.17919060562283987,0.3451555207820956,-0.16596491515925574,1.9261920544460822,0.8480888118279086,0.8170446734957605,0.03104413833214814,0.9633951799632424,0.36658789731732133,0.891217954841811
0.5,10.05,0.33541220034914226,38.689920612475646,0.008669239818522344,0.33541220034914226,0.0,0.33541220034914226,0.0,0.08443822750688411,0.338578604752273,-0.2541403772453889,4.009778683768193,0.6944734916663956,0.8123487872611368,-0.11787529559474119,1.1697333260509315,0.3806668867628028,0.8811173548650183
0.5,10.1,0.34210348529879825,38.689920612475646,0.008842186282193772,0.34210348529879825,0.0,0.34210348529879825,0.0,0.01575662095079983,0.33173704137045346,-0.31598042041965363,21.053818734759496,0.5461753324019724,0.807720224089086,-0.2615448916871136,1.4788661738656161,0.3933464643001076,0.8697255888838675
0.5,10.15,0.34730526020436975,38.689920612475646,0.008976634087286817,0.34730526020436975,0.0,0.34730526020436975,0.0,0.11040997674650521,0.32470537532492233,-0.21429539857841712,2.940906110961573,0.45819504691855373,0.8031576516663524,-0.3449626047477987,1.7528728367269264,0.4051937548334332,0.8571337935530122
0.5,10.2,0.35175382412219197,38.689920612475646,0.009091614005761703,0.35175382412219197,0.0,0.35175382412219197,0.0,0.20474044467148272,0.3175617424206004,-0.1128212977491177,1.5510454855665947,0.48937952907933613,0.7986597472978032,-0.3092802182184671,1.6319843798949094,0.41692363976896374,0.8436888450775175
0.5,10.25,0.3562133735896116,38.689920612475646,0.009206877862518793,0.3562133735896116,0.0,0.3562133735896116,0.0,0.29457975677900455,0.310385110379545,-0.015805353600540473,1.0536539026760001,0.6191973167224448,0.7942251990672694,-0.17502788234482458,1.2826689935791191,0.4292051783274046,0.8299372691116189
0.5,10.3,0.36128370548404765,38.689920612475646,0.009337928322539669,0.36128370548404765,0.0,0.36128370548404765,0.0,0.3778710276960636,0.3032525083085894,0.07461851938747421,0.8025291331742618,0.7826553545452545,0.7898527069399625,-0.007197352394707979,1.0091960686819677,0.4424867184517389,0.8164848580047315
0.5,10.35,0.36725342479320255,38.689920612475646,0.00949222482185143,0.36725342479320255,0.0,0.36725342479320255,0.0,0.4528262843168169,0.29623633156478524,0.15658995275203164,0.6541942060888088,0.9371475211619249,0.785540983805718,0.15160653735620688,0.8382255366068332,0.45689077956500784,0.803810103462481
0.5,10.4,0.37404378162150304,38.689920612475646,0.009667731949310122,0.37404378162150304,0.0,0.37404378162150304,0.0,0.5179180183717527,0.2894018244382849,0.22851619393346778,0.5587792163480152,1.0596136685288056,0.7812887564626305,0.27832491206617505,0.7373335958825367,0.4722074375718177,0.7921175141690032
0.5,10.45,0.3812581627846893,38.689920612475646,0.009854198632337122,0.3812581627846893,0.0,0.3812581627846893,0.0,0.5719018198202996,0.28280485616340156,0.2890969636568981,0.49449896181876674,1.136699966861652,0.7770947665408287,0.3596052003208233,0.6836410567393014,0.48797790026772014,0.7813021093281458
0.5,10.5,0.3883131745640519,38.689920612475646,0.010036546170602364,0.3883131745640519,0.0,0.3883131745640519,0.0,0.6138359181781344,0.27649011175460164,0.3373458064235328,0.4504299985820715,1.1609271988786345,0.7729577713662547,0.38796942751237984,0.6658107175995805,0.5036308108130069,0.7710274395984655
0.5,10.55,0.3946028191413072,38.689920612475646,0.010199111626351249,0.3946028191413072,0.0,0.3946028191413072,0.0,0.6430935263653667,0.27048981348119716,0.3726037128841695,0.4206072715580739,1.1294629525487876,0.7688765447645795,0.36058640778420814,0.6807452542197195,0.5186262445092386,0.7608616480924693
0.5,10.6,0.39964754122811974,38.689920612475646,0.010329500161839375,0.39964754122811974,0.0,0.39964754122811974,0.0,0.6593676386502082,0.26482306805084,0.3945445705993682,0.4016318856548062,1.0437766203571706,0.7648498778055296,0.27892674255164096,0.7327716130907446,0.5325721324108823,0.75041016400721
0.5,10.65,0.40319622844727,38.689920612475646,0.010421221394733452,0.40319622844727,0.0,0.40319622844727,0.0,0.6626690494339691,0.25949589791305533,0.40317315152091376,0.39159199925620264,0.9097276488467535,0.7608765794880412,0.14885106935871228,0.8363784265022524,0.5452930668628785,0.7394119840307071
0.5,10.7,0.40526761266957945,38.689920612475646,0.010474759478800793,0.40526761266957945,0.0,0.40526761266957945,0.0,0.6533191145403074,0.25450196517976376,0.3988171493605437,0.3895523022601873,0.7384151863087286,0.7569554773668732,-0.018540291058144587,1.0251082201475648,0.5568444662079574,0.7277931940841619
0.5,10.75,0.4061307364316029,38.689920612475646,0.010497068228686032,0.4061307364316029,0.0,0.4061307364316029,0.0,0.631939669167375,0.24982393972537126,0.3821157294420037,0.3953287820252397,0.5498055762957865,0.7530854181214216,-0.20327984182563508,1.369730411239543,0.5674748251913262,0.7156806230032751
