t,sigma,r,main,defect,tail_upper,surplus,coverage_ratio,vertical_tail_upper,tilt_tail_upper,horizontal_tail_upper,cutoff_budget,defect_j0,defect_j1,defect_j2,defect_j3,seed_abs,horizontal_delta_abs,vertical_rectangular_residual_abs,target_rect_abs,central_ref_abs
10.0,0.5,0.3535533905932738,0.3225404374700746,0.0,0.006978684975367897,0.3155617524947067,0.021636620295138596,0.003021324532574273,0.003957360442793149,0.0,4.742874840267547e-16,0.0,0.0,0.0,0.0,0.16372622338841164,0.0,0.21852487110127117,0.3182861893907812,0.3182861893907808
10.25,0.5,0.3535533905932738,0.35833711725710043,0.0,0.007809475367196951,0.3505276418899035,0.021793654609309685,0.003021324532574273,0.0047881508346224524,0.0,2.2591401799415137e-16,0.0,0.0,0.0,0.0,0.1980981678316589,0.0,0.24696550900285105,0.35288010704110484,0.35288010704110506
10.5,0.5,0.3535533905932738,0.3873648545513978,0.0,0.008699181495573577,0.3786656730558242,0.022457332908138984,0.003021324532574273,0.005677856962998969,0.0,3.342213888644167e-16,0.0,0.0,0.0,0.0,0.23490760847533151,0.0,0.27309386131053154,0.3833318770877983,0.38333187708779864
10.75,0.5,0.35355339059327384,0.4055681875251262,0.0,0.009493089735674927,0.39607509778945127,0.02340688946439321,0.003021324532574276,0.0064717652031002345,0.0,4.163336342344337e-16,0.0,0.0,0.0,0.0,0.26775364303491683,0.0,0.2907764382013073,0.4052668605543355,0.40526686055433553
11.0,0.5,0.3535533905932738,0.41015026168129903,0.0,0.010092516925767623,0.4000577447555314,0.024606876719756574,0.003021324532574273,0.007071192393192818,0.0,5.33167196845001e-16,0.0,0.0,0.0,0.0,0.2925534942106964,0.0,0.29792982511103594,0.4140505760753897,0.41405057607539014
11.25,0.5,0.3535533905932738,0.41111459379450044,0.0,0.01062705374713476,0.4004875400473657,0.025849371215575952,0.003021324532574273,0.007605729214559875,0.0,6.106226635438361e-16,0.0,0.0,0.0,0.0,0.3146686632203465,0.0,0.30204020487163674,0.4174716219886491,0.4174716219886485
11.5,0.5,0.35355339059327384,0.4082825094330635,0.0,0.01101817646485766,0.39726433296820585,0.026986648240595407,0.003021324532574276,0.007996851932282762,0.0,6.206335383118183e-16,0.0,0.0,0.0,0.0,0.3308504203233161,0.0,0.30106049709360744,0.41404336456092034,0.41404336456092095
11.75,0.5,0.35355339059327384,0.39866549619608427,0.0,0.011174261411278521,0.38749123478480574,0.02802916610014939,0.003021324532574276,0.00815293687870403,0.0,2.1677797545656835e-16,0.0,0.0,0.0,0.0,0.3373080577244974,0.0,0.2927544895981391,0.401115400441203,0.4011154004412031
12.0,0.5,0.3535533905932738,0.38464071991544246,0.0,0.011180973783328635,0.37345974613211386,0.029068617035103838,0.003021324532574273,0.008159649250753834,0.0,5.266250202865052e-16,0.0,0.0,0.0,0.0,0.33758576589426875,0.0,0.28119317119469556,0.3829194274928488,0.38291942749284924
12.25,0.5,0.3535533905932738,0.3634392449408968,0.0,0.011010387702911184,0.3524288572379856,0.03029498838162542,0.003021324532574273,0.00798906317033681,0.0,1.0007415106216804e-16,0.0,0.0,0.0,0.0,0.3305281791232244,0.0,0.2658626902138293,0.35877789617467387,0.3587778961746738
12.5,0.5,0.3535533905932738,0.3322634851212898,0.0,0.01060662841119907,0.3216568567100907,0.03192234141325285,0.003021324532574273,0.007585303878624708,0.0,8.777083671441753e-17,0.0,0.0,0.0,0.0,0.31382361431402445,0.0,0.2452553253876972,0.32717642052864,0.32717642052864004
12.75,0.5,0.3535533905932738,0.293711626999349,0.0,0.010036090592221138,0.28367553640712784,0.03416987844421761,0.003021324532574273,0.0070147660596463135,0.0,5.525032997054198e-16,0.0,0.0,0.0,0.0,0.29021899104254334,0.0,0.2216974526512905,0.29050857590494694,0.2905085759049472
13.0,0.5,0.35355339059327384,0.24897128849435501,0.0,0.009317763356721144,0.23965352513763388,0.0374250517522321,0.003021324532574276,0.006296438824146415,0.0,4.520411121784011e-16,0.0,0.0,0.0,0.0,0.2604999378692045,0.0,0.19567067554855938,0.24861271531523507,0.248612715315235
13.25,0.5,0.35355339059327384,0.1990834111035096,0.0,0.00845295832168562,0.19063045278182397,0.042459380592442565,0.003021324532574276,0.005431633789111168,0.0,1.7772239894833365e-16,0.0,0.0,0.0,0.0,0.22472071977663488,0.0,0.16695325438485184,0.20086077213680187,0.20086077213680184
13.5,0.5,0.3535533905932738,0.14662216958419813,0.0,0.007536160151474743,0.1390860094327234,0.05139850387459371,0.003021324532574273,0.004514835618900292,0.0,1.7772239894833365e-16,0.0,0.0,0.0,0.0,0.18679041138347596,0.0,0.13806034199832407,0.1488631002757005,0.1488631002757003
13.75,0.5,0.3535533905932738,0.09161075252915049,0.0,0.006696624087799245,0.08491412844135124,0.07309866912913289,0.003021324532574273,0.0036752995552244,0.0,5.721958498152796e-16,0.0,0.0,0.0,0.0,0.15205663590584717,0.0,0.11246071892526757,0.09293230249357592,0.09293230249357566
14.0,0.5,0.3535533905932738,0.032952674748717534,0.0,0.006132411289455495,0.02682026345926204,0.18609752732421694,0.003021324532574273,0.0031110867568808786,0.0,3.433175098891678e-16,0.0,0.0,0.0,0.0,0.12871369507557195,0.0,0.09581228231169119,0.033176569199376116,0.03317656919937617
