label,box_id,sigma,t,main_abs,d0_neg_re_main,d0_destructive_numerator,parallel_exact,D0_abs,Drest_abs,RvecTail_abs,rest_combined,rest_separate,bounded_surplus_combined,bounded_surplus_separate,angle_D0_vs_M,angle_Drest_vs_M,failure_class
bad_window_sigma05_t11p5_13_w010,s0.5_t0,0.5,11.5,0.8060023894440868,1.053727803653037,1.053727803653037,1.30735071936922,1.3315787220271498,0.422247848426834,0.006469427218120041,0.42573185285931014,0.42871727564495404,-0.9270801827844434,-0.9300656055700873,169.05353940836258,73.18484176762563,parallel_dominates
bad_window_sigma05_t11p5_13_w010,s0.5_t0,0.5,11.501,0.8043984878970681,1.0507230021366654,1.0507230021366654,1.306222000595204,1.3314734508274242,0.4220919328847852,0.0064688855848889565,0.4255389055634511,0.42856081846967414,-0.927362418261587,-0.9303843311678102,168.82356480834787,73.38220773364189,parallel_dominates
bad_window_sigma05_t11p5_13_w010,s0.5_t0,0.5,11.502,0.8028390799403444,1.047756752033689,1.047756752033689,1.3050644621230238,1.3313681839188976,0.42193613696077514,0.0064683413344151204,0.4253459265583563,0.42840447829519024,-0.9275713087410358,-0.9306298604778697,168.59186176773733,73.5813187990736,parallel_dominates
bad_window_sigma05_t11p5_13_w010,s0.5_t0,0.5,11.503,0.8013244785890131,1.0448292476359216,1.0448292476359216,1.303877861656836,1.3312629213008909,0.4217804607441436,0.006467794470429077,0.4251529176710966,0.42824825521457266,-0.9277063007389195,-0.9308016382823956,168.35847537189233,73.78212986890536,parallel_dominates
bad_window_sigma05_t11p5_13_w010,s0.5_t0,0.5,11.504,0.7998549879684622,1.041940680024158,1.041940680024158,1.3026619771048311,1.3311576629727226,0.42162490432401756,0.006467244996713618,0.4249598807351525,0.4280921493207312,-0.9277668698715213,-0.9308991384571002,168.12345190200256,73.98459465224391,parallel_dominates
bad_window_sigma05_t11p5_13_w010,s0.5_t0,0.5,11.505,0.798430903057431,1.0390912370533054,1.0390912370533054,1.301416607341116,1.3310524089337257,0.42146946778931405,0.006466692917104036,0.4247668175903403,0.4279361607064181,-0.9277525218740252,-0.930921864990103,167.88683881602333,74.18866568138044,parallel_dominates
bad_window_sigma05_t11p5_13_w010,s0.5_t0,0.5,11.506,0.7970525094351116,1.0362811033377544,1.0362811033377544,1.3001415729462908,1.330947159183221,0.4213141512287347,0.006466138235488181,0.4245737300827292,0.4277802894642229,-0.9276627935939084,-0.9308693529754022,167.6486847277029,74.39429433276345,parallel_dominates
bad_window_sigma05_t11p5_13_w010,s0.5_t0,0.5,11.507,0.7957200830327752,1.0335104602370269,1.0335104602370269,1.2988367169243071,1.3308419137205327,0.42115895473076714,0.0064655809558058245,0.4243806200645608,0.427624535686573,-0.9274972539560927,-0.9307411695781049,167.4090393836894,74.60143084989127,parallel_dominates
bad_window_sigma05_t11p5_13_w010,s0.5_t0,0.5,11.508,0.7944338898904008,1.0307794858417316,1.0307794858417316,1.2975019053932062,1.330736672544995,0.4210038783836883,0.006465021082048182,0.42418748939417505,0.42746889946573646,-0.9272555048969805,-0.9305369149685419,167.16795363873882,74.8100243681047,parallel_dominates
bad_window_sigma05_t11p5_13_w010,s0.5_t0,0.5,11.509,0.7931941859187713,1.0280883549597388,1.0280883549597388,1.2961370282472322,1.3306314356559277,0.420848922275556,0.006464458618258002,0.4239943399359234,0.427313380893814,-0.9269371822643843,-0.9302562232222749,166.92547942901976,75.02002294128168,parallel_dominates
