nmax,sigma,bg_kmax,x_mode,x_cut,x_factor,x_fixed,tmin,tmax,dt,threshold,centers_count,local_minima_count,filtered_minima_count,idx,t_min,abs_c_min,filtered
400000,0.5,6,fixed,66666.66666666667,,66666.66666666667,10.0,49.99999999997783,0.0009999999999994458,0.05,96875,13,10,4134,14.133999999997709,0.00019940474384711165,True
400000,0.5,6,fixed,66666.66666666667,,66666.66666666667,10.0,49.99999999997783,0.0009999999999994458,0.05,96875,13,10,8147,18.146999999995487,0.26163988136572097,False
400000,0.5,6,fixed,66666.66666666667,,66666.66666666667,10.0,49.99999999997783,0.0009999999999994458,0.05,96875,13,10,11022,21.02199999999389,1.2791463946233822e-05,True
400000,0.5,6,fixed,66666.66666666667,,66666.66666666667,10.0,49.99999999997783,0.0009999999999994458,0.05,96875,13,10,15011,25.010999999991682,5.569121659250629e-05,True
400000,0.5,6,fixed,66666.66666666667,,66666.66666666667,10.0,49.99999999997783,0.0009999999999994458,0.05,96875,13,10,17126,27.12599999999051,0.3006789718373687,False
400000,0.5,6,fixed,66666.66666666667,,66666.66666666667,10.0,49.99999999997783,0.0009999999999994458,0.05,96875,13,10,20425,30.424999999988678,4.957772324792797e-05,True
400000,0.5,6,fixed,66666.66666666667,,66666.66666666667,10.0,49.99999999997783,0.0009999999999994458,0.05,96875,13,10,22935,32.93499999998729,2.6131293912938266e-05,True
400000,0.5,6,fixed,66666.66666666667,,66666.66666666667,10.0,49.99999999997783,0.0009999999999994458,0.05,96875,13,10,27586,37.58599999998471,8.332854631940204e-05,True
400000,0.5,6,fixed,66666.66666666667,,66666.66666666667,10.0,49.99999999997783,0.0009999999999994458,0.05,96875,13,10,30919,40.918999999982866,0.00013252842977271685,True
400000,0.5,6,fixed,66666.66666666667,,66666.66666666667,10.0,49.99999999997783,0.0009999999999994458,0.05,96875,13,10,33327,43.32699999998153,3.766107837660972e-05,True
400000,0.5,6,fixed,66666.66666666667,,66666.66666666667,10.0,49.99999999997783,0.0009999999999994458,0.05,96875,13,10,35263,45.26299999998046,0.39928780637007916,False
400000,0.5,6,fixed,66666.66666666667,,66666.66666666667,10.0,49.99999999997783,0.0009999999999994458,0.05,96875,13,10,38005,48.004999999978935,7.147259459659617e-05,True
400000,0.5,6,fixed,66666.66666666667,,66666.66666666667,10.0,49.99999999997783,0.0009999999999994458,0.05,96875,13,10,39774,49.77399999997796,7.565817080475094e-05,True
