nmax,sigma,bg_kmax,x_mode,x_cut,x_factor,x_fixed,tmin,tmax,dt,threshold,centers_count,local_minima_count,filtered_minima_count,idx,t_min,abs_c_min,filtered
200000,0.5,5,nmax/x_factor,100000.0,2.0,,10.0,49.99999999997783,0.0009999999999994458,0.05,46875,40,12,344,10.34399999999981,0.3208553623497354,False
200000,0.5,5,nmax/x_factor,100000.0,2.0,,10.0,49.99999999997783,0.0009999999999994458,0.05,46875,40,12,957,10.95699999999947,0.35906709013723254,False
200000,0.5,5,nmax/x_factor,100000.0,2.0,,10.0,49.99999999997783,0.0009999999999994458,0.05,46875,40,12,1562,11.561999999999134,0.35573393831519157,False
200000,0.5,5,nmax/x_factor,100000.0,2.0,,10.0,49.99999999997783,0.0009999999999994458,0.05,46875,40,12,2174,12.173999999998795,0.3223611762101418,False
200000,0.5,5,nmax/x_factor,100000.0,2.0,,10.0,49.99999999997783,0.0009999999999994458,0.05,46875,40,12,2793,12.792999999998452,0.24163513344456114,False
200000,0.5,5,nmax/x_factor,100000.0,2.0,,10.0,49.99999999997783,0.0009999999999994458,0.05,46875,40,12,3399,13.398999999998116,0.12554423726933714,False
200000,0.5,5,nmax/x_factor,100000.0,2.0,,10.0,49.99999999997783,0.0009999999999994458,0.05,46875,40,12,3967,13.966999999997801,0.004101007948648032,True
200000,0.5,5,nmax/x_factor,100000.0,2.0,,10.0,49.99999999997783,0.0009999999999994458,0.05,46875,40,12,4283,14.282999999997626,0.007260806351582062,True
200000,0.5,5,nmax/x_factor,100000.0,2.0,,10.0,49.99999999997783,0.0009999999999994458,0.05,46875,40,12,4837,14.83699999999732,0.1462001316936744,False
200000,0.5,5,nmax/x_factor,100000.0,2.0,,10.0,49.99999999997783,0.0009999999999994458,0.05,46875,40,12,5452,15.451999999996978,0.29122390283128036,False
200000,0.5,5,nmax/x_factor,100000.0,2.0,,10.0,49.99999999997783,0.0009999999999994458,0.05,46875,40,12,6073,16.072999999996632,0.40457950593982217,False
200000,0.5,5,nmax/x_factor,100000.0,2.0,,10.0,49.99999999997783,0.0009999999999994458,0.05,46875,40,12,6723,16.722999999996276,0.4615630094809037,False
200000,0.5,5,nmax/x_factor,100000.0,2.0,,10.0,49.99999999997783,0.0009999999999994458,0.05,46875,40,12,7401,17.400999999995896,0.38367234803426825,False
200000,0.5,5,nmax/x_factor,100000.0,2.0,,10.0,49.99999999997783,0.0009999999999994458,0.05,46875,40,12,7954,17.95399999999559,0.2412449073150715,False
200000,0.5,5,nmax/x_factor,100000.0,2.0,,10.0,49.99999999997783,0.0009999999999994458,0.05,46875,40,12,8432,18.431999999995327,0.2584178047514489,False
200000,0.5,5,nmax/x_factor,100000.0,2.0,,10.0,49.99999999997783,0.0009999999999994458,0.05,46875,40,12,9045,19.044999999994985,0.3684425540598195,False
200000,0.5,5,nmax/x_factor,100000.0,2.0,,10.0,49.99999999997783,0.0009999999999994458,0.05,46875,40,12,9745,19.744999999994597,0.3375841147671488,False
200000,0.5,5,nmax/x_factor,100000.0,2.0,,10.0,49.99999999997783,0.0009999999999994458,0.05,46875,40,12,10412,20.41199999999423,0.18314477342761895,False
200000,0.5,5,nmax/x_factor,100000.0,2.0,,10.0,49.99999999997783,0.0009999999999994458,0.05,46875,40,12,10933,20.93299999999394,0.001094620667755408,True
200000,0.5,5,nmax/x_factor,100000.0,2.0,,10.0,49.99999999997783,0.0009999999999994458,0.05,46875,40,12,11181,21.1809999999938,0.036130110743552935,True
200000,0.5,5,nmax/x_factor,100000.0,2.0,,10.0,49.99999999997783,0.0009999999999994458,0.05,46875,40,12,11758,21.757999999993483,0.2334690857953825,False
200000,0.5,5,nmax/x_factor,100000.0,2.0,,10.0,49.99999999997783,0.0009999999999994458,0.05,46875,40,12,12442,22.441999999993104,0.3728507908182505,False
200000,0.5,5,nmax/x_factor,100000.0,2.0,,10.0,49.99999999997783,0.0009999999999994458,0.05,46875,40,12,13109,23.108999999992733,0.4280560068897722,False
200000,0.5,5,nmax/x_factor,100000.0,2.0,,10.0,49.99999999997783,0.0009999999999994458,0.05,46875,40,12,13816,23.815999999992343,0.3711505671091259,False
200000,0.5,5,nmax/x_factor,100000.0,2.0,,10.0,49.99999999997783,0.0009999999999994458,0.05,46875,40,12,14958,24.95799999999171,0.010267130853326114,True
200000,0.5,5,nmax/x_factor,100000.0,2.0,,10.0,49.99999999997783,0.0009999999999994458,0.05,46875,40,12,16604,26.603999999990798,0.33439865704939603,False
200000,0.5,5,nmax/x_factor,100000.0,2.0,,10.0,49.99999999997783,0.0009999999999994458,0.05,46875,40,12,17141,27.1409999999905,0.2731646564153284,False
200000,0.5,5,nmax/x_factor,100000.0,2.0,,10.0,49.99999999997783,0.0009999999999994458,0.05,46875,40,12,18277,28.27699999998987,0.577748404203542,False
200000,0.5,5,nmax/x_factor,100000.0,2.0,,10.0,49.99999999997783,0.0009999999999994458,0.05,46875,40,12,20490,30.489999999988644,0.01631533423142369,True
200000,0.5,5,nmax/x_factor,100000.0,2.0,,10.0,49.99999999997783,0.0009999999999994458,0.05,46875,40,12,21850,31.84999999998789,0.2624951419619144,False
200000,0.5,5,nmax/x_factor,100000.0,2.0,,10.0,49.99999999997783,0.0009999999999994458,0.05,46875,40,12,22935,32.93499999998729,0.02040369701100063,True
200000,0.5,5,nmax/x_factor,100000.0,2.0,,10.0,49.99999999997783,0.0009999999999994458,0.05,46875,40,12,26520,36.5199999999853,0.23075425544307612,False
200000,0.5,5,nmax/x_factor,100000.0,2.0,,10.0,49.99999999997783,0.0009999999999994458,0.05,46875,40,12,27591,37.59099999998471,0.017652329498328824,True
200000,0.5,5,nmax/x_factor,100000.0,2.0,,10.0,49.99999999997783,0.0009999999999994458,0.05,46875,40,12,29433,39.432999999983686,0.5339659151261957,False
200000,0.5,5,nmax/x_factor,100000.0,2.0,,10.0,49.99999999997783,0.0009999999999994458,0.05,46875,40,12,30957,40.95699999998284,0.004477941435182512,True
200000,0.5,5,nmax/x_factor,100000.0,2.0,,10.0,49.99999999997783,0.0009999999999994458,0.05,46875,40,12,33341,43.34099999998152,0.013124426367013536,True
200000,0.5,5,nmax/x_factor,100000.0,2.0,,10.0,49.99999999997783,0.0009999999999994458,0.05,46875,40,12,34445,44.44499999998091,0.45824765559545716,False
