nmax,sigma,bg_kmax,x_mode,x_cut,x_factor,x_fixed,tmin,tmax,dt,threshold,centers_count,local_minima_count,filtered_minima_count,idx,t_min,abs_c_min,filtered
400000,0.5,6,nmax/x_factor,133333.33333333334,3.0,,10.0,49.99999999997783,0.0009999999999994458,0.05,96875,14,10,1472,11.471999999999184,0.4124864170707939,False
400000,0.5,6,nmax/x_factor,133333.33333333334,3.0,,10.0,49.99999999997783,0.0009999999999994458,0.05,96875,14,10,4135,14.134999999997708,0.0006206710201636673,True
400000,0.5,6,nmax/x_factor,133333.33333333334,3.0,,10.0,49.99999999997783,0.0009999999999994458,0.05,96875,14,10,8144,18.143999999995486,0.2617833165162996,False
400000,0.5,6,nmax/x_factor,133333.33333333334,3.0,,10.0,49.99999999997783,0.0009999999999994458,0.05,96875,14,10,11023,21.022999999993893,0.00020358118114511338,True
400000,0.5,6,nmax/x_factor,133333.33333333334,3.0,,10.0,49.99999999997783,0.0009999999999994458,0.05,96875,14,10,15011,25.010999999991682,0.00021629496258772463,True
400000,0.5,6,nmax/x_factor,133333.33333333334,3.0,,10.0,49.99999999997783,0.0009999999999994458,0.05,96875,14,10,17127,27.12699999999051,0.3005079294954132,False
400000,0.5,6,nmax/x_factor,133333.33333333334,3.0,,10.0,49.99999999997783,0.0009999999999994458,0.05,96875,14,10,20425,30.424999999988678,0.00015018854732543386,True
400000,0.5,6,nmax/x_factor,133333.33333333334,3.0,,10.0,49.99999999997783,0.0009999999999994458,0.05,96875,14,10,22935,32.93499999998729,0.00019189926058090615,True
400000,0.5,6,nmax/x_factor,133333.33333333334,3.0,,10.0,49.99999999997783,0.0009999999999994458,0.05,96875,14,10,27586,37.58599999998471,0.00014484508635543886,True
400000,0.5,6,nmax/x_factor,133333.33333333334,3.0,,10.0,49.99999999997783,0.0009999999999994458,0.05,96875,14,10,30918,40.91799999998287,0.0002579272855463445,True
400000,0.5,6,nmax/x_factor,133333.33333333334,3.0,,10.0,49.99999999997783,0.0009999999999994458,0.05,96875,14,10,33327,43.32699999998153,0.0001697878476818228,True
400000,0.5,6,nmax/x_factor,133333.33333333334,3.0,,10.0,49.99999999997783,0.0009999999999994458,0.05,96875,14,10,35262,45.26199999998046,0.3992180421368524,False
400000,0.5,6,nmax/x_factor,133333.33333333334,3.0,,10.0,49.99999999997783,0.0009999999999994458,0.05,96875,14,10,38005,48.004999999978935,0.00012475068738194894,True
400000,0.5,6,nmax/x_factor,133333.33333333334,3.0,,10.0,49.99999999997783,0.0009999999999994458,0.05,96875,14,10,39774,49.77399999997796,0.0001553237744328565,True
