nmax,sigma,bg_kmax,x_mode,x_cut,x_factor,x_fixed,tmin,tmax,dt,threshold,centers_count,local_minima_count,filtered_minima_count,idx,t_min,abs_c_min,filtered
200000,0.5,5,nmax/x_factor,33333.333333333336,6.0,,10.0,49.99999999997783,0.0009999999999994458,0.05,46875,14,10,1032,11.031999999999428,0.4095507032721002,False
200000,0.5,5,nmax/x_factor,33333.333333333336,6.0,,10.0,49.99999999997783,0.0009999999999994458,0.05,46875,14,10,4135,14.134999999997708,0.00012382296561837903,True
200000,0.5,5,nmax/x_factor,33333.333333333336,6.0,,10.0,49.99999999997783,0.0009999999999994458,0.05,46875,14,10,8146,18.145999999995485,0.2589851292635432,False
200000,0.5,5,nmax/x_factor,33333.333333333336,6.0,,10.0,49.99999999997783,0.0009999999999994458,0.05,46875,14,10,11022,21.02199999999389,1.3899685387670104e-05,True
200000,0.5,5,nmax/x_factor,33333.333333333336,6.0,,10.0,49.99999999997783,0.0009999999999994458,0.05,46875,14,10,15011,25.010999999991682,5.503771009844236e-05,True
200000,0.5,5,nmax/x_factor,33333.333333333336,6.0,,10.0,49.99999999997783,0.0009999999999994458,0.05,46875,14,10,17127,27.12699999999051,0.2976644723892645,False
200000,0.5,5,nmax/x_factor,33333.333333333336,6.0,,10.0,49.99999999997783,0.0009999999999994458,0.05,46875,14,10,20425,30.424999999988678,5.052437774744112e-05,True
200000,0.5,5,nmax/x_factor,33333.333333333336,6.0,,10.0,49.99999999997783,0.0009999999999994458,0.05,46875,14,10,22935,32.93499999998729,2.653145234727473e-05,True
200000,0.5,5,nmax/x_factor,33333.333333333336,6.0,,10.0,49.99999999997783,0.0009999999999994458,0.05,46875,14,10,27586,37.58599999998471,8.47055378730178e-05,True
200000,0.5,5,nmax/x_factor,33333.333333333336,6.0,,10.0,49.99999999997783,0.0009999999999994458,0.05,46875,14,10,30919,40.918999999982866,0.00013045903276112452,True
200000,0.5,5,nmax/x_factor,33333.333333333336,6.0,,10.0,49.99999999997783,0.0009999999999994458,0.05,46875,14,10,33327,43.32699999998153,3.662234126031928e-05,True
200000,0.5,5,nmax/x_factor,33333.333333333336,6.0,,10.0,49.99999999997783,0.0009999999999994458,0.05,46875,14,10,35264,45.263999999980456,0.3952744732292577,False
200000,0.5,5,nmax/x_factor,33333.333333333336,6.0,,10.0,49.99999999997783,0.0009999999999994458,0.05,46875,14,10,38005,48.004999999978935,6.934965024400063e-05,True
200000,0.5,5,nmax/x_factor,33333.333333333336,6.0,,10.0,49.99999999997783,0.0009999999999994458,0.05,46875,14,10,39774,49.77399999997796,7.318987164138e-05,True
